Time,eNB rnti,eNB DL cqi,eNB DL ri,eNB DL mcs,eNB DL brate [Mbps],eNB DL ACK,eNB DL NACK,eNB DL NACK:ACK [%],eNB UL pusch,eNB UL pucch,eNB UL phr,eNB UL mcs,eNB UL brate [Mbps],eNB UL ACK,eNB UL NACK,eNB UL NACK:ACK [%],eNB UL bsr [kilo]
1670629471,46,15,0,3,0.012,5,0,0,54.1,28.6,40,3,0.067,3,0,0,0
1670629472,46,15,0,6,0.015,8,0,0,48.9,24.2,40,17,0.103,7,0,0,0
1670629473,46,15,2,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0
1670629474,46,15,2,14,0.021,5,0,0,46.3,27.2,40,15,0.137,14,0,0,0
1670629475,46,15,0,14,0.32,60,0,0,57.5,36.5,40,22,11,86,0,0,15.9
1670629476,46,15,0,11,0.475,118,0,0,59.3,0,40,23,23,134,0,0,36.3
1670629477,46,15,2,11,0.472,87,0,0,59.3,0,40,23,23,98,0,0,45.8
1670629478,46,15,0,11,0.476,88,0,0,59.3,0,40,23,23,98,0,0,75.7
1670629479,46,15,2,11,0.478,146,0,0,59.3,0,40,23,23,165,0,0,87.3
1670629480,46,15,0,11,0.492,152,0,0,59.3,0,40,23,23,172,0,0,110
1670629481,46,15,2,11,0.488,164,0,0,59.3,0,40,23,23,186,0,0,128
1670629482,46,15,0,12,0.518,159,0,0,59.3,0,40,23,23,183,0,0,128
1670629483,46,15,2,12,0.532,153,0,0,59.3,0,40,23,23,179,0,0,128
1670629484,46,15,0,12,0.524,157,0,0,59.3,0,40,23,23,179,0,0,128
1670629485,46,15,2,17,0.979,141,0,0,59.3,0,40,23,23,160,0,0,128
1670629486,46,15,0,20,1.4,167,0,0,59.3,0,40,23,23,177,0,0,132
1670629487,46,15,2,17,0.912,162,0,0,59.3,0,40,23,23,176,0,0,131
1670629488,46,15,2,16,0.912,166,0,0,59.3,0,40,23,23,180,0,0,131
1670629489,46,15,0,19,1.3,163,0,0,59.3,0,40,23,23,175,0,0,130
1670629490,46,15,2,17,1.1,151,0,0,59.3,0,40,23,23,163,0,0,130
1670629491,46,15,0,11,0.472,159,0,0,59.3,0,40,23,23,179,0,0,131
1670629492,46,15,2,11,0.47,164,0,0,59.3,0,40,23,23,186,0,0,132
1670629493,46,15,0,11,0.47,151,0,0,59.3,0,40,23,23,173,0,0,130
1670629494,46,15,2,11,0.47,165,0,0,59.3,0,40,23,23,187,0,0,132
1670629495,46,15,0,11,0.472,159,0,0,59.3,0,40,23,23,181,0,0,132
1670629496,46,15,2,11,0.466,156,0,0,59.3,0,40,23,23,180,0,0,132
1670629497,46,15,2,11,0.471,154,0,0,59.3,0,40,23,23,176,0,0,131
1670629498,46,15,0,11,0.471,154,0,0,59.3,0,40,23,23,176,0,0,130
1670629499,46,15,2,11,0.468,156,0,0,59.3,0,40,23,23,179,0,0,130
1670629500,46,15,0,13,0.631,158,0,0,59.3,0,40,23,23,182,0,0,131
1670629501,46,15,2,20,1.4,163,0,0,59.3,0,40,23,23,175,0,0,129
1670629502,46,15,0,12,0.639,163,0,0,59.3,0,40,23,23,188,0,0,131
1670629503,46,15,2,11,0.448,149,0,0,59.3,0,40,23,23,178,0,0,130
1670629504,46,15,0,11,0.449,151,0,0,59.3,0,40,23,23,176,0,0,130
1670629505,46,15,2,11,0.453,156,0,0,59.3,0,40,23,23,180,0,0,130
1670629506,46,15,2,18,1.1,162,0,0,59.3,0,40,23,23,180,0,0,130
1670629507,46,15,0,16,1,166,0,0,59.3,0,40,23,23,184,0,0,130
1670629508,46,15,2,11,0.442,152,0,0,59.3,0,40,23,23,182,0,0,131
1670629509,46,15,0,11,0.451,148,0,0,59.3,0,40,23,23,176,0,0,130
1670629510,46,15,2,11,0.454,134,0,0,59.3,0,40,23,23,158,0,0,130
1670629511,46,15,0,11,0.442,107,0,0,59.3,0,40,23,23,133,0,0,128
1670629512,46,15,2,11,0.452,118,0,0,59.3,0,40,23,23,140,0,0,128
1670629513,46,15,0,11,0.447,145,0,0,59.3,0,40,23,23,172,0,0,131
1670629514,46,15,2,11,0.448,157,0,0,59.3,0,40,23,23,184,0,0,132
1670629515,46,15,0,11,0.438,148,0,0,59.3,0,40,23,23,179,0,0,132
1670629516,46,15,2,11,0.443,157,0,0,59.3,0,40,23,23,186,0,0,128
1670629517,46,15,0,11,0.445,155,0,0,59.3,0,40,23,23,183,0,0,129
1670629518,46,15,2,19,1.3,163,0,0,59.3,0,40,23,23,176,0,0,128
1670629519,46,15,2,16,0.978,157,0,0,59.3,0,40,23,23,176,0,0,132
1670629520,46,15,0,11,0.446,146,0,0,59.3,0,40,23,23,176,0,0,131
1670629521,46,15,2,11,0.443,140,0,0,59.3,0,40,23,23,167,0,0,128
1670629522,46,15,0,11,0.447,157,0,0,59.3,0,40,23,23,187,0,0,130
1670629523,46,15,2,11,0.446,148,0,0,59.3,0,40,23,23,178,0,0,129
1670629524,46,15,0,11,0.446,150,0,0,59.3,0,40,23,23,180,0,0,129
1670629525,46,15,2,11,0.448,148,0,0,59.3,0,40,23,23,174,0,0,128
1670629526,46,15,0,11,0.447,150,0,0,59.3,0,40,23,23,181,0,0,128
1670629527,46,15,2,11,0.456,157,0,0,59.3,0,40,23,23,182,0,0,128
1670629528,46,15,2,11,0.447,151,0,0,59.3,0,40,23,23,181,0,0,128
1670629529,46,15,0,11,0.443,146,0,0,59.3,0,40,23,23,176,0,0,128
1670629530,46,15,2,11,0.451,125,0,0,59.3,0,40,23,23,151,0,0,130
1670629531,46,15,0,11,0.464,113,0,0,59.3,0,40,23,23,134,0,0,129
1670629532,46,15,0,16,0.808,122,0,0,59.3,0,40,23,22,141,0,0,129
1670629533,46,15,2,20,1.4,114,0,0,59.3,0,40,23,23,123,0,0,130
1670629534,46,15,0,17,1.1,109,0,0,59.4,0,40,23,23,121,0,0,130
1670629535,46,15,2,11,0.462,107,0,0,59.3,0,40,23,23,126,0,0,132
1670629536,46,15,0,11,0.449,113,0,0,59.3,0,40,23,23,136,0,0,131
