Time,Number,Longitude,Latitude,Altitude,Voltage,Battery Level,Fix,Number of Satellites,Iperf Svr ID,Iperf Svr Interval Start [sec],Iperf Svr Interval End [sec],Iperf Svr Transfer [MB],Iperf Svr Bandwidth [Mbps],Iperf Clt ID,Iperf Clt Interval Start [sec],Iperf Clt Interval End [sec],Iperf Clt Transfer [MB],Iperf Clt Bandwidth [Mbps],Iperf Clt Retr,Iperf Clt Cwnd [MB],UE cc,UE pci,UE rsrp,UE pl,UE cfo [mili],UE DL mcs,UE DL snr,UE DL iter_dl,UE DL brate [Mbps],UE DL bler [%],UE DL ta_us,UE UL mcs,UE UL buff [kilo],UE UL brate [Mbps],UE UL bler [%],eNB rnti,eNB DL cqi,eNB DL ri,eNB DL mcs,eNB DL brate [Mbps],eNB DL ACK,eNB DL NACK,eNB DL NACK:ACK [%],eNB UL pusch,eNB UL pucch,eNB UL phr,eNB UL mcs,eNB UL brate [Mbps],eNB UL ACK,eNB UL NACK,eNB UL NACK:ACK [%],eNB UL bsr [kilo]
1670653325,11,-78.6961099,35.7272789,1.271,12.143,99,6,10,4,22,23,0.058,0.475,5,22,23,0.082,0.672,2,0.00707,0,1,-76,76,-0.419,25,81,1,1.8,0,0,15,407,0.074,0,46,15,0,17,2.5,8,4,33,99.9,0,40,17,0.192,21,0,0,0
1670653326,12,-78.6961115,35.7272802,3.205,12.193,99,6,10,4,23,24,0.0608,0.498,5,23,24,0,0,1,0.00707,0,1,-76,76,-0.394,26,81,1,3.1,0,0,15,113,0.17,0,46,15,2,26,2.3,11,0,0,99.9,0,40,17,0.203,22,0,0,0
1670653327,13,-78.696111,35.7272799,5.391,12.193,99,6,10,4,24,25,0.0947,0.776,5,24,25,0.154,1.26,0,0.0141,0,1,-76,76,-0.32,25,81,1,3.8,0,0,14,335,0.225,0,46,15,2,26,4.5,19,0,0,99.9,0,40,14,0.278,43,0,0,0
1670653328,14,-78.6961103,35.7272793,7.686,12.193,99,6,10,4,25,26,0.0707,0.579,5,25,26,0.0834,0.683,1,0.0127,0,1,-76,76,-0.405,25,81,1,3.2,0,0,14,57,0.186,0,46,15,0,26,3.1,15,0,0,99.9,0,40,15,0.206,26,0,0,0
1670653329,15,-78.6961102,35.7272792,10.057,12.193,98,6,10,4,26,27,0.0749,0.614,5,26,27,0,0,1,0.0113,0,1,-76,76,-0.567,26,81,1,4.7,0,0,14,92,0.249,0,46,15,2,26,3.5,18,0,0,99.9,0,40,15,0.233,34,0,0,0
1670653330,16,-78.6961105,35.7272793,12.468,12.193,98,6,10,4,27,28,0.0863,0.706,5,27,28,0.173,1.41,0,0.017,0,1,-76,76,-0.41,12,81,0.5,2.1,62,0,14,0,0.114,62,46,15,0,19,3.8,13,8,38,99.9,0,40,14,0.185,28,0,0,0
1670653331,17,-78.6961106,35.7272794,14.908,12.193,98,6,10,4,28,29,0.024,0.197,5,28,29,0,0,6,0.0113,0,1,-68,68,-0.659,24,81,0.9,2.3,25,0,16,103,0.108,25,46,15,2,16,1.5,4,4,50,99.8,0,40,15,0.14,10,0,0,14
1670653332,18,-78.6961106,35.7272793,17.365,12.193,98,6,10,4,29,30,0.058,0.475,5,29,30,0,0,2,0.0113,0,1,-68,68,-0.714,19,81,0.7,2.5,36,0,17,335,0.072,36,46,15,0,17,3,7,4,36,99.9,-99.9,40,16,0.215,20,0,0,0
1670653333,19,-78.6961105,35.7272793,19.831,12.193,98,6,10,4,30,31,0.041,0.336,5,30,31,0.0863,0.707,2,0.0099,0,1,-68,68,-0.33,24,81,1,2.2,0,0,16,57,0.094,0,46,15,2,26,1.9,8,0,0,99.8,0,40,16,0.174,16,0,0,0
1670653334,20,-78.6961104,35.7272792,22.311,12.193,97,6,10,4,31,32,0.0834,0.684,5,31,32,0.0735,0.603,1,0.0099,0,1,-68,68,-0.395,25,81,1,4.5,0,0,13,0,0.261,0,46,15,2,26,3.5,17,0,0,99.9,0,40,15,0.269,39,0,0,0
1670653335,21,-78.6961105,35.7272792,24.794,12.193,97,6,10,4,32,33,0.0806,0.66,5,32,33,0.082,0.672,1,0.0099,0,1,-68,68,-0.453,25,81,1,1.9,0,0,15,0,0.182,0,46,15,0,26,3.7,18,0,0,99.9,0,40,14,0.226,31,0,0,0
1670653336,22,-78.6961105,35.7272792,26.662,12.193,97,6,10,4,33,34,0.0594,0.486,5,33,34,0.0749,0.614,1,0.0099,0,1,-68,68,-0.365,20,81,0.8,2.7,30,0,15,0,0.067,30,46,15,2,26,2.4,12,0,0,99.9,0,40,15,0.192,26,0,0,0
1670653337,23,-78.6961106,35.7272794,29.148,12.193,97,6,10,4,34,35,0.0523,0.429,5,34,35,0,0,3,0.0099,0,1,-68,68,-0.409,26,81,1,2.6,0,0,15,214,0.121,0,46,15,2,17,2.3,9,4,30,99.9,0,40,15,0.133,17,0,0,0
1670653338,24,-78.6961107,35.7272795,31.642,12.193,97,6,10,4,35,36,0.0509,0.417,5,35,36,0.0806,0.66,1,0.0099,0,1,-68,68,-0.393,24,81,1,2.4,0,0,17,158,0.074,0,46,15,0,27,2.3,9,0,0,99.9,0,40,16,0.185,21,0,0,0
1670653339,25,-78.6961108,35.7272796,34.133,12.193,96,6,10,4,36,37,0.0382,0.313,5,36,37,0.0778,0.637,1,0.0099,0,1,-68,68,-0.368,27,81,1,2.3,0,0,17,0,0.082,0,46,15,2,27,2.2,9,0,0,99.9,0,40,16,0.193,20,0,0,0
1670653340,26,-78.6961109,35.7272796,36.633,12.193,96,6,10,4,37,38,0.0721,0.591,5,37,38,0.0792,0.649,1,0.0113,0,1,-68,68,-0.353,19,81,0.8,2.7,30,0,17,0,0.08,30,46,15,0,19,2.6,9,4,30,99.9,0,40,17,0.188,22,0,0,0
1670653341,27,-78.696111,35.7272797,39.126,12.193,96,6,10,4,38,39,0.041,0.336,5,38,39,0,0,2,0.0099,0,1,-67,67,-0.384,26,81,1,2.3,0,0,16,57,0.123,0,46,15,2,0,2.4,9,0,0,99.9,0,40,16,0.203,21,0,0,0
1670653342,28,-78.6961111,35.7272798,41.626,12.193,96,6,10,4,39,40,0.0933,0.765,5,39,40,0.0721,0.591,1,0.0113,0,1,-64,64,-0.38,26,81,1,5.1,0,0,14,113,0.277,0,46,15,2,26,3.9,19,0,0,99.9,0,40,15,0.314,42,0,0,0
1670653343,29,-78.6961112,35.7272798,44.12,12.193,96,6,10,4,40,41,0.0792,0.649,5,40,41,0.0792,0.649,0,0.017,0,1,-64,64,-0.255,27,81,1,4.2,0,0,14,57,0.212,0,46,15,0,27,4.3,16,0,0,99.9,0,40,15,0.225,32,0,0,0
1670653344,30,-78.6961113,35.7272799,46.594,12.193,95,6,10,4,41,42,0.133,1.09,5,41,42,0.17,1.39,1,0.017,0,1,-64,64,-0.283,25,81,1,4.3,0,0,14,0,0.196,0,46,15,2,27,4.8,17,0,0,99.9,0,40,14,0.261,37,0,0,0
1670653345,31,-78.6961113,35.72728,48.607,12.242,95,6,10,4,42,43,0.0438,0.359,5,42,43,0,0,2,0.0099,0,1,-64,64,-0.32,18,81,0.7,1.4,40,0,16,339,0.073,40,46,15,2,26,2.6,13,0,0,99.9,0,40,14,0.114,19,0,0,0
1670653346,32,-78.6961113,35.7272799,49.554,12.242,95,6,10,4,43,44,0.0679,0.556,5,43,44,0.0806,0.66,3,0.00848,0,1,-64,64,-0.353,25,81,1,2.1,0,0,15,214,0.124,0,46,15,0,19,2.5,10,4,28,99.7,0,40,16,0.225,23,0,0,0
1670653347,33,-78.6961111,35.7272798,49.822,12.242,95,6,10,4,44,45,0.0523,0.429,5,44,45,0.0764,0.626,1,0.00707,0,1,-64,64,-0.4,25,81,1,2.3,0,0,17,0,0.072,0,46,15,2,27,2.3,9,0,0,99.9,0,40,17,0.19,21,0,0,0
1670653348,34,-78.6961112,35.7272798,49.91,12.242,95,6,10,4,45,46,0.0467,0.382,5,45,46,0.0778,0.637,1,0.0099,0,1,-64,64,-0.291,18,81,0.8,2.3,33,0,17,271,0.096,33,46,15,2,18,1.7,7,4,36,99.9,0,40,16,0.146,16,0,0,0
1670653349,35,-78.6961112,35.7272798,49.946,12.242,95,6,10,4,46,47,0.0368,0.301,5,46,47,0,0,1,0.0099,0,1,-64,64,-0.35,17,81,0.8,2.1,30,0,17,0,0.089,30,46,15,0,20,1.8,7,4,36,99.9,0,40,16,0.183,19,0,0,0
1670653350,36,-78.6961113,35.7272799,49.964,12.242,94,6,10,4,47,48,0.0551,0.452,5,47,48,0.0764,0.626,3,0.00707,0,1,-64,64,-0.353,19,81,0.8,2.1,33,0,17,0,0.076,33,46,15,2,26,2.1,9,0,0,99.9,0,40,17,0.209,21,0,0,0
1670653351,37,-78.6961151,35.7272796,49.97,12.242,94,6,10,4,48,49,0.041,0.336,5,48,49,0,0,2,0.00566,0,1,-64,64,-0.359,18,81,0.7,1.7,36,0,17,0,0.072,36,46,15,0,16,2.1,8,4,33,99.9,0,40,16,0.173,20,0,0,0
1670653352,38,-78.6961268,35.7272787,49.972,12.242,94,6,10,4,49,50,0.0452,0.371,5,49,50,0.0764,0.626,2,0.00707,0,1,-64,64,-0.389,24,81,1,1.6,0,0,17,0,0.067,0,46,15,2,18,2.1,9,4,30,99.7,0,40,17,0.218,22,0,0,0
1670653353,39,-78.6961471,35.727277,49.971,12.242,94,6,10,4,50,51,0.0495,0.405,5,50,51,0,0,1,0.00707,0,1,-64,64,-0.332,19,81,0.8,2.2,30,0,16,339,0.079,30,46,15,2,21,2.2,8,2,20,99.9,0,40,16,0.183,20,0,0,0
1670653354,40,-78.696177,35.7272748,49.97,12.193,94,6,10,4,51,52,0.0467,0.382,5,51,52,0.0721,0.591,2,0.00848,0,1,-64,64,-0.352,24,81,1,2.1,0,0,17,279,0.1,0,46,15,0,22,1.8,10,2,16,99.9,0,40,16,0.168,18,0,0,0
1670653355,41,-78.696215,35.7272719,49.974,12.193,93,6,10,4,52,53,0.0495,0.405,5,52,53,0.0749,0.614,1,0.0099,0,1,-64,64,-0.273,19,81,0.8,2.1,30,0,15,224,0.077,30,46,15,2,19,2.1,8,4,33,99.9,0,40,15,0.194,23,0,0,0
1670653356,42,-78.6962582,35.727269,49.975,12.193,93,6,10,4,53,54,0.0339,0.278,5,53,54,0,0,2,0.00848,0,1,-64,64,-0.348,24,81,1,2.2,0,0,16,168,0.095,0,46,15,2,26,1.6,8,0,0,99.9,0,40,16,0.145,15,0,0,0
1670653357,43,-78.6963049,35.727266,49.98,12.193,93,6,10,4,54,55,0.0495,0.405,5,54,55,0.0749,0.614,1,0.0099,0,1,-64,64,-0.365,19,81,0.8,2,30,0,16,0,0.074,30,46,15,0,19,2.2,8,4,33,99.9,0,40,17,0.203,21,0,0,0
1670653358,44,-78.6963537,35.727263,49.985,12.193,93,6,10,4,55,56,0.0396,0.324,5,55,56,0,0,2,0.0099,0,1,-64,64,-0.296,18,81,0.8,2,38,0,16,57,0.085,38,46,15,2,19,1.9,9,4,30,99.9,0,40,16,0.19,20,0,0,0
1670653359,45,-78.696404,35.72726,49.991,12.193,93,6,10,4,56,57,0.0396,0.324,5,56,57,0.0806,0.66,2,0.0099,0,1,-64,64,-0.378,23,81,0.9,2.1,25,0,16,0,0.078,25,46,15,0,20,2,8,4,33,99.9,0,40,17,0.201,21,0,0,0
1670653360,46,-78.6964529,35.727257,49.998,12.242,93,6,10,4,57,58,0.0537,0.44,5,57,58,0,0,3,0.00566,0,1,-64,64,-0.352,22,81,0.9,1.9,22,0,16,57,0.074,22,46,15,2,26,2.2,9,0,0,99.9,0,40,17,0.204,21,0,0,0
1670653361,47,-78.6964962,35.7272542,50.003,12.242,92,6,10,4,58,59,0.0495,0.405,5,58,59,0.0792,0.649,2,0.00566,0,1,-64,64,-0.318,18,81,0.7,2.1,40,0,16,0,0.076,40,46,15,2,20,1.9,8,4,33,99.9,0,40,15,0.19,22,0,0,0
1670653362,48,-78.6965285,35.7272518,50.007,12.242,92,6,10,4,59,60,0.0467,0.382,5,59,60,0.082,0.672,2,0.00566,0,1,-64,64,-0.375,18,81,0.7,1.7,36,0,17,0,0.072,36,46,15,0,19,2.1,8,4,33,99.9,0,40,17,0.196,21,0,0,0
1670653363,49,-78.6965454,35.7272481,50.008,12.242,92,6,10,4,60,61,0.0396,0.324,5,60,61,0,0,2,0.00707,0,1,-64,64,-0.279,25,81,1,2.6,0,0,16,0,0.146,0,46,15,2,17,2.2,9,4,30,99.9,0,40,17,0.189,19,0,0,0
1670653364,50,-78.6965483,35.7272381,50.012,12.242,92,6,10,4,61,62,0.0933,0.765,5,61,62,0.0806,0.66,0,0.0113,0,1,-64,64,-0.411,25,81,1,3.5,0,0,14,57,0.184,0,46,15,0,26,3.9,19,0,0,99.9,95.6,40,14,0.247,43,0,0,0
1670653365,51,-78.696546,35.7272199,50.01,12.193,92,6,10,4,62,63,0.0523,0.429,5,62,63,0.0792,0.649,1,0.0113,0,1,-64,64,-0.403,23,81,1,2.2,0,0,14,339,0.099,0,46,15,2,26,2.6,13,0,0,99.9,0,40,14,0.161,21,0,0,0
1670653366,52,-78.696543,35.7271934,50.011,12.193,92,6,10,4,63,64,0.058,0.475,5,63,64,0.0735,0.603,2,0.00707,0,1,-64,64,-0.359,19,81,0.8,2.2,30,0,16,407,0.075,30,46,15,2,26,2.1,8,0,0,99.9,0,40,16,0.19,22,0,0,0
1670653367,53,-78.6965404,35.7271607,50.009,12.193,91,6,10,4,64,65,0.041,0.336,5,64,65,0,0,2,0.00707,0,1,-64,64,-0.313,19,81,0.8,1.7,33,0,17,0,0.072,33,46,15,0,19,2.1,10,5,33,99.9,0,40,16,0.195,22,0,0,0
1670653368,54,-78.6965386,35.7271241,50.007,12.193,91,6,10,4,65,66,0.0467,0.383,5,65,66,0.0778,0.637,2,0.00707,0,1,-64,64,1.1,19,81,0.7,2.1,33,0,15,226,0.099,33,46,15,2,15,2,8,6,42,99.9,0,40,16,0.198,21,0,0,0
1670653369,55,-78.6965373,35.727085,50.007,12.193,91,6,10,4,66,67,0.0467,0.382,5,66,67,0.0735,0.603,2,0.0099,0,1,-64,64,-0.311,18,81,0.7,2,33,0,17,224,0.087,33,46,15,2,0,1.8,7,5,41,99.9,0,40,17,0.179,19,0,0,0
1670653370,56,-78.6965362,35.7270444,50.006,12.193,91,6,10,4,67,68,0.0325,0.266,5,67,68,0,0,2,0.00848,0,1,-64,64,-0.395,24,81,1,2,0,0,16,0,0.103,0,46,15,0,26,1.6,8,0,0,99.9,0,40,15,0.133,14,0,0,0
1670653371,57,-78.6965351,35.7270029,50.006,12.193,91,6,10,4,68,69,0.0495,0.406,5,68,69,0.0778,0.638,1,0.0099,0,1,-64,64,-0.338,19,81,0.8,2.2,28,0,17,214,0.088,28,46,15,2,19,2.1,7,4,36,99.9,0,40,16,0.2,21,0,0,0
1670653372,58,-78.6965338,35.7269608,50.007,12.193,90,6,10,4,69,70,0.0396,0.324,5,69,70,0,0,2,0.0099,0,1,-64,64,-0.38,17,81,0.8,2,35,0,17,103,0.082,35,46,15,0,18,1.7,10,4,28,99.9,0,40,16,0.184,19,0,0,0
1670653373,59,-78.6965323,35.7269182,50.007,12.193,90,6,10,4,70,71,0.0396,0.324,5,70,71,0.0764,0.626,2,0.0099,0,1,-64,64,-0.35,18,81,0.8,2,42,0,17,0,0.079,42,46,15,2,18,2,8,4,33,99.9,0,40,16,0.198,21,0,0,0
1670653374,60,-78.6965305,35.7268753,50.007,12.193,90,6,10,4,71,72,0.0523,0.429,5,71,72,0,0,2,0.0099,0,1,-64,64,-0.332,17,81,0.8,1.8,41,0,16,0,0.078,41,46,15,2,18,1.9,8,4,33,99.9,0,40,16,0.197,21,0,0,0
1670653375,61,-78.6965285,35.7268319,50.006,12.193,90,6,10,4,72,73,0.0396,0.324,5,72,73,0.0749,0.614,4,0.00566,0,1,-64,64,-0.345,17,81,0.7,1.8,36,0,17,0,0.073,36,46,15,0,19,2.1,8,4,33,99.9,0,40,16,0.188,20,0,0,0
1670653376,62,-78.6965264,35.7267883,50.005,12.193,90,6,10,4,73,74,0.0467,0.382,5,73,74,0.0721,0.591,2,0.00566,0,1,-64,64,-0.365,17,81,0.8,1.8,33,0,17,339,0.075,33,46,15,2,19,2.1,8,4,33,99.9,0,40,17,0.218,22,0,0,0
1670653377,63,-78.6965241,35.7267444,50.003,12.193,90,6,10,4,74,75,0.0467,0.382,5,74,75,0,0,2,0.00707,0,1,-64,64,-0.284,19,81,0.8,2.6,28,0,17,0,0.082,28,46,15,2,18,2.2,9,4,30,99.9,0,40,17,0.203,21,0,0,0
1670653378,64,-78.6965219,35.7267002,50.001,12.193,89,6,10,4,75,76,0.0537,0.44,5,75,76,0.0806,0.661,2,0.00707,0,1,-64,64,-0.401,17,81,0.8,1.8,33,0,17,339,0.074,33,46,15,0,17,2.2,9,4,30,99.9,0,40,17,0.186,21,0,0,0
1670653379,65,-78.6965203,35.726667,50.001,12.193,89,6,10,4,76,77,0.0467,0.382,5,76,77,0,0,2,0.00707,0,1,-64,64,-0.355,23,81,1,1.8,0,0,17,0,0.071,0,46,15,2,18,2.1,9,4,30,99.9,0,40,17,0.203,21,0,0,0
1670653380,66,-78.6965175,35.7266116,50,12.193,89,6,10,4,77,78,0.0481,0.394,5,77,78,0.0749,0.614,1,0.00707,0,1,-64,64,-0.347,18,81,0.8,2.2,30,0,15,0,0.075,30,46,15,0,20,2.1,8,2,20,99.9,0,40,16,0.173,20,0,0,0
1670653381,67,-78.6965154,35.7265673,50,12.193,89,6,10,4,78,79,0.0481,0.394,5,78,79,0.0749,0.614,2,0.00707,0,1,-64,64,-0.295,18,81,0.8,2,30,0,16,0,0.097,30,46,15,2,16,2.1,10,6,37,99.9,0,40,16,0.199,22,0,0,0
1670653382,68,-78.6965133,35.726523,50,12.193,89,6,10,4,79,80,0.0396,0.324,5,79,80,0,0,2,0.00848,0,1,-64,64,-0.352,23,81,1,2.2,0,0,17,271,0.094,0,46,15,2,24,1.6,9,0,0,99.9,0,40,16,0.143,16,0,0,0
1670653383,69,-78.6965118,35.7264898,49.998,12.193,89,6,10,4,80,81,0.0495,0.405,5,80,81,0.0721,0.591,1,0.0099,0,1,-64,64,-1.8,18,81,0.8,2,33,0,17,0,0.084,33,46,15,0,18,2.1,7,4,36,99.9,0,40,17,0.196,21,0,0,0
1670653384,70,-78.6965097,35.7264454,49.996,12.193,88,6,10,4,81,82,0.0325,0.266,5,81,82,0,0,2,0.00848,0,1,-64,64,-0.301,23,81,1,2.2,0,0,17,0,0.092,0,46,15,2,25,1.8,9,0,0,99.9,0,40,15,0.175,18,0,0,0
1670653385,71,-78.6965076,35.7264011,49.996,12.193,88,6,10,4,82,83,0.0495,0.405,5,82,83,0.0792,0.649,1,0.0099,0,1,-64,64,-0.307,16,81,0.8,2.1,30,0,17,0,0.074,30,46,15,2,18,2.1,8,4,33,99.9,0,40,16,0.19,21,0,0,0
1670653386,72,-78.6965055,35.7263566,49.997,12.193,88,6,10,4,83,84,0.0396,0.324,5,83,84,0.0749,0.614,3,0.00566,0,1,-64,64,-0.398,21,81,0.9,2.1,20,0,17,0,0.077,20,46,15,0,25,2.1,9,0,0,99.9,0,40,16,0.198,21,0,0,0
1670653387,73,-78.6965033,35.7263123,49.997,12.193,88,6,10,4,84,85,0.0481,0.393,5,84,85,0,0,2,0.00566,0,1,-64,64,-0.346,17,81,0.7,2,42,0,17,0,0.077,42,46,15,2,18,2,8,4,33,99.9,0,40,17,0.196,21,0,0,0
1670653388,74,-78.6965012,35.7262678,49.997,12.193,88,6,10,4,85,86,0.058,0.476,5,85,86,0.0721,0.591,2,0.00566,0,1,-64,64,-0.362,23,81,1,1.6,0,0,17,407,0.069,0,46,15,0,18,2.3,10,4,28,99.9,0,40,17,0.203,22,0,0,0
1670653389,75,-78.6964991,35.7262234,49.997,12.193,87,6,10,4,86,87,0.0495,0.405,5,86,87,0.0749,0.614,1,0.00707,0,1,-64,64,-0.332,24,81,1,3.2,0,0,16,57,0.174,0,46,15,2,25,1.9,7,0,0,99.9,0,40,16,0.207,20,0,0,0
1670653390,76,-78.696497,35.7261789,49.999,12.193,87,6,10,4,87,88,0.0891,0.73,5,87,88,0.0834,0.684,0,0.0127,0,1,-64,64,-0.838,23,81,1,3.5,0,0,13,100,0.139,0,46,15,2,24,4.7,18,0,0,99.9,0,40,14,0.249,38,0,0,0
1670653391,77,-78.696495,35.7261346,50.001,12.193,87,6,10,4,88,89,0.0396,0.324,5,88,89,0,0,1,0.0113,0,1,-64,64,-0.319,22,81,1,3.1,0,0,16,0,0.214,0,46,15,0,23,2.2,10,0,0,99.9,0,40,14,0.153,14,0,0,0
1670653392,78,-78.6964928,35.7260901,50,12.193,87,6,10,4,89,90,0.024,0.197,5,89,90,0.0735,0.602,1,0.00848,0,1,-64,64,-0.392,24,81,1,2.1,12,0,16,57,0.082,12,46,15,2,24,2,8,0,0,99.8,0,40,17,0.174,14,0,0,0
1670653393,79,-78.6964908,35.7260456,50.001,12.193,87,6,10,4,90,91,0.0495,0.405,5,90,91,0,0,1,0.0099,0,1,-64,64,-0.381,17,81,0.8,1.9,43,0,16,0,0.074,43,46,15,0,19,2,8,4,33,99.9,0,40,17,0.194,21,0,0,0
1670653394,80,-78.6964887,35.7260012,50,12.193,87,6,10,4,91,92,0.0523,0.429,5,91,92,0.0707,0.579,4,0.00566,0,1,-64,64,-0.361,20,81,1,1.1,0,0,17,272,0.055,0,46,15,2,18,2,10,4,28,99.9,0,40,16,0.191,22,0,0,0
1670653395,81,-78.6964866,35.7259567,49.999,12.193,86,6,10,4,92,93,0.0382,0.313,5,92,93,0.0693,0.568,1,0.00566,0,1,-64,64,-0.35,17,81,0.8,1.9,28,0,16,0,0.093,28,46,15,0,18,1.7,8,2,20,99.9,0,40,16,0.2,21,0,0,0
1670653396,82,-78.6964845,35.7259122,49.998,12.193,86,6,10,4,93,94,0.0354,0.29,5,93,94,0,0,2,0.00707,0,1,-64,64,-0.377,21,81,1,1.7,0,0,16,0,0.086,0,46,15,2,20,1.4,9,2,18,99.9,0,40,15,0.137,17,0,0,0
1670653397,83,-78.6964824,35.7258676,49.996,12.193,86,6,10,4,94,95,0.0382,0.313,5,94,95,0.0707,0.58,1,0.00848,0,1,-64,64,-0.384,15,81,0.7,1.7,33,0,16,0,0.069,33,46,15,2,16,1.9,7,4,36,99.9,0,40,16,0.205,21,0,0,0
1670653398,84,-78.6964803,35.7258231,49.995,12.193,86,6,10,4,95,96,0.024,0.197,5,95,96,0,0,2,0.00707,0,1,-64,64,-0.35,19,81,0.9,1.8,18,0,17,0,0.083,18,46,15,0,22,1.6,9,0,0,99.9,0,40,16,0.157,17,0,0,0
1670653399,85,-78.6964781,35.7257785,49.994,12.193,86,6,10,4,96,97,0.0396,0.324,5,96,97,0.0778,0.638,1,0.00848,0,1,-64,64,-0.399,19,81,0.9,1.4,20,0,16,204,0.059,20,46,15,2,17,1.9,9,4,30,99.9,0,40,17,0.195,21,0,0,0
1670653400,86,-78.6964761,35.7257339,49.994,12.193,85,6,10,4,97,98,0.0452,0.371,5,97,98,0,0,3,0.00566,0,1,-64,64,-0.349,16,81,0.8,1.8,33,0,17,339,0.072,33,46,15,2,22,1.7,9,0,0,99.9,0,40,17,0.2,21,0,0,0
1670653401,87,-78.696474,35.7256893,49.994,12.193,85,6,10,4,98,99,0.041,0.336,5,98,99,0.0721,0.591,2,0.00707,0,1,-64,64,-0.355,21,81,1,1.5,0,0,16,0,0.085,0,46,15,0,16,1.6,8,4,33,99.9,0,40,16,0.163,19,0,0,0
1670653402,88,-78.6964719,35.7256448,49.995,12.193,85,6,10,4,99,100,0.0382,0.313,5,99,100,0,0,1,0.00848,0,1,-64,64,-0.336,16,81,0.8,2.1,28,0,17,224,0.086,28,46,15,2,17,1.8,8,4,33,99.9,0,40,16,0.191,21,0,0,0
