Time,Iperf Svr ID,Iperf Svr Interval Start [sec],Iperf Svr Interval End [sec],Iperf Svr Transfer [MB],Iperf Svr Bandwidth [Mbps]
1670653369,4,66,67,0.0467,0.382
1670653370,4,67,68,0.0325,0.266
1670653371,4,68,69,0.0495,0.406
1670653372,4,69,70,0.0396,0.324
1670653373,4,70,71,0.0396,0.324
1670653374,4,71,72,0.0523,0.429
1670653375,4,72,73,0.0396,0.324
1670653376,4,73,74,0.0467,0.382
1670653377,4,74,75,0.0467,0.382
1670653378,4,75,76,0.0537,0.44
1670653379,4,76,77,0.0467,0.382
1670653380,4,77,78,0.0481,0.394
1670653381,4,78,79,0.0481,0.394
1670653382,4,79,80,0.0396,0.324
1670653383,4,80,81,0.0495,0.405
1670653384,4,81,82,0.0325,0.266
1670653385,4,82,83,0.0495,0.405
1670653386,4,83,84,0.0396,0.324
1670653387,4,84,85,0.0481,0.393
1670653388,4,85,86,0.058,0.476
1670653389,4,86,87,0.0495,0.405
1670653390,4,87,88,0.0891,0.73
1670653391,4,88,89,0.0396,0.324
1670653392,4,89,90,0.024,0.197
1670653393,4,90,91,0.0495,0.405
1670653394,4,91,92,0.0523,0.429
1670653395,4,92,93,0.0382,0.313
1670653396,4,93,94,0.0354,0.29
1670653397,4,94,95,0.0382,0.313
1670653398,4,95,96,0.024,0.197
1670653399,4,96,97,0.0396,0.324
1670653400,4,97,98,0.0452,0.371
1670653401,4,98,99,0.041,0.336
1670653402,4,99,100,0.0382,0.313
1670653403,4,100,101,0.024,0.197
1670653404,4,101,102,0.0396,0.324
1670653405,4,102,103,0.0396,0.324
1670653406,4,103,104,0.0396,0.324
1670653407,4,104,105,0.0467,0.382
1670653408,4,105,106,0.041,0.336
1670653409,4,106,107,0.0396,0.324
1670653410,4,107,108,0.024,0.197
1670653411,4,108,109,0.0382,0.313
1670653412,4,109,110,0.0396,0.324
1670653413,4,110,111,0.041,0.336
1670653414,4,111,112,0.0382,0.313
1670653415,4,112,113,0.0297,0.243
1670653416,4,113,114,0.0396,0.324
1670653417,4,114,115,0.0354,0.29
1670653418,4,115,116,0.0467,0.382
1670653419,4,116,117,0.0339,0.278
1670653420,4,117,118,0.0354,0.29
1670653421,4,118,119,0.0382,0.313
1670653422,4,119,120,0.0396,0.324
1670653423,4,120,121,0.0255,0.209
1670653424,4,121,122,0.0396,0.324
1670653425,4,122,123,0.041,0.336
1670653426,4,123,124,0.0707,0.579
1670653427,4,124,125,0.0198,0.162
1670653428,4,125,126,0.017,0.139
1670653429,4,126,127,0.0283,0.232
1670653430,4,127,128,0.0311,0.255
1670653431,4,128,129,0.0297,0.243
1670653432,4,129,130,0.0368,0.301
1670653433,4,130,131.01,0.024,0.195
1670653434,4,131.01,132,0.0283,0.234
1670653435,4,132,133,0.0297,0.243
1670653436,4,133,134,0.0184,0.151
1670653437,4,134,135,0.0283,0.232
1670653438,4,135,136,0.0396,0.324
1670653439,4,136,137,0.0255,0.209
1670653440,4,137,138,0.0368,0.301
1670653441,4,138,139,0.0297,0.243
1670653442,4,139,140,0.0283,0.232
1670653443,4,140,141,0.0184,0.151
1670653444,4,141,142,0.0297,0.243
1670653445,4,142,143,0.0311,0.255
1670653446,4,143,144,0.0297,0.243
1670653447,4,144,145,0.0311,0.255
1670653448,4,145,146,0.0354,0.29
1670653449,4,146,147,0.024,0.197
1670653450,4,147,148,0.0269,0.22
1670653451,4,148,149,0.024,0.197
1670653452,4,149,150,0.0269,0.22
1670653453,4,150,151,0.0311,0.255
1670653454,4,151,152,0.0297,0.243
1670653455,4,152,153,0.0184,0.151
1670653456,4,153,154,0.0424,0.348
1670653457,4,154,155,0.0368,0.301
1670653458,4,155,156,0.0354,0.29
1670653459,4,156,157,0.0255,0.208
1670653460,4,157,158,0.0255,0.209
1670653461,4,158,159,0.0269,0.22
1670653462,4,159,160,0.0297,0.243
1670653463,4,160,161,0.0311,0.255
1670653464,4,161,162,0.0297,0.243
1670653465,4,162,163,0.0226,0.185
1670653466,4,163,164,0.0297,0.243
1670653467,4,164,165,0.0269,0.22
1670653468,4,165,166,0.0311,0.255
1670653469,4,166,167,0.0297,0.243
1670653470,4,167,168,0.0269,0.22
1670653471,4,168,169,0.0297,0.243
1670653472,4,169,170,0.0311,0.255
1670653473,4,170,171,0.0382,0.313
1670653474,4,171,172,0.0127,0.104
1670653475,4,172,173,0.0495,0.406
1670653476,4,173,174,0.0226,0.185
1670653477,4,174,175,0.0311,0.255
1670653478,4,175,176,0.0297,0.243
1670653479,4,176,177,0.0297,0.243
1670653480,4,177,178,0.0283,0.232
1670653481,4,178,179,0.0283,0.232
1670653482,4,179,180,0.0269,0.22
1670653483,4,180,181,0.0325,0.267
1670653484,4,181,182,0.0269,0.22
1670653485,4,182,183,0.0297,0.243
1670653486,4,183,184,0.0184,0.151
1670653487,4,184,185,0.0311,0.255
1670653488,4,185,186,0.0721,0.591
1670653489,4,186,187,0.0594,0.487
1670653490,4,187,188,0.0127,0.104
1670653491,4,188,189,0.0424,0.348
1670653492,4,189,190,0.017,0.139
1670653493,4,190,191,0.0283,0.232
1670653494,4,191,192,0.0368,0.301
1670653495,4,192,193,0.0212,0.174
1670653496,4,193,194,0.0354,0.29
1670653497,4,194,195,0.024,0.197
1670653498,4,195,196,0.0269,0.22
1670653499,4,196,197,0.0297,0.243
1670653500,4,197,198,0.0184,0.151
1670653501,4,198,199,0.0297,0.243
1670653502,4,199,200,0.0354,0.29
1670653503,4,200,201,0.0311,0.255
1670653504,4,201,202,0.0283,0.232
1670653505,4,202,203,0.0184,0.151
1670653506,4,203,204,0.0297,0.243
1670653507,4,204,205,0.0311,0.255
1670653508,4,205,206,0.0311,0.255
1670653509,4,206,207,0.0297,0.243
1670653510,4,207,208,0.0297,0.243
1670653511,4,208,209,0.0156,0.127
1670653512,4,209,210,0.0255,0.208
1670653513,4,210,211,0.0226,0.186
1670653514,4,211,212,0.0297,0.243
1670653515,4,212,213,0.0297,0.243
1670653516,4,213,214,0.0269,0.22
1670653517,4,214,215,0.0297,0.243
1670653518,4,215,216,0.0297,0.243
1670653519,4,216,217,0.0339,0.278
1670653520,4,217,218,0.024,0.197
1670653521,4,218,219,0.0339,0.278
1670653522,4,219,220,0.0339,0.278
1670653523,4,220,221,0.0382,0.313
1670653524,4,221,222,0.0396,0.324
1670653525,4,222,223,0.0283,0.232
1670653526,4,223,224,0.0396,0.324
1670653527,4,224,225,0.0127,0.104
1670653528,4,225,226,0.0509,0.417
1670653529,4,226,227,0.0269,0.22
1670653530,4,227,228,0.0311,0.255
1670653531,4,228,229,0.0212,0.174
1670653532,4,229,230,0.0226,0.185
1670653533,4,230,231,0.017,0.139
1670653534,4,231,232,0.0452,0.371
1670653535,4,232,233,0.0339,0.278
1670653536,4,233,234,0.0269,0.22
1670653537,4,234,235,0.0184,0.151
1670653538,4,235,236,0.0184,0.151
1670653539,4,236,237,0.0297,0.243
1670653540,4,237,238,0.0297,0.243
1670653541,4,238,239,0.0226,0.185
1670653542,4,239,240,0.0255,0.209
1670653543,4,240,241,0.0099,0.0811
1670653544,4,241,242,0.0325,0.266
1670653545,4,242,243,0.0297,0.243
1670653546,4,243,244,0.0269,0.22
1670653547,4,244,245,0.0297,0.243
1670653548,4,245,246,0.0226,0.185
1670653549,4,246,247,0.0297,0.243
1670653550,4,247,248,0.0283,0.232
1670653551,4,248,249,0.0311,0.255
1670653552,4,249,250,0.0297,0.243
1670653553,4,250,251,0.0382,0.313
1670653554,4,251,252,0.0636,0.521
1670653555,4,252,253,0.0141,0.116
1670653556,4,253,254,0.0255,0.209
1670653557,4,254,255,0.0297,0.243
1670653558,4,255,256,0.0297,0.243
1670653559,4,256,257,0.0184,0.151
1670653560,4,257,258,0.0311,0.255
1670653561,4,258,259,0.0382,0.313
1670653562,4,259,260,0.0283,0.232
1670653563,4,260,261,0.0269,0.22
1670653564,4,261,262,0.0339,0.278
1670653565,4,262,263,0.0184,0.151
1670653566,4,263,264,0.0297,0.243
1670653567,4,264,265,0.0311,0.255
1670653568,4,265,266,0.0311,0.255
1670653569,4,266,267,0.0297,0.243
1670653570,4,267,268,0.0212,0.174
1670653571,4,268,269,0.024,0.197
1670653572,4,269,270,0.0184,0.151
1670653573,4,270,271,0.0297,0.243
1670653574,4,271,272,0.0226,0.185
1670653575,4,272,273,0.0297,0.243
1670653576,4,273,274,0.0184,0.151
1670653577,4,274,275,0.0255,0.209
1670653578,4,275,276,0.0141,0.116
1670653579,4,276,277,0.00848,0.0695
1670653580,4,277,278,0.0255,0.209
1670653581,4,278,279,0.0184,0.151
1670653582,4,279,280,0.017,0.139
1670653583,4,280,281,0.0255,0.209
1670653584,4,281,282,0.0311,0.255
1670653585,4,282,283,0.0297,0.243
1670653586,4,283,284,0.0255,0.209
1670653587,4,284,285,0.0184,0.151
1670653588,4,285,286,0.024,0.197
1670653589,4,286,287,0.0255,0.208
1670653590,4,287,288,0.0198,0.162
1670653591,4,288,289,0.0297,0.243
1670653592,4,289,290,0.0354,0.29
1670653593,4,290,291,0.0311,0.255
1670653594,4,291,292,0.0297,0.243
1670653595,4,292,293,0.0184,0.151
1670653596,4,293,294,0.0283,0.232
1670653597,4,294,295,0.0311,0.255
1670653598,4,295,296,0.0297,0.243
1670653599,4,296,297,0.0297,0.243
1670653600,4,297,298,0.0438,0.359
1670653601,4,298,299,0.0283,0.232
1670653602,4,299,300,0.0325,0.266
1670653603,4,300,301,0.0311,0.255
1670653604,4,301,302,0.0339,0.278
1670653605,4,302,303,0.024,0.197
1670653606,4,303,304,0.0283,0.232
1670653607,4,304,305,0.0184,0.15
1670653608,4,305,306,0.0297,0.244
1670653609,4,306,307,0.0354,0.29
1670653610,4,307,308,0.0311,0.255
1670653611,4,308,309,0.0297,0.243
1670653612,4,309,310,0.0184,0.151
1670653613,4,310,311,0.0297,0.243
1670653614,4,311,312,0.0354,0.29
1670653615,4,312,313,0.0297,0.243
1670653616,4,313,314,0.0297,0.243
1670653617,4,314,315,0.0184,0.151
1670653618,4,315,316,0.0297,0.243
1670653619,4,316,317,0.0297,0.243
1670653620,4,317,318,0.0311,0.255
1670653621,4,318,319,0.017,0.139
1670653622,4,319,320,0.0226,0.185
1670653623,4,320,321,0.0269,0.22
1670653624,4,321,322,0.00707,0.0579
1670653625,4,322,323,0.0127,0.104
1670653626,4,323,324,0.0255,0.209
1670653627,4,324,325,0.0297,0.243
1670653628,4,325,326,0.017,0.139
1670653629,4,326,327,0.0311,0.255
1670653630,4,327,328,0.0255,0.208
1670653631,4,328,329,0.0212,0.174
1670653632,4,329,330,0.0198,0.162
1670653633,4,330,331,0.0354,0.29
1670653634,4,331,332,0.0255,0.209
1670653635,4,332,333,0.0396,0.324
1670653636,4,333,334,0.0354,0.29
1670653637,4,334,335,0.0226,0.185
1670653638,4,335,336,0.0297,0.243
1670653639,4,336,337,0.0269,0.22
1670653640,4,337,338,0.0339,0.278
1670653641,4,338,339,0.0354,0.29
1670653642,4,339,340,0.0269,0.22
1670653643,4,340,341,0.0396,0.324
1670653644,4,341,342,0.0283,0.232
1670653645,4,342,343,0.0311,0.255
1670653646,4,343,344,0.0283,0.232
1670653647,4,344,345,0.0354,0.29
1670653648,4,345,346,0.0184,0.151
1670653649,4,346,347,0.041,0.336
1670653650,4,347,348,0.0255,0.209
1670653651,4,348,349,0.0467,0.382
1670653652,4,349,350,0.0184,0.151
1670653653,4,350,351,0.0283,0.232
1670653654,4,351,352,0.0311,0.255
1670653655,4,352,353,0.0269,0.22
1670653656,4,353,354,0.0311,0.255
1670653657,4,354,355,0.0297,0.243
1670653658,4,355,356,0.0297,0.243
1670653659,4,356,357,0.0255,0.208
1670653660,4,357,358,0.017,0.139
1670653661,4,358,359,0.0297,0.243
1670653662,4,359,360,0.0339,0.278
1670653663,4,360,361,0.0354,0.29
1670653664,4,361,362,0.0368,0.301
1670653665,4,362,363,0.0396,0.324
1670653666,4,363,364,0.0113,0.0926
1670653667,4,364,365,0.0297,0.243
1670653668,4,365,366,0.0184,0.151
1670653669,4,366,367,0.0127,0.104
1670653670,4,367,368,0.017,0.139
1670653671,4,368,369,0.0184,0.151
1670653672,4,369,370,0.0198,0.162
1670653673,4,370,371,0.0226,0.185
1670653674,4,371,372,0.0297,0.243
1670653675,4,372,373,0.0269,0.22
1670653676,4,373,374,0.017,0.139
1670653677,4,374,375,0.0297,0.243
1670653678,4,375,376,0.0212,0.174
1670653679,4,376,377,0.0226,0.185
1670653680,4,377,378,0.0297,0.243
1670653681,4,378,379,0.0297,0.243
1670653682,4,379,380,0.0269,0.22
1670653683,4,380,381,0.0325,0.266
1670653684,4,381,382,0.0283,0.232
1670653685,4,382,383,0.0297,0.243
1670653686,4,383,384,0.0339,0.278
1670653687,4,384,385,0.0283,0.232
1670653688,4,385,386,0.0184,0.151
1670653689,4,386,387,0.0297,0.243
1670653690,4,387,388,0.0311,0.255
1670653691,4,388,389,0.0297,0.243
1670653692,4,389,390,0.0127,0.104
1670653693,4,390,391,0.0283,0.232
1670653694,4,391,392,0.0297,0.243
1670653695,4,392,393,0.0269,0.22
1670653696,4,393,394,0.0311,0.255
1670653697,4,394,395,0.0297,0.243
1670653698,4,395,396,0.0269,0.22
1670653699,4,396,397,0.0297,0.243
1670653700,4,397,398,0.0184,0.151
1670653701,4,398,399,0.0283,0.232
1670653702,4,399,400,0.0354,0.29
1670653703,4,400,401,0.0311,0.255
1670653704,4,401,402,0.0297,0.243
1670653705,4,402,403,0.0297,0.243
1670653706,4,403,404,0.0184,0.151
1670653707,4,404,405,0.0297,0.243
1670653708,4,405,406,0.0354,0.289
1670653709,4,406,407,0.0311,0.255
1670653710,4,407,408,0.0297,0.243
1670653711,4,408,409,0.0184,0.151
1670653712,4,409,410,0.017,0.139
1670653713,4,410,411,0.0325,0.266
1670653714,4,411,412,0.0212,0.174
1670653715,4,412,413,0.0297,0.243
1670653716,4,413,414,0.0184,0.151
1670653717,4,414,415,0.0297,0.243
1670653718,4,415,416,0.0311,0.255
1670653719,4,416,417,0.0382,0.313
1670653720,4,417,418,0.0269,0.22
1670653721,4,418,419,0.0368,0.301
1670653722,4,419,420,0.0198,0.162
1670653723,4,420,421,0.0212,0.174
1670653724,4,421,422,0.0311,0.255
1670653725,4,422,423,0.0311,0.255
1670653726,4,423,424,0.0297,0.243
1670653727,4,424,425,0.0283,0.232
1670653728,4,425,426,0.0354,0.29
1670653729,4,426,427,0.024,0.197
1670653730,4,427,428,0.0325,0.266
1670653731,4,428,429,0.017,0.139
1670653732,4,429,430,0.0283,0.232
1670653733,4,430,431,0.0311,0.255
1670653734,4,431,432,0.0311,0.255
1670653735,4,432,433,0.0297,0.243
1670653736,4,433,434,0.0226,0.185
1670653737,4,434,435,0.0297,0.243
1670653738,4,435,436,0.0269,0.22
1670653739,4,436,437,0.0311,0.255
1670653740,4,437,438,0.0297,0.243
1670653741,4,438,439,0.0339,0.278
1670653742,4,439,440,0.024,0.197
1670653743,4,440,441,0.0382,0.313
1670653744,4,441,442,0.041,0.336
1670653745,4,442,443,0.0297,0.243
1670653746,4,443,444,0.024,0.197
1670653747,4,444,445,0.0297,0.243
1670653748,4,445,446,0.0311,0.255
1670653749,4,446,447,0.0339,0.278
1670653750,4,447,448,0.0297,0.243
1670653751,4,448,449,0.0184,0.151
1670653752,4,449,450,0.017,0.139
1670653753,4,450,451,0.0311,0.255
1670653754,4,451,452,0.0311,0.255
1670653755,4,452,453,0.0297,0.243
1670653756,4,453,454,0.0226,0.186
1670653757,4,454,455,0.0297,0.243
1670653758,4,455,456,0.0311,0.255
1670653759,4,456,457,0.0226,0.185
1670653760,4,457,458,0.041,0.336
1670653761,4,458,459,0.0184,0.151
1670653762,4,459,460,0.0452,0.37
1670653763,4,460,461,0.0127,0.104
1670653764,4,461,462,0.0467,0.382
1670653765,4,462,463,0.0255,0.208
1670653766,4,463,464,0.0382,0.313
1670653767,4,464,465,0.0255,0.209
1670653768,4,465,466,0.0354,0.29
1670653769,4,466,467,0.0283,0.232
1670653770,4,467,468,0.0255,0.209
1670653771,4,468,469,0.0283,0.232
1670653772,4,469,470,0.0311,0.255
1670653773,4,470,471,0.0509,0.417
1670653774,4,471,472,0.0608,0.498
1670653775,4,472,473,0.0184,0.151
1670653776,4,473,474,0.0325,0.266
1670653777,4,474,475,0.0311,0.255
1670653778,4,475,476,0.0382,0.313
1670653779,4,476,477,0.0608,0.497
1670653780,4,477,478,0.0156,0.128
1670653781,4,478,479,0.0382,0.313
1670653782,4,479,480,0.0255,0.209
1670653783,4,480,481,0.0226,0.185
1670653784,4,481,482,0.0297,0.243
1670653785,4,482,483,0.0269,0.22
1670653786,4,483,484,0.0311,0.255
1670653787,4,484,485,0.0339,0.278
1670653788,4,485,486,0.0226,0.185
1670653789,4,486,487,0.0283,0.232
1670653790,4,487,488,0.0269,0.22
1670653791,4,488,489,0.0311,0.255
1670653792,4,489,490,0.0297,0.243
1670653793,4,490,491,0.0269,0.22
1670653794,4,491,492,0.0297,0.243
1670653795,4,492,493,0.024,0.197
1670653796,4,493,494,0.0311,0.255
1670653797,4,494,495,0.0184,0.151
1670653798,4,495,496,0.0297,0.243
1670653799,4,496,497,0.0311,0.255
1670653800,4,497,498,0.0339,0.278
1670653801,4,498,499,0.0311,0.255
1670653802,4,499,500,0.0311,0.255
1670653803,4,500,501,0.0339,0.278
1670653804,4,501,502,0.0127,0.104
1670653805,4,502,503,0.0283,0.232
1670653806,4,503,504,0.0354,0.29
1670653807,4,504,505,0.0311,0.255
1670653808,4,505,506,0.0297,0.243
1670653809,4,506,507,0.0184,0.151
1670653810,4,507,508,0.0297,0.243
1670653811,4,508,509,0.0311,0.255
1670653812,4,509,510,0.0099,0.0811
1670653813,4,510,511,0.0283,0.232
1670653814,4,511,512,0.0311,0.255
1670653815,4,512,513,0.0311,0.255
1670653816,4,513,514,0.0283,0.232
1670653817,4,514,515,0.0226,0.185
1670653818,4,515,516,0.0297,0.243
1670653819,4,516,517,0.0467,0.382
1670653820,4,517,518,0.0665,0.545
1670653821,4,518,519,0.0537,0.44
1670653822,4,519,520,0.0311,0.255
1670653823,4,520,521,0.0438,0.359
1670653824,4,521,522,0.017,0.139
1670653825,4,522,523,0.041,0.336
1670653826,4,523,524,0.0311,0.255
1670653827,4,524,525,0.0283,0.232
1670653828,4,525,526,0.0184,0.151
1670653829,4,526,527,0.0297,0.243
1670653830,4,527,528,0.0354,0.29
1670653831,4,528,529,0.0297,0.243
1670653832,4,529,530,0.0339,0.278
1670653833,4,530,531,0.0368,0.301
1670653834,4,531,532,0.041,0.336
1670653835,4,532,533,0.024,0.197
1670653836,4,533,534,0.0325,0.266
1670653837,4,534,535,0.0269,0.22
1670653838,4,535,536,0.0297,0.243
1670653839,4,536,537,0.0184,0.151
1670653840,4,537,538,0.0424,0.348
1670653841,4,538,539,0.0127,0.104
1670653842,4,539,540,0.0283,0.232
1670653843,4,540,541,0.0382,0.313
1670653844,4,541,542,0.0269,0.22
1670653845,4,542,543,0.0297,0.243
1670653846,4,543,544,0.0184,0.151
1670653847,4,544,545,0.0297,0.243
1670653848,4,545,546,0.0339,0.278
1670653849,4,546,547,0.0382,0.313
1670653850,4,547,548,0.024,0.197
1670653851,4,548,549,0.0311,0.255
1670653852,4,549,550,0.0339,0.278
1670653853,4,550,551,0.0368,0.301
1670653854,4,551,552,0.0255,0.208
1670653855,4,552,553,0.0424,0.348
1670653856,4,553,554,0.0198,0.162
1670653857,4,554,555,0.024,0.197
1670653858,4,555,556,0.0354,0.29
1670653859,4,556,557,0.0311,0.255
1670653860,4,557,558,0.0297,0.243
1670653861,4,558,559,0.0184,0.151
1670653862,4,559,560,0.0297,0.243
1670653863,4,560,561,0.0311,0.255
1670653864,4,561,562,0.0339,0.278
1670653865,4,562,563,0.0452,0.371
1670653866,4,563,564,0.0297,0.243
1670653867,4,564,565,0.0255,0.209
1670653868,4,565,566,0.0325,0.266
1670653869,4,566,567,0.0297,0.243
1670653870,4,567,568,0.065,0.533
1670653871,4,568,569,0.024,0.197
1670653872,4,569,570,0.0212,0.174
1670653873,4,570,571,0.0297,0.243
1670653874,4,571,572,0.041,0.336
1670653875,4,572,573,0.0325,0.266
1670653876,4,573,574,0.0269,0.22
1670653877,4,574,575,0.0311,0.255
1670653878,4,575,576,0.0325,0.266
1670653879,4,576,577,0.0269,0.22
1670653880,4,577,578,0.0269,0.22
1670653881,4,578,579,0.0325,0.266
1670653882,4,579,580,0.0184,0.151
1670653883,4,580,581,0.0297,0.243
1670653884,4,581,582,0.0354,0.29
1670653885,4,582,583,0.0269,0.22
1670653886,4,583,584,0.0297,0.243
1670653887,4,584,585,0.0198,0.162
1670653888,4,585,586,0.0297,0.243
1670653889,4,586,587,0.0354,0.29
1670653890,4,587,588,0.0311,0.255
1670653891,4,588,589,0.0297,0.243
1670653892,4,589,590,0.0184,0.151
1670653893,4,590,591,0.0297,0.243
1670653894,4,591,592,0.0354,0.29
1670653895,4,592,593,0.0354,0.29
1670653896,4,593,594,0.0297,0.243
1670653897,4,594,595,0.0297,0.243
1670653898,4,595,596,0.0297,0.243
1670653899,4,596,597,0.0184,0.151
1670653900,4,597,598,0.0297,0.243
1670653901,4,598,599,0.0354,0.29
1670653902,4,599,600,0.0311,0.255
1670653903,4,600,601,0.0311,0.255
1670653904,4,601,602,0.0382,0.313
1670653905,4,602,603,0.0127,0.104
1670653906,4,603,604,0.0452,0.371
1670653907,4,604,605,0.0297,0.243
1670653908,4,605,606,0.0311,0.255
1670653909,4,606,607,0.0297,0.243
1670653910,4,607,608,0.0354,0.29
1670653911,4,608,609,0.0184,0.151
1670653912,4,609,610,0.0297,0.243
1670653913,4,610,611,0.0311,0.255
1670653914,4,611,612,0.0311,0.255
1670653915,4,612,613,0.0255,0.208
1670653916,4,613,614,0.0339,0.278
1670653917,4,614,615,0.0255,0.208
1670653918,4,615,616,0.0269,0.22
1670653919,4,616,617,0.0297,0.243
1670653920,4,617,618,0.0255,0.209
1670653921,4,618,619,0.0311,0.255
1670653922,4,619,620,0.0297,0.243
1670653923,4,620,621,0.0269,0.22
1670653924,4,621,622,0.0297,0.243
1670653925,4,622,623,0.0184,0.151
1670653926,4,623,624,0.0297,0.243
1670653927,4,624,625,0.0354,0.29
1670653928,4,625,626,0.0354,0.29
1670653929,4,626,627,0.0297,0.243
1670653930,4,627,628,0.0255,0.208
1670653931,4,628,629,0.0452,0.371
1670653932,4,629,630,0.0141,0.116
1670653933,4,630,631,0.0297,0.243
1670653934,4,631,632,0.0297,0.243
1670653935,4,632,633,0.0368,0.301
1670653936,4,633,634,0.0269,0.22
1670653937,4,634,635,0.0396,0.324
1670653938,4,635,636,0.0283,0.232
1670653939,4,636,637,0.0354,0.29
1670653940,4,637,638,0.0297,0.243
1670653941,4,638,639,0.0255,0.209
1670653942,4,639,640,0.0382,0.313
1670653943,4,640,641,0.0184,0.151
1670653944,4,641,642,0.0283,0.232
1670653945,4,642,643,0.0269,0.22
1670653946,4,643,644,0.0212,0.174
1670653947,4,644,645,0.0396,0.324
1670653948,4,645,646,0.0269,0.22
1670653949,4,646,647,0.0297,0.243
1670653950,4,647,648,0.0184,0.151
1670653951,4,648,649,0.0354,0.29
1670653952,4,649,650,0.017,0.139
1670653953,4,650,651,0.0297,0.243
1670653954,4,651,652,0.0354,0.29
1670653955,4,652,653,0.0311,0.255
1670653956,4,653,654,0.0297,0.243
1670653957,4,654,655,0.0184,0.151
1670653958,4,655,656,0.0311,0.255
1670653959,4,656,657,0.0523,0.429
1670653960,4,657,658,0.0396,0.324
1670653961,4,658,659,0.0127,0.104
1670653962,4,659,660,0.0339,0.278
1670653963,4,660,661,0.0269,0.22
1670653964,4,661,662,0.0297,0.243
1670653965,4,662,663,0.0184,0.151
1670653966,4,663,664,0.0283,0.232
1670653967,4,664,665,0.0354,0.29
1670653968,4,665,666,0.0311,0.255
1670653969,4,666,667,0.0297,0.243
1670653970,4,667,668,0.0184,0.151
1670653971,4,668,669,0.0283,0.232
1670653972,4,669,670,0.0297,0.243
1670653973,4,670,671,0.0297,0.243
1670653974,4,671,672,0.0311,0.255
1670653975,4,672,673,0.0297,0.243
1670653976,4,673,674,0.0438,0.359
1670653977,4,674,675,0.0127,0.104
1670653978,4,675,676,0.0424,0.348
1670653979,4,676,677,0.017,0.139
1670653980,4,677,678,0.0297,0.243
1670653981,4,678,679,0.0184,0.151
1670653982,4,679,680,0.0297,0.243
1670653983,4,680,681,0.0354,0.289
1670653984,4,681,682,0.0255,0.209
1670653985,4,682,683,0.0354,0.29
1670653986,4,683,684,0.0255,0.208
1670653987,4,684,685,0.0226,0.185
1670653988,4,685,686,0.0297,0.243
1670653989,4,686,687,0.0269,0.22
1670653990,4,687,688,0.0297,0.243
1670653991,4,688,689,0.017,0.139
1670653992,4,689,690,0.0269,0.22
1670653993,4,690,691,0.0396,0.324
1670653994,4,691,692,0.0198,0.162
1670653995,4,692,693,0.0212,0.174
1670653996,4,693,694,0.0396,0.324
