[2022-12-10 01:21:18.347783] -----------------------------------------------------------
[2022-12-10 01:21:18.347861] Server listening on 5201
[2022-12-10 01:21:18.347903] -----------------------------------------------------------
[2022-12-10 01:21:41.913281] Accepted connection from 172.16.0.2, port 33746
[2022-12-10 01:21:42.179581] [  5] local 172.16.0.1 port 5201 connected to 172.16.0.2 port 33918
[2022-12-10 01:21:43.180572] [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[2022-12-10 01:21:43.180690] [  5]   0.00-1.00   sec   107 KBytes   880 Kbits/sec    4   15.6 KBytes       
[2022-12-10 01:21:44.179933] [  5]   1.00-2.00   sec  84.8 KBytes   695 Kbits/sec   10   11.3 KBytes       
[2022-12-10 01:21:45.180603] [  5]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    3   7.07 KBytes       
[2022-12-10 01:21:46.180625] [  5]   3.00-4.00   sec  0.00 Bytes  0.00 bits/sec    0   11.3 KBytes       
[2022-12-10 01:21:47.179908] [  5]   4.00-5.00   sec  87.7 KBytes   719 Kbits/sec    2   9.90 KBytes       
[2022-12-10 01:21:48.180682] [  5]   5.00-6.00   sec  0.00 Bytes  0.00 bits/sec    1   9.90 KBytes       
[2022-12-10 01:21:49.180393] [  5]   6.00-7.00   sec  83.4 KBytes   684 Kbits/sec    1   9.90 KBytes       
[2022-12-10 01:21:50.180874] [  5]   7.00-8.00   sec  0.00 Bytes  0.00 bits/sec    2   7.07 KBytes       
[2022-12-10 01:21:51.180233] [  5]   8.00-9.00   sec  83.4 KBytes   684 Kbits/sec    1   7.07 KBytes       
[2022-12-10 01:21:52.179954] [  5]   9.00-10.00  sec  83.4 KBytes   684 Kbits/sec    1   9.90 KBytes       
[2022-12-10 01:21:53.180420] [  5]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec    1   9.90 KBytes       
[2022-12-10 01:21:54.180413] [  5]  11.00-12.00  sec  83.4 KBytes   684 Kbits/sec    2   5.66 KBytes       
[2022-12-10 01:21:55.179718] [  5]  12.00-13.00  sec  91.9 KBytes   753 Kbits/sec    0   11.3 KBytes       
[2022-12-10 01:21:56.179849] [  5]  13.00-14.00  sec  94.7 KBytes   776 Kbits/sec    0   18.4 KBytes       
[2022-12-10 01:21:57.179977] [  5]  14.00-15.00  sec  91.9 KBytes   753 Kbits/sec    2   15.6 KBytes       
[2022-12-10 01:21:58.180337] [  5]  15.00-16.00  sec  86.3 KBytes   707 Kbits/sec    1   14.1 KBytes       
[2022-12-10 01:21:59.180013] [  5]  16.00-17.00  sec   100 KBytes   823 Kbits/sec    1   12.7 KBytes       
[2022-12-10 01:22:00.179687] [  5]  17.00-18.00  sec  86.3 KBytes   707 Kbits/sec    2   12.7 KBytes       
[2022-12-10 01:22:01.179772] [  5]  18.00-19.00  sec  82.0 KBytes   672 Kbits/sec    1   11.3 KBytes       
[2022-12-10 01:22:02.180239] [  5]  19.00-20.00  sec  91.9 KBytes   753 Kbits/sec    0   17.0 KBytes       
[2022-12-10 01:22:03.179728] [  5]  20.00-21.00  sec   171 KBytes  1.40 Mbits/sec    2   17.0 KBytes       
[2022-12-10 01:22:04.180311] [  5]  21.00-22.00  sec  0.00 Bytes  0.00 bits/sec    4   7.07 KBytes       
[2022-12-10 01:22:05.179896] [  5]  22.00-23.00  sec  82.0 KBytes   672 Kbits/sec    2   7.07 KBytes       
[2022-12-10 01:22:06.180438] [  5]  23.00-24.00  sec  0.00 Bytes  0.00 bits/sec    1   7.07 KBytes       
[2022-12-10 01:22:07.179753] [  5]  24.00-25.00  sec   154 KBytes  1.26 Mbits/sec    0   14.1 KBytes       
