Time,Iperf Clt ID,Iperf Clt Interval Start [sec],Iperf Clt Interval End [sec],Iperf Clt Transfer [MB],Iperf Clt Bandwidth [Mbps],Iperf Clt Retr,Iperf Clt Cwnd [MB]
1670653362,5,59,60,0.082,0.672,2,0.00566
1670653363,5,60,61,0,0,2,0.00707
1670653364,5,61,62,0.0806,0.66,0,0.0113
1670653365,5,62,63,0.0792,0.649,1,0.0113
1670653366,5,63,64,0.0735,0.603,2,0.00707
1670653367,5,64,65,0,0,2,0.00707
1670653368,5,65,66,0.0778,0.637,2,0.00707
1670653369,5,66,67,0.0735,0.603,2,0.0099
1670653370,5,67,68,0,0,2,0.00848
1670653371,5,68,69,0.0778,0.638,1,0.0099
1670653372,5,69,70,0,0,2,0.0099
1670653373,5,70,71,0.0764,0.626,2,0.0099
1670653374,5,71,72,0,0,2,0.0099
1670653375,5,72,73,0.0749,0.614,4,0.00566
1670653376,5,73,74,0.0721,0.591,2,0.00566
1670653377,5,74,75,0,0,2,0.00707
1670653378,5,75,76,0.0806,0.661,2,0.00707
1670653379,5,76,77,0,0,2,0.00707
1670653380,5,77,78,0.0749,0.614,1,0.00707
1670653381,5,78,79,0.0749,0.614,2,0.00707
1670653382,5,79,80,0,0,2,0.00848
1670653383,5,80,81,0.0721,0.591,1,0.0099
1670653384,5,81,82,0,0,2,0.00848
1670653385,5,82,83,0.0792,0.649,1,0.0099
1670653386,5,83,84,0.0749,0.614,3,0.00566
1670653387,5,84,85,0,0,2,0.00566
1670653388,5,85,86,0.0721,0.591,2,0.00566
1670653389,5,86,87,0.0749,0.614,1,0.00707
1670653390,5,87,88,0.0834,0.684,0,0.0127
1670653391,5,88,89,0,0,1,0.0113
1670653392,5,89,90,0.0735,0.602,1,0.00848
1670653393,5,90,91,0,0,1,0.0099
1670653394,5,91,92,0.0707,0.579,4,0.00566
1670653395,5,92,93,0.0693,0.568,1,0.00566
1670653396,5,93,94,0,0,2,0.00707
1670653397,5,94,95,0.0707,0.58,1,0.00848
1670653398,5,95,96,0,0,2,0.00707
1670653399,5,96,97,0.0778,0.638,1,0.00848
1670653400,5,97,98,0,0,3,0.00566
1670653401,5,98,99,0.0721,0.591,2,0.00707
1670653402,5,99,100,0,0,1,0.00848
1670653403,5,100,101,0.0721,0.591,2,0.00707
1670653404,5,101,102,0,0,1,0.00707
1670653405,5,102,103,0.0721,0.591,1,0.00707
1670653406,5,103,104,0,0,1,0.00848
1670653407,5,104,105,0.0735,0.603,3,0.00566
1670653408,5,105,106,0,0,2,0.00707
1670653409,5,106,107,0.0693,0.568,1,0.00848
1670653410,5,107,108,0,0,2,0.00707
1670653411,5,108,109,0.0707,0.579,1,0.00848
1670653412,5,109,110,0,0,3,0.00566
1670653413,5,110,111,0.0749,0.614,2,0.00566
1670653414,5,111,112,0,0,1,0.00566
1670653415,5,112,113,0.0764,0.626,2,0.00707
1670653416,5,113,114,0,0,1,0.00848
1670653417,5,114,115,0.0721,0.591,3,0.00424
1670653418,5,115,116,0,0,2,0.00566
1670653419,5,116,117,0.0721,0.59,1,0.00566
1670653420,5,117,118,0,0,2,0.00707
1670653421,5,118,119,0.0735,0.603,1,0.00707
1670653422,5,119,120,0.0749,0.614,1,0.00848
1670653423,5,120,121,0,0,3,0.00424
1670653424,5,121,122,0,0,0,0.00848
1670653425,5,122,123,0.0749,0.614,2,0.00566
1670653426,5,123,124,0.0764,0.626,0,0.0113
1670653427,5,124,125,0,0,3,0.00848
1670653428,5,125,126,0,0,4,0.00283
1670653429,5,126,127,0.0693,0.568,1,0.00283
1670653430,5,127,128,0,0,2,0.00424
1670653431,5,128,129,0.0693,0.568,1,0.00424
1670653432,5,129,130,0,0,1,0.00566
1670653433,5,130,131,0.0707,0.58,3,0.00566
1670653434,5,131,132,0,0,1,0.00566
1670653435,5,132,133,0,0,1,0.00707
1670653436,5,133,134,0.0721,0.591,2,0.00566
1670653437,5,134,135,0,0,1,0.00707
1670653438,5,135,136,0,0,3,0.00424
1670653439,5,136,137,0.0693,0.567,1,0.00424
1670653440,5,137,138,0,0,1,0.00566
1670653441,5,138,139,0.0707,0.579,3,0.00566
1670653442,5,139,140,0,0,1,0.00707
1670653443,5,140,141,0.0707,0.58,2,0.00566
1670653444,5,141,142,0,0,1,0.00707
1670653445,5,142,143,0,0,3,0.00424
1670653446,5,143,144,0.0707,0.579,1,0.00424
1670653447,5,144,145,0,0,2,0.00566
1670653448,5,145,146,0.0693,0.568,1,0.00566
1670653449,5,146,147,0,0,3,0.00566
1670653450,5,147,148,0,0,1,0.00424
1670653451,5,148,149,0.0721,0.591,0,0.00848
1670653452,5,149,150,0,0,2,0.00424
1670653453,5,150,151,0.0707,0.58,2,0.00566
1670653454,5,151,152,0,0,1,0.00707
1670653455,5,152,153,0,0,2,0.00566
1670653456,5,153,154,0.0693,0.568,1,0.00848
1670653457,5,154,155,0,0,2,0.00566
1670653458,5,155,156,0.0707,0.579,3,0.00566
1670653459,5,156,157,0,0,1,0.00424
1670653460,5,157,158,0.0764,0.626,3,0.00707
1670653461,5,158,159,0,0,2,0.00424
1670653462,5,159,160,0,0,1,0.00424
1670653463,5,160,161,0.0707,0.579,2,0.00424
1670653464,5,161,162,0,0,1,0.00424
1670653465,5,162,163,0.0693,0.568,2,0.00566
1670653466,5,163,164,0,0,1,0.00707
1670653467,5,164,165,0,0,3,0.00283
1670653468,5,165,166,0.0707,0.579,2,0.00424
1670653469,5,166,167,0,0,1,0.00424
1670653470,5,167,168,0.0707,0.579,2,0.00566
1670653471,5,168,169,0,0,1,0.00566
1670653472,5,169,170,0,0,1,0.00707
1670653473,5,170,171,0.0735,0.603,1,0.00848
1670653474,5,171,172,0,0,3,0.00566
1670653475,5,172,173,0.0707,0.579,1,0.00707
1670653476,5,173,174,0,0,2,0.00283
1670653477,5,174,175,0,0,2,0.00424
1670653478,5,175,176,0.0749,0.614,1,0.00424
1670653479,5,176,177,0,0,1,0.00424
1670653480,5,177,178,0.0721,0.591,2,0.00566
1670653481,5,178,179,0,0,2,0.00424
1670653482,5,179,180,0.0764,0.626,1,0.00707
1670653483,5,180,181,0,0,3,0.00424
1670653484,5,181,182,0,0,2,0.00566
1670653485,5,182,183,0.0707,0.579,1,0.00707
1670653486,5,183,184,0,0,2,0.00566
1670653487,5,184,185,0,0,1,0.00707
1670653488,5,185,186,0.0764,0.626,1,0.0099
1670653489,5,186,187,0.0877,0.718,1,0.0099
1670653490,5,187,188,0,0,3,0.00566
1670653491,5,188,189,0.0707,0.58,1,0.00707
1670653492,5,189,190,0,0,2,0.00566
1670653493,5,190,191,0,0,1,0.00707
1670653494,5,191,192,0.0693,0.568,2,0.00848
1670653495,5,192,193,0,0,4,0.00283
1670653496,5,193,194,0.0735,0.602,2,0.00424
1670653497,5,194,195,0,0,1,0.00424
1670653498,5,195,196,0,0,2,0.00566
1670653499,5,196,197,0.0679,0.556,1,0.00707
1670653500,5,197,198,0,0,2,0.00566
1670653501,5,198,199,0.0749,0.614,1,0.00707
1670653502,5,199,200,0,0,3,0.00424
1670653503,5,200,201,0,0,2,0.00566
1670653504,5,201,202,0.0707,0.58,1,0.00707
1670653505,5,202,203,0,0,2,0.00566
1670653506,5,203,204,0,0,1,0.00707
1670653507,5,204,205,0.0764,0.625,3,0.00424
1670653508,5,205,206,0,0,2,0.00424
1670653509,5,206,207,0.0693,0.568,1,0.00424
1670653510,5,207,208,0,0,2,0.00566
1670653511,5,208,209,0,0,2,0.00566
1670653512,5,209,210,0.0693,0.568,1,0.00424
1670653513,5,210,211,0,0,2,0.00566
1670653514,5,211,212,0.0693,0.568,1,0.00566
1670653515,5,212,213,0,0,1,0.00707
1670653516,5,213,214,0,0,3,0.00283
1670653517,5,214,215,0.0693,0.568,2,0.00424
1670653518,5,215,216,0,0,1,0.00424
1670653519,5,216,217,0.0707,0.58,2,0.00566
1670653520,5,217,218,0,0,3,0.00566
1670653521,5,218,219,0,0,1,0.00566
1670653522,5,219,220,0.0735,0.603,1,0.00566
1670653523,5,220,221,0,0,1,0.00566
1670653524,5,221,222,0.0735,0.602,1,0.00566
1670653525,5,222,223,0,0,1,0.00707
1670653526,5,223,224,0.0693,0.568,1,0.00848
1670653527,5,224,225,0,0,3,0.00566
1670653528,5,225,226,0.0707,0.58,1,0.00848
1670653529,5,226,227,0,0,2,0.00424
1670653530,5,227,228,0.0735,0.603,2,0.00566
1670653531,5,228,229,0,0,1,0.00424
1670653532,5,229,230,0,0,2,0.00424
1670653533,5,230,231,0,0,1,0.00424
1670653534,5,231,232,0.0693,0.568,0,0.00848
1670653535,5,232,233,0.0764,0.626,1,0.00707
1670653536,5,233,234,0,0,1,0.00566
1670653537,5,234,235,0,0,2,0.00566
1670653538,5,235,236,0,0,2,0.00424
1670653539,5,236,237,0.0707,0.579,2,0.00424
1670653540,5,237,238,0,0,1,0.00424
1670653541,5,238,239,0.0693,0.568,2,0.00566
1670653542,5,239,240,0,0,1,0.00424
1670653543,5,240,241,0,0,1,0.00566
1670653544,5,241,242,0.0693,0.568,2,0.00424
1670653545,5,242,243,0,0,1,0.00424
1670653546,5,243,244,0,0,2,0.00566
1670653547,5,244,245,0.0735,0.603,1,0.00424
1670653548,5,245,246,0,0,2,0.00566
1670653549,5,246,247,0.0735,0.603,1,0.00707
1670653550,5,247,248,0,0,3,0.00424
1670653551,5,248,249,0,0,2,0.00424
1670653552,5,249,250,0.0707,0.58,1,0.00424
1670653553,5,250,251,0,0,1,0.00566
1670653554,5,251,252,0.0749,0.614,0,0.0127
1670653555,5,252,253,0,0,4,0.00566
1670653556,5,253,254,0.0749,0.614,3,0.00424
1670653557,5,254,255,0,0,2,0.00566
1670653558,5,255,256,0,0,1,0.00707
1670653559,5,256,257,0.0764,0.626,2,0.00566
1670653560,5,257,258,0,0,1,0.00707
1670653561,5,258,259,0.0721,0.591,1,0.00848
1670653562,5,259,260,0,0,4,0.00424
1670653563,5,260,261,0,0,2,0.00424
1670653564,5,261,262,0.0721,0.591,1,0.00707
1670653565,5,262,263,0,0,2,0.00566
1670653566,5,263,264,0.0735,0.603,1,0.00707
1670653567,5,264,265,0,0,3,0.00424
1670653568,5,265,266,0,0,2,0.00424
1670653569,5,266,267,0.0707,0.581,1,0.00424
1670653570,5,267,268,0,0,2,0.00566
1670653571,5,268,269,0,0,1,0.00424
1670653572,5,269,270,0.0764,0.626,2,0.00424
1670653573,5,270,271,0,0,1,0.00424
1670653574,5,271,272,0,0,2,0.00566
1670653575,5,272,273,0.0721,0.591,1,0.00707
1670653576,5,273,274,0,0,2,0.00566
1670653577,5,274,275,0,0,1,0.00424
1670653578,5,275,276,0,0,2,0.00424
1670653579,5,276,277,0.0749,0.614,0,0.00566
1670653580,5,277,278,0,0,1,0.00424
1670653581,5,278,279,0,0,2,0.00424
1670653582,5,279,280,0,0,1,0.00424
1670653583,5,280,281,0.0693,0.568,1,0.00283
1670653584,5,281,282,0,0,2,0.00424
1670653585,5,282,283,0.0707,0.58,1,0.00424
1670653586,5,283,284,0,0,1,0.00424
1670653587,5,284,285,0,0,2,0.00566
1670653588,5,285,286,0.0707,0.579,1,0.00566
1670653589,5,286,287,0,0,1,0.00707
1670653590,5,287,288,0,0,1,0.00566
1670653591,5,288,289,0.0693,0.568,1,0.00707
1670653592,5,289,290,0,0,3,0.00424
1670653593,5,290,291,0.0764,0.626,2,0.00566
1670653594,5,291,292,0,0,1,0.00707
1670653595,5,292,293,0,0,2,0.00566
1670653596,5,293,294,0.0693,0.568,1,0.00707
1670653597,5,294,295,0,0,3,0.00424
1670653598,5,295,296,0.0721,0.591,0,0.00848
1670653599,5,296,297,0,0,4,0.00424
1670653600,5,297,298,0.0749,0.614,0,0.00848
1670653601,5,298,299,0,0,2,0.00424
1670653602,5,299,300,0,0,2,0.00424
1670653603,5,300,301,0.0707,0.579,1,0.00424
1670653604,5,301,302,0,0,2,0.00566
1670653605,5,302,303,0.0792,0.649,3,0.00566
1670653606,5,303,304,0,0,1,0.00707
1670653607,5,304,305,0,0,2,0.00566
1670653608,5,305,306,0.0693,0.568,1,0.00707
1670653609,5,306,307,0,0,3,0.00424
1670653610,5,307,308,0.0735,0.603,2,0.00566
1670653611,5,308,309,0,0,1,0.00707
1670653612,5,309,310,0,0,2,0.00566
1670653613,5,310,311,0.0693,0.568,1,0.00707
1670653614,5,311,312,0,0,3,0.00424
1670653615,5,312,313,0.0707,0.58,2,0.00566
1670653616,5,313,314,0,0,1,0.00707
1670653617,5,314,315,0,0,2,0.00566
1670653618,5,315,316,0.0693,0.568,1,0.00566
1670653619,5,316,317,0,0,1,0.00707
1670653620,5,317,318,0.0679,0.556,3,0.00424
1670653621,5,318,319,0,0,0,0.00566
1670653622,5,319,320,0,0,1,0.00707
1670653623,5,320,321,0,0,1,0.00848
1670653624,5,321,322,0.0778,0.637,2,0.00566
1670653625,5,322,323,0,0,2,0.00283
1670653626,5,323,324,0,0,0,0.00566
1670653627,5,324,325,0,0,1,0.00566
1670653628,5,325,326,0.0707,0.579,1,0.00424
1670653629,5,326,327,0,0,2,0.00566
1670653630,5,327,328,0.0693,0.568,1,0.00424
1670653631,5,328,329,0,0,1,0.00424
1670653632,5,329,330,0,0,1,0.00424
1670653633,5,330,331,0.0778,0.637,2,0.00566
1670653634,5,331,332,0,0,2,0.00424
1670653635,5,332,333,0,0,0,0.00848
1670653636,5,333,334,0.0806,0.66,2,0.00424
1670653637,5,334,335,0,0,2,0.00566
1670653638,5,335,336,0.0735,0.603,1,0.00707
1670653639,5,336,337,0,0,3,0.00283
1670653640,5,337,338,0,0,1,0.00424
1670653641,5,338,339,0.0735,0.603,2,0.00566
1670653642,5,339,340,0,0,2,0.00424
1670653643,5,340,341,0.0721,0.591,0,0.0099
1670653644,5,341,342,0,0,3,0.00424
1670653645,5,342,343,0.0735,0.603,2,0.00424
1670653646,5,343,344,0,0,1,0.00424
1670653647,5,344,345,0,0,2,0.00566
1670653648,5,345,346,0.0778,0.637,3,0.00566
1670653649,5,346,347,0,0,1,0.00707
1670653650,5,347,348,0.0735,0.603,1,0.00566
1670653651,5,348,349,0,0,1,0.00707
1670653652,5,349,350,0,0,3,0.00566
1670653653,5,350,351,0.0707,0.579,1,0.00707
1670653654,5,351,352,0,0,2,0.00848
1670653655,5,352,353,0.0707,0.58,3,0.00424
1670653656,5,353,354,0,0,2,0.00566
1670653657,5,354,355,0.0693,0.568,1,0.00566
1670653658,5,355,356,0,0,1,0.00566
1670653659,5,356,357,0,0,1,0.00707
1670653660,5,357,358,0.0707,0.579,2,0.00566
1670653661,5,358,359,0,0,1,0.00707
1670653662,5,359,360,0,0,3,0.00424
1670653663,5,360,361,0.0693,0.568,1,0.00566
1670653664,5,361,362,0.0735,0.603,1,0.00707
1670653665,5,362,363,0,0,1,0.00848
1670653666,5,363,364,0,0,2,0.00566
1670653667,5,364,365,0.0693,0.568,1,0.00707
1670653668,5,365,366,0,0,2,0.00566
1670653669,5,366,367,0,0,1,0.00424
1670653670,5,367,368,0,0,0,0.00707
1670653671,5,368,369,0.0721,0.591,2,0.00566
1670653672,5,369,370,0,0,1,0.00424
1670653673,5,370,371,0,0,2,0.00424
1670653674,5,371,372,0,0,3,0.00566
1670653675,5,372,373,0.0735,0.602,1,0.00707
1670653676,5,373,374,0,0,2,0.00566
1670653677,5,374,375,0.0707,0.58,1,0.00566
1670653678,5,375,376,0,0,1,0.00424
1670653679,5,376,377,0,0,2,0.00566
1670653680,5,377,378,0.0693,0.568,1,0.00566
1670653681,5,378,379,0,0,1,0.00707
1670653682,5,379,380,0,0,3,0.00283
1670653683,5,380,381,0.0693,0.568,1,0.00424
1670653684,5,381,382,0,0,2,0.00566
1670653685,5,382,383,0.0707,0.579,2,0.00424
1670653686,5,383,384,0,0,1,0.00566
1670653687,5,384,385,0.0693,0.568,1,0.00707
1670653688,5,385,386,0,0,2,0.00566
1670653689,5,386,387,0,0,1,0.00707
1670653690,5,387,388,0.0707,0.579,3,0.00424
1670653691,5,388,389,0,0,0,0.00848
1670653692,5,389,390,0,0,3,0.00566
1670653693,5,390,391,0.0693,0.568,1,0.00566
1670653694,5,391,392,0,0,1,0.00707
1670653695,5,392,393,0,0,3,0.00283
1670653696,5,393,394,0.0721,0.591,2,0.00424
1670653697,5,394,395,0,0,1,0.00424
1670653698,5,395,396,0.0749,0.614,2,0.00566
1670653699,5,396,397,0,0,1,0.00707
1670653700,5,397,398,0,0,2,0.00566
1670653701,5,398,399,0.0679,0.556,1,0.00707
1670653702,5,399,400,0,0,3,0.00424
1670653703,5,400,401,0.0749,0.614,2,0.00566
1670653704,5,401,402,0,0,1,0.00566
1670653705,5,402,403,0.0707,0.58,1,0.00707
1670653706,5,403,404,0,0,2,0.00566
1670653707,5,404,405,0,0,1,0.00707
1670653708,5,405,406,0.0721,0.591,3,0.00424
1670653709,5,406,407,0,0,2,0.00566
1670653710,5,407,408,0.0707,0.579,1,0.00707
1670653711,5,408,409,0,0,2,0.00707
1670653712,5,409,410,0,0,2,0.00566
1670653713,5,410,411,0,0,1,0.00707
1670653714,5,411,412,0.0749,0.614,2,0.00566
1670653715,5,412,413,0,0,1,0.00707
1670653716,5,413,414,0,0,2,0.00566
1670653717,5,414,415,0.0735,0.602,1,0.00566
1670653718,5,415,416,0,0,1,0.00707
1670653719,5,416,417,0.0693,0.568,1,0.00848
1670653720,5,417,418,0,0,4,0.00424
1670653721,5,418,419,0.0721,0.593,0,0.00848
1670653722,5,419,420,0,0,2,0.00283
1670653723,5,420,421,0,0,0,0.00707
1670653724,5,421,422,0.0707,0.579,3,0.00424
1670653725,5,422,423,0,0,2,0.00424
1670653726,5,423,424,0.0749,0.614,2,0.00566
1670653727,5,424,425,0,0,2,0.00424
1670653728,5,425,426,0,0,2,0.00566
1670653729,5,426,427,0.0707,0.579,2,0.00424
1670653730,5,427,428,0,0,3,0.00566
1670653731,5,428,429,0.0693,0.568,2,0.00566
1670653732,5,429,430,0,0,1,0.00707
1670653733,5,430,431,0,0,3,0.00424
1670653734,5,431,432,0.0707,0.58,2,0.00424
1670653735,5,432,433,0,0,1,0.00424
1670653736,5,433,434,0.0693,0.568,2,0.00566
1670653737,5,434,435,0,0,1,0.00707
1670653738,5,435,436,0,0,3,0.00283
1670653739,5,436,437,0.0693,0.568,2,0.00424
1670653740,5,437,438,0,0,1,0.00424
1670653741,5,438,439,0.0693,0.568,2,0.00566
1670653742,5,439,440,0,0,3,0.00566
1670653743,5,440,441,0.0735,0.603,1,0.00707
1670653744,5,441,442,0,0,2,0.00566
1670653745,5,442,443,0.0735,0.603,1,0.00707
1670653746,5,443,444,0,0,2,0.00566
1670653747,5,444,445,0,0,1,0.00707
1670653748,5,445,446,0.0693,0.568,3,0.00424
1670653749,5,446,447,0,0,1,0.00566
1670653750,5,447,448,0.0778,0.638,2,0.00566
1670653751,5,448,449,0,0,2,0.00424
1670653752,5,449,450,0,0,0,0.00707
1670653753,5,450,451,0,0,3,0.00424
1670653754,5,451,452,0.0693,0.569,2,0.00424
1670653755,5,452,453,0,0,1,0.00424
1670653756,5,453,454,0.0735,0.603,2,0.00566
1670653757,5,454,455,0,0,1,0.00707
1670653758,5,455,456,0.0749,0.614,2,0.00848
1670653759,5,456,457,0,0,4,0.00283
1670653760,5,457,458,0,0,0,0.00848
1670653761,5,458,459,0.0707,0.58,4,0.00283
1670653762,5,459,460,0,0,0,0.00848
1670653763,5,460,461,0,0,3,0.00566
1670653764,5,461,462,0.0707,0.579,1,0.00707
1670653765,5,462,463,0,0,1,0.00707
1670653766,5,463,464,0.0735,0.603,1,0.00848
1670653767,5,464,465,0,0,4,0.00424
1670653768,5,465,466,0.0693,0.568,1,0.00566
1670653769,5,466,467,0,0,1,0.00566
1670653770,5,467,468,0.0707,0.58,1,0.00566
1670653771,5,468,469,0,0,1,0.00707
1670653772,5,469,470,0,0,2,0.00707
1670653773,5,470,471,0.0721,0.591,1,0.00848
1670653774,5,471,472,0.082,0.672,1,0.00707
1670653775,5,472,473,0,0,3,0.00566
1670653776,5,473,474,0,0,1,0.00566
1670653777,5,474,475,0.0735,0.602,1,0.00566
1670653778,5,475,476,0,0,1,0.00707
1670653779,5,476,477,0.0721,0.591,1,0.00707
1670653780,5,477,478,0.0764,0.626,2,0.00566
1670653781,5,478,479,0,0,3,0.00424
1670653782,5,479,480,0,0,1,0.00424
1670653783,5,480,481,0.0735,0.603,2,0.00566
1670653784,5,481,482,0,0,1,0.00707
1670653785,5,482,483,0,0,3,0.00283
1670653786,5,483,484,0.0693,0.568,2,0.00424
1670653787,5,484,485,0,0,1,0.00424
1670653788,5,485,486,0.0749,0.614,2,0.00566
1670653789,5,486,487,0,0,1,0.00707
1670653790,5,487,488,0,0,3,0.00283
1670653791,5,488,489,0.0693,0.568,2,0.00424
1670653792,5,489,490,0,0,1,0.00424
1670653793,5,490,491,0.0735,0.603,2,0.00566
1670653794,5,491,492,0,0,1,0.00566
1670653795,5,492,493,0,0,3,0.00566
1670653796,5,493,494,0.0693,0.568,1,0.00707
1670653797,5,494,495,0,0,2,0.00566
1670653798,5,495,496,0.0721,0.591,1,0.00707
1670653799,5,496,497,0,0,3,0.00424
1670653800,5,497,498,0,0,1,0.00424
1670653801,5,498,499,0.0693,0.567,2,0.00566
1670653802,5,499,500,0,0,1,0.00707
1670653803,5,500,501,0.0693,0.568,1,0.00848
1670653804,5,501,502,0,0,3,0.00566
1670653805,5,502,503,0,0,1,0.00707
1670653806,5,503,504,0.0749,0.614,3,0.00424
1670653807,5,504,505,0,0,2,0.00566
1670653808,5,505,506,0.0693,0.568,1,0.00707
1670653809,5,506,507,0,0,2,0.00566
1670653810,5,507,508,0,0,1,0.00707
1670653811,5,508,509,0.0735,0.603,2,0.00848
1670653812,5,509,510,0,0,2,0.00566
1670653813,5,510,511,0,0,1,0.00707
1670653814,5,511,512,0.0693,0.568,3,0.00424
1670653815,5,512,513,0,0,2,0.00424
1670653816,5,513,514,0.0693,0.568,1,0.00424
1670653817,5,514,515,0,0,2,0.00566
1670653818,5,515,516,0,0,1,0.00707
1670653819,5,516,517,0.0735,0.602,2,0.00707
1670653820,5,517,518,0.082,0.672,1,0.00707
1670653821,5,518,519,0.0778,0.637,0,0.0113
1670653822,5,519,520,0,0,4,0.00566
1670653823,5,520,521,0.0735,0.603,1,0.00707
1670653824,5,521,522,0,0,2,0.00566
1670653825,5,522,523,0,0,1,0.00707
1670653826,5,523,524,0.0764,0.626,4,0.00566
1670653827,5,524,525,0,0,1,0.00707
1670653828,5,525,526,0,0,2,0.00566
1670653829,5,526,527,0.0693,0.568,1,0.00707
1670653830,5,527,528,0,0,3,0.00424
1670653831,5,528,529,0.0735,0.603,1,0.00424
1670653832,5,529,530,0,0,1,0.00424
1670653833,5,530,531,0.0693,0.568,1,0.00566
1670653834,5,531,532,0,0,1,0.00566
1670653835,5,532,533,0.0749,0.614,3,0.00566
1670653836,5,533,534,0,0,1,0.00566
1670653837,5,534,535,0,0,2,0.00566
1670653838,5,535,536,0.0679,0.556,1,0.00707
1670653839,5,536,537,0,0,2,0.00566
1670653840,5,537,538,0.0721,0.591,1,0.00848
1670653841,5,538,539,0,0,4,0.00283
1670653842,5,539,540,0,0,0,0.00707
1670653843,5,540,541,0.0721,0.591,3,0.00424
1670653844,5,541,542,0,0,2,0.00566
1670653845,5,542,543,0.0707,0.58,1,0.00707
1670653846,5,543,544,0,0,2,0.00566
1670653847,5,544,545,0,0,1,0.00707
1670653848,5,545,546,0.0721,0.591,3,0.00424
1670653849,5,546,547,0,0,2,0.00566
1670653850,5,547,548,0.0749,0.615,3,0.00566
1670653851,5,548,549,0,0,1,0.00566
1670653852,5,549,550,0,0,1,0.00566
1670653853,5,550,551,0.0735,0.603,1,0.00566
1670653854,5,551,552,0,0,1,0.00566
1670653855,5,552,553,0.0693,0.568,1,0.00848
1670653856,5,553,554,0,0,4,0.00283
1670653857,5,554,555,0.0721,0.591,0,0.00707
1670653858,5,555,556,0,0,3,0.00424
1670653859,5,556,557,0,0,2,0.00566
1670653860,5,557,558,0.0735,0.603,1,0.00707
1670653861,5,558,559,0,0,2,0.00566
1670653862,5,559,560,0.0749,0.614,1,0.00707
1670653863,5,560,561,0,0,3,0.00424
1670653864,5,561,562,0,0,1,0.00566
1670653865,5,562,563,0.0707,0.579,1,0.00566
1670653866,5,563,564,0,0,2,0.00566
1670653867,5,564,565,0.0721,0.591,2,0.00566
1670653868,5,565,566,0,0,1,0.00566
1670653869,5,566,567,0.0693,0.568,2,0.00424
1670653870,5,567,568,0.0792,0.649,0,0.0113
1670653871,5,568,569,0,0,1,0.00848
