Time,UE cc,UE pci,UE rsrp,UE pl,UE cfo [mili],UE DL mcs,UE DL snr,UE DL iter_dl,UE DL brate [Mbps],UE DL bler [%],UE DL ta_us,UE UL mcs,UE UL buff [kilo],UE UL brate [Mbps],UE UL bler [%]
1670653298,0,1,-84,84,0.0082,4,81,1,0.0056,0,0,22,0,0.013,0
1670653299,0,1,-84,84,-0.269,4,81,1,0.016,0,0,18,0,0.12,0
1670653300,0,1,-84,84,-0.399,0,81,0,0,0,0,0,0,0,0
1670653301,0,1,-84,84,-0.405,10,81,1,0.013,0,0,16,156,0.043,0
1670653302,0,1,-84,84,-0.291,10,81,0.5,1.2,57,0,13,530,0.112,57
1670653303,0,1,-84,84,-0.325,16,81,0.7,1.6,33,0,15,57,0.096,33
1670653304,0,1,-84,84,-0.377,17,81,0.7,2.1,44,0,18,0,0.177,44
1670653305,0,1,-84,84,-0.424,27,81,1,4,0,0,16,113,0.168,0
1670653306,0,1,-84,84,-0.551,15,81,0.6,1.6,50,0,15,0,0.063,50
1670653307,0,1,-84,84,-0.354,26,81,1,2.7,0,0,17,57,0.1,0
1670653308,0,1,-84,84,-0.329,23,81,1,2.2,0,0,16,0,0.071,0
1670653309,0,1,-84,84,-0.311,25,81,1,2,0,0,17,0,0.079,0
1670653310,0,1,-80,80,-0.416,19,81,0.8,2,33,0,16,474,0.09,33
1670653311,0,1,-80,80,-0.314,25,81,1,1.9,0,0,17,0,0.098,0
1670653312,0,1,-80,80,-0.29,25,81,1,2.3,0,0,16,0,0.084,0
1670653313,0,1,-80,80,-0.361,20,81,0.8,2.3,25,0,17,0,0.097,25
1670653314,0,1,-80,80,-0.401,24,81,0.9,2.3,9,0,15,57,0.117,9
1670653315,0,1,-80,80,-0.347,26,81,1,5.1,0,0,14,57,0.253,0
1670653316,0,1,-80,80,-0.35,25,81,1,4.1,0,0,15,436,0.19,0
1670653317,0,1,-80,80,-0.351,26,81,1,3.8,0,0,14,54,0.194,0
1670653318,0,1,-80,80,-0.343,26,81,1,4.6,0,0,14,744,0.224,0
1670653319,0,1,-80,80,-0.438,22,81,0.9,3.8,19,0,15,148,0.197,19
1670653320,0,1,-78,78,-0.35,26,81,1,3.7,0,0,14,279,0.236,0
1670653321,0,1,-76,76,-0.434,26,81,1,5.1,0,0,14,57,0.275,0
1670653322,0,1,-76,76,-0.31,22,81,0.9,4.4,19,0,14,57,0.192,19
1670653323,0,1,-76,76,-0.289,21,81,0.9,3.3,16,0,15,0,0.154,16
1670653324,0,1,-76,76,-0.4,21,81,0.8,2.5,33,0,15,0,0.11,33
1670653325,0,1,-76,76,-0.419,25,81,1,1.8,0,0,15,407,0.074,0
1670653326,0,1,-76,76,-0.394,26,81,1,3.1,0,0,15,113,0.17,0
1670653327,0,1,-76,76,-0.32,25,81,1,3.8,0,0,14,335,0.225,0
1670653328,0,1,-76,76,-0.405,25,81,1,3.2,0,0,14,57,0.186,0
1670653329,0,1,-76,76,-0.567,26,81,1,4.7,0,0,14,92,0.249,0
1670653330,0,1,-76,76,-0.41,12,81,0.5,2.1,62,0,14,0,0.114,62
1670653331,0,1,-68,68,-0.659,24,81,0.9,2.3,25,0,16,103,0.108,25
1670653332,0,1,-68,68,-0.714,19,81,0.7,2.5,36,0,17,335,0.072,36
1670653333,0,1,-68,68,-0.33,24,81,1,2.2,0,0,16,57,0.094,0
1670653334,0,1,-68,68,-0.395,25,81,1,4.5,0,0,13,0,0.261,0
1670653335,0,1,-68,68,-0.453,25,81,1,1.9,0,0,15,0,0.182,0
1670653336,0,1,-68,68,-0.365,20,81,0.8,2.7,30,0,15,0,0.067,30
1670653337,0,1,-68,68,-0.409,26,81,1,2.6,0,0,15,214,0.121,0
1670653338,0,1,-68,68,-0.393,24,81,1,2.4,0,0,17,158,0.074,0
1670653339,0,1,-68,68,-0.368,27,81,1,2.3,0,0,17,0,0.082,0
1670653340,0,1,-68,68,-0.353,19,81,0.8,2.7,30,0,17,0,0.08,30
1670653341,0,1,-67,67,-0.384,26,81,1,2.3,0,0,16,57,0.123,0
1670653342,0,1,-64,64,-0.38,26,81,1,5.1,0,0,14,113,0.277,0
1670653343,0,1,-64,64,-0.255,27,81,1,4.2,0,0,14,57,0.212,0
1670653344,0,1,-64,64,-0.283,25,81,1,4.3,0,0,14,0,0.196,0
1670653345,0,1,-64,64,-0.32,18,81,0.7,1.4,40,0,16,339,0.073,40
1670653346,0,1,-64,64,-0.353,25,81,1,2.1,0,0,15,214,0.124,0
1670653347,0,1,-64,64,-0.4,25,81,1,2.3,0,0,17,0,0.072,0
1670653348,0,1,-64,64,-0.291,18,81,0.8,2.3,33,0,17,271,0.096,33
1670653349,0,1,-64,64,-0.35,17,81,0.8,2.1,30,0,17,0,0.089,30
1670653350,0,1,-64,64,-0.353,19,81,0.8,2.1,33,0,17,0,0.076,33
1670653351,0,1,-64,64,-0.359,18,81,0.7,1.7,36,0,17,0,0.072,36
1670653352,0,1,-64,64,-0.389,24,81,1,1.6,0,0,17,0,0.067,0
1670653353,0,1,-64,64,-0.332,19,81,0.8,2.2,30,0,16,339,0.079,30
1670653354,0,1,-64,64,-0.352,24,81,1,2.1,0,0,17,279,0.1,0
1670653355,0,1,-64,64,-0.273,19,81,0.8,2.1,30,0,15,224,0.077,30
1670653356,0,1,-64,64,-0.348,24,81,1,2.2,0,0,16,168,0.095,0
1670653357,0,1,-64,64,-0.365,19,81,0.8,2,30,0,16,0,0.074,30
1670653358,0,1,-64,64,-0.296,18,81,0.8,2,38,0,16,57,0.085,38
1670653359,0,1,-64,64,-0.378,23,81,0.9,2.1,25,0,16,0,0.078,25
1670653360,0,1,-64,64,-0.352,22,81,0.9,1.9,22,0,16,57,0.074,22
1670653361,0,1,-64,64,-0.318,18,81,0.7,2.1,40,0,16,0,0.076,40
1670653362,0,1,-64,64,-0.375,18,81,0.7,1.7,36,0,17,0,0.072,36
1670653363,0,1,-64,64,-0.279,25,81,1,2.6,0,0,16,0,0.146,0
1670653364,0,1,-64,64,-0.411,25,81,1,3.5,0,0,14,57,0.184,0
1670653365,0,1,-64,64,-0.403,23,81,1,2.2,0,0,14,339,0.099,0
1670653366,0,1,-64,64,-0.359,19,81,0.8,2.2,30,0,16,407,0.075,30
1670653367,0,1,-64,64,-0.313,19,81,0.8,1.7,33,0,17,0,0.072,33
1670653368,0,1,-64,64,1.1,19,81,0.7,2.1,33,0,15,226,0.099,33
1670653369,0,1,-64,64,-0.311,18,81,0.7,2,33,0,17,224,0.087,33
1670653370,0,1,-64,64,-0.395,24,81,1,2,0,0,16,0,0.103,0
1670653371,0,1,-64,64,-0.338,19,81,0.8,2.2,28,0,17,214,0.088,28
1670653372,0,1,-64,64,-0.38,17,81,0.8,2,35,0,17,103,0.082,35
1670653373,0,1,-64,64,-0.35,18,81,0.8,2,42,0,17,0,0.079,42
1670653374,0,1,-64,64,-0.332,17,81,0.8,1.8,41,0,16,0,0.078,41
1670653375,0,1,-64,64,-0.345,17,81,0.7,1.8,36,0,17,0,0.073,36
1670653376,0,1,-64,64,-0.365,17,81,0.8,1.8,33,0,17,339,0.075,33
1670653377,0,1,-64,64,-0.284,19,81,0.8,2.6,28,0,17,0,0.082,28
1670653378,0,1,-64,64,-0.401,17,81,0.8,1.8,33,0,17,339,0.074,33
1670653379,0,1,-64,64,-0.355,23,81,1,1.8,0,0,17,0,0.071,0
1670653380,0,1,-64,64,-0.347,18,81,0.8,2.2,30,0,15,0,0.075,30
1670653381,0,1,-64,64,-0.295,18,81,0.8,2,30,0,16,0,0.097,30
1670653382,0,1,-64,64,-0.352,23,81,1,2.2,0,0,17,271,0.094,0
1670653383,0,1,-64,64,-1.8,18,81,0.8,2,33,0,17,0,0.084,33
1670653384,0,1,-64,64,-0.301,23,81,1,2.2,0,0,17,0,0.092,0
1670653385,0,1,-64,64,-0.307,16,81,0.8,2.1,30,0,17,0,0.074,30
1670653386,0,1,-64,64,-0.398,21,81,0.9,2.1,20,0,17,0,0.077,20
1670653387,0,1,-64,64,-0.346,17,81,0.7,2,42,0,17,0,0.077,42
1670653388,0,1,-64,64,-0.362,23,81,1,1.6,0,0,17,407,0.069,0
1670653389,0,1,-64,64,-0.332,24,81,1,3.2,0,0,16,57,0.174,0
1670653390,0,1,-64,64,-0.838,23,81,1,3.5,0,0,13,100,0.139,0
1670653391,0,1,-64,64,-0.319,22,81,1,3.1,0,0,16,0,0.214,0
1670653392,0,1,-64,64,-0.392,24,81,1,2.1,12,0,16,57,0.082,12
1670653393,0,1,-64,64,-0.381,17,81,0.8,1.9,43,0,16,0,0.074,43
1670653394,0,1,-64,64,-0.361,20,81,1,1.1,0,0,17,272,0.055,0
1670653395,0,1,-64,64,-0.35,17,81,0.8,1.9,28,0,16,0,0.093,28
1670653396,0,1,-64,64,-0.377,21,81,1,1.7,0,0,16,0,0.086,0
1670653397,0,1,-64,64,-0.384,15,81,0.7,1.7,33,0,16,0,0.069,33
1670653398,0,1,-64,64,-0.35,19,81,0.9,1.8,18,0,17,0,0.083,18
1670653399,0,1,-64,64,-0.399,19,81,0.9,1.4,20,0,16,204,0.059,20
1670653400,0,1,-64,64,-0.349,16,81,0.8,1.8,33,0,17,339,0.072,33
1670653401,0,1,-64,64,-0.355,21,81,1,1.5,0,0,16,0,0.085,0
1670653402,0,1,-64,64,-0.336,16,81,0.8,2.1,28,0,17,224,0.086,28
1670653403,0,1,-64,64,-0.441,21,81,1,1.8,0,0,16,57,0.08,0
1670653404,0,1,-64,64,-0.624,19,81,0.9,1.8,20,0,16,47,0.072,20
1670653405,0,1,-64,64,-0.371,20,81,0.9,1.8,27,0,17,57,0.074,27
1670653406,0,1,-64,64,-0.447,19,81,0.9,1.4,27,0,15,339,0.059,27
1670653407,0,1,-64,64,-0.415,16,81,0.8,1.8,33,0,16,0,0.075,33
1670653408,0,1,-64,64,-0.314,21,81,1,1.6,0,0,16,214,0.084,0
1670653409,0,1,-64,64,-0.589,16,81,0.7,1.9,33,0,17,224,0.077,33
1670653410,0,1,-64,64,-0.334,20,81,1,1.7,0,0,16,113,0.085,0
1670653411,0,1,-64,64,-0.449,14,81,0.7,1.6,33,0,17,0,0.065,33
1670653412,0,1,-64,64,-0.421,16,81,0.8,1.7,30,0,16,0,0.072,30
1670653413,0,1,-64,64,-0.379,20,81,1,1.3,0,0,16,0,0.076,0
1670653414,0,1,-64,64,-0.423,16,81,0.7,1.9,33,0,17,0,0.074,33
1670653415,0,1,-64,64,-0.353,21,81,1,1.9,0,0,17,214,0.088,0
1670653416,0,1,-64,64,-0.364,15,81,0.8,1.9,30,0,17,0,0.076,30
1670653417,0,1,-64,64,-0.618,16,81,0.8,1.9,33,0,17,0,0.075,33
1670653418,0,1,-64,64,-0.689,20,81,1,1.2,0,0,17,339,0.057,0
1670653419,0,1,-64,64,-0.316,16,81,0.8,1.7,33,0,17,0,0.073,33
1670653420,0,1,-64,64,-0.392,21,81,1,1.7,0,0,16,0,0.104,0
1670653421,0,1,-64,64,-0.333,21,81,1,1.8,0,0,16,0,0.064,0
1670653422,0,1,-64,64,-0.597,14,81,0.7,1.5,33,0,17,0,0.061,33
1670653423,0,1,-64,64,-0.323,20,81,1,1.7,0,0,15,113,0.255,0
1670653424,0,1,-64,64,-0.371,19,81,1,1.6,0,0,16,0,0.088,0
1670653425,0,1,-64,64,-0.317,21,81,1,2.1,0,0,15,111,0.086,0
1670653426,0,1,-64,64,-0.293,15,81,0.8,2.8,28,0,14,0,0.188,28
1670653427,0,1,-64,64,-0.341,15,81,1,0.677,28,0,14,0,0.065,28
1670653428,0,1,-64,64,-0.412,19,81,1,1.4,0,0,17,0,0.074,0
1670653429,0,1,-64,64,-0.423,19,81,1,1.3,0,0,16,0,0.064,0
1670653430,0,1,-64,64,-0.491,19,81,1,1.1,0,0,17,272,0.055,0
1670653431,0,1,-64,64,-0.297,20,81,1,1.4,0,0,17,272,0.071,0
1670653432,0,1,-64,64,-0.368,15,81,0.8,1.7,30,0,17,204,0.071,30
