Time,eNB rnti,eNB DL cqi,eNB DL ri,eNB DL mcs,eNB DL brate [Mbps],eNB DL ACK,eNB DL NACK,eNB DL NACK:ACK [%],eNB UL pusch,eNB UL pucch,eNB UL phr,eNB UL mcs,eNB UL brate [Mbps],eNB UL ACK,eNB UL NACK,eNB UL NACK:ACK [%],eNB UL bsr [kilo]
1669260824,46,15,0,4,0.017,12,0,0,52.2,33.1,40,15,0.133,7,0,0,0
1669260825,46,15,2,3,0.0036,3,0,0,52.3,15,40,22,0.042,2,0,0,0
1669260826,46,15,0,0,0,0,0,0,52.3,14.5,40,22,0.022,1,0,0,0
1669260827,46,15,2,0,0.0047,1,0,0,0,6.1,0,0,0.0013,2,0,0,0
1669260828,46,15,0,0,0.0086,2,0,0,47.5,19.2,40,16,0.077,7,0,0,0
1669260829,46,15,2,14,0.163,38,0,0,43.7,30.7,40,21,5.5,64,0,0,12.4
1669260830,46,15,2,11,0.504,155,0,0,38.3,0,40,23,22,181,2,1,39.7
1669260831,46,15,0,11,0.464,146,0,0,40.2,0,40,23,23,175,0,0,60.7
1669260832,46,15,2,11,0.472,151,0,0,38.7,0,40,23,22,175,1,0,88.8
1669260833,46,15,0,11,0.475,149,0,0,39.4,0,40,23,22,179,2,1,130
1669260834,46,15,2,12,0.464,127,0,0,39.2,33.3,40,23,22,172,4,2,129
1669260835,46,15,0,11,0.489,146,0,0,40.3,0,40,23,22,178,1,0,129
1669260836,46,15,2,11,0.476,149,0,0,38.8,0,40,23,22,178,2,1,129
1669260837,46,15,0,11,0.476,138,0,0,40.7,36.9,40,23,22,174,2,1,128
1669260838,46,15,2,12,0.557,155,0,0,39.7,0,40,23,23,176,0,0,132
1669260839,46,15,2,14,0.743,153,0,0,41.4,0,40,23,23,170,0,0,129
1669260840,46,15,0,20,1.4,164,0,0,38.6,0,40,23,23,177,0,0,129
1669260841,46,15,2,16,0.927,159,0,0,39.1,0,40,23,23,174,0,0,128
1669260842,46,15,0,17,0.875,83,0,0,40.5,0,40,23,22,110,3,2,131
1669260843,46,15,0,16,0.904,105,0,0,39.9,0,40,23,22,119,1,0,131
1669260844,46,15,2,20,1.2,111,0,0,39.7,0,40,23,22,120,1,0,131
1669260845,46,15,0,20,1.4,116,0,0,39.2,0,40,23,23,131,0,0,129
1669260846,46,15,2,14,0.751,117,0,0,40.8,0,40,23,22,141,1,0,129
1669260847,46,15,0,11,0.459,122,0,0,41.4,0,40,23,23,141,0,0,129
1669260848,46,15,2,11,0.462,139,0,0,40.1,0,40,23,22,164,1,0,131
1669260849,46,15,0,11,0.446,148,0,0,39.4,0,40,23,22,178,2,1,131
1669260850,46,15,2,11,0.471,126,0,0,40.5,0,40,23,23,141,0,0,131
1669260851,46,15,0,11,0.429,111,0,0,39.7,0,40,23,22,136,2,1,131
1669260852,46,15,2,11,0.465,132,0,0,40.3,0,40,23,22,165,2,1,132
1669260853,46,15,0,11,0.472,157,0,0,40,0,40,23,23,178,0,0,132
1669260854,46,15,2,11,0.467,160,0,0,39.5,0,40,23,23,182,0,0,132
1669260855,46,15,0,11,0.433,128,0,0,40.3,36.9,40,23,22,172,3,1,131
1669260856,46,15,2,19,1.2,154,0,0,39.5,0,40,23,22,172,1,0,129
1669260857,46,15,0,16,1,157,0,0,40.4,0,40,23,23,174,0,0,128
1669260858,46,15,2,11,0.432,136,0,0,39.5,0,40,23,22,177,3,1,133
1669260859,46,15,0,11,0.446,137,0,0,41.6,0,40,23,22,177,0,0,128
1669260860,46,15,2,11,0.434,133,0,0,38.9,0,40,23,22,173,2,1,132
1669260861,46,15,0,12,0.527,138,0,0,40.5,0,40,23,22,172,1,0,129
