Time,Iperf Clt ID,Iperf Clt Interval Start [sec],Iperf Clt Interval End [sec],Iperf Clt Transfer [MB],Iperf Clt Bandwidth [Mbps],Iperf Clt Retr,Iperf Clt Cwnd [MB]
1669916252,4,584,585,0,0,0,0.00141
1669916253,4,585,586,0,0,0,0.00141
1669916254,4,586,587,0,0,0,0.00141
1669916255,4,587,588,0,0,0,0.00141
1669916256,4,588,589,0,0,0,0.00141
1669916257,4,589,590,0,0,0,0.00141
1669916258,4,590,591,0,0,0,0.00141
1669916259,4,591,592,0,0,0,0.00141
1669916260,4,592,593,0,0,0,0.00141
1669916261,4,593,594,0,0,0,0.00141
1669916262,4,594,595,0,0,0,0.00141
1669916263,4,595,596,0,0,0,0.00141
1669916264,4,596,597,0,0,0,0.00141
1669916265,4,597,598,0,0,0,0.00141
1669916266,4,598,599,0,0,0,0.00141
1669916267,4,599,600,0,0,0,0.00141
1669916268,4,600,601,0,0,0,0.00141
1669916269,4,601,602,0,0,0,0.00141
1669916270,4,602,603,0,0,0,0.00141
1669916271,4,603,604,0,0,0,0.00141
1669916272,4,604,605,0,0,0,0.00141
1669916273,4,605,606,0,0,0,0.00141
1669916274,4,606,607,0.127,1.04,1,0.00283
1669916275,4,607,608,0,0,0,0.00283
1669916276,4,608,609,0,0,0,0.00283
1669916277,4,609,610,0,0,0,0.00283
1669916278,4,610,611,0,0,0,0.00283
1669916279,4,611,612,0,0,0,0.00283
1669916280,4,612,613,0,0,0,0.00283
1669916281,4,613,614,0,0,0,0.00283
1669916282,4,614,615,0,0,0,0.00283
1669916283,4,615,616,0,0,0,0.00283
1669916284,4,616,617,0,0,3,0.00283
1669916285,4,617,618,0,0,0,0.00283
1669916286,4,618,619,0,0,0,0.00283
1669916287,4,619,620,0,0,0,0.00283
1669916288,4,620,621,0,0,0,0.00283
1669916289,4,621,622,0,0,0,0.00283
1669916290,4,622,623,0,0,0,0.00283
1669916291,4,623,624,0,0,0,0.00283
1669916292,4,624,625,0,0,0,0.00283
1669916293,4,625,626,0.0636,0.521,3,0.00283
1669916294,4,626,627,0,0,0,0.00283
1669916295,4,627,628,0,0,0,0.00283
1669916296,4,628,629,0,0,0,0.00283
1669916297,4,629,630,0,0,0,0.00283
1669916298,4,630,631,0,0,0,0.00283
1669916299,4,631,632,0,0,0,0.00283
1669916300,4,632,633,0,0,0,0.00283
1669916301,4,633,634,0,0,0,0.00283
1669916302,4,634,635,0,0,3,0.00283
1669916303,4,635,636,0,0,0,0.00283
1669916304,4,636,637,0,0,0,0.00283
1669916305,4,637,638,0,0,0,0.00283
1669916306,4,638,639,0,0,0,0.00283
1669916307,4,639,640,0,0,0,0.00283
1669916308,4,640,641,0,0,0,0.00283
1669916309,4,641,642,0,0,0,0.00283
1669916310,4,642,643,0,0,0,0.00283
1669916311,4,643,644,0,0,1,0.00141
1669916312,4,644,645,0,0,2,0.00283
1669916313,4,645,646,0,0,0,0.00283
1669916314,4,646,647,0,0,0,0.00283
1669916315,4,647,648,0,0,0,0.00283
1669916316,4,648,649,0,0,0,0.00283
1669916317,4,649,650,0,0,0,0.00283
1669916318,4,650,651,0,0,0,0.00283
1669916319,4,651,652,0,0,0,0.00283
1669916320,4,652,653,0,0,1,0.00141
1669916321,4,653,654,0.0636,0.521,2,0.00283
1669916322,4,654,655,0,0,0,0.00283
1669916323,4,655,656,0,0,0,0.00283
1669916324,4,656,657,0,0,0,0.00283
1669916325,4,657,658,0,0,0,0.00283
1669916326,4,658,659,0,0,0,0.00283
1669916327,4,659,660,0,0,0,0.00283
1669916328,4,660,661,0,0,0,0.00283
1669916329,4,661,662,0,0,1,0.00141
1669916330,4,662,663,0,0,2,0.00283
1669916331,4,663,664,0,0,0,0.00283
1669916332,4,664,665,0,0,0,0.00283
1669916333,4,665,666,0,0,0,0.00283
1669916334,4,666,667,0,0,0,0.00283
1669916335,4,667,668,0,0,0,0.00283
1669916336,4,668,669,0,0,0,0.00283
1669916337,4,669,670,0,0,0,0.00283
1669916338,4,670,671,0,0,3,0.00283
1669916339,4,671,672,0,0,0,0.00283
1669916340,4,672,673,0,0,0,0.00283
1669916341,4,673,674,0,0,0,0.00283
1669916342,4,674,675,0,0,0,0.00283
1669916343,4,675,676,0,0,0,0.00283
1669916344,4,676,677,0,0,0,0.00283
1669916345,4,677,678,0,0,0,0.00283
1669916346,4,678,679,0,0,0,0.00283
1669916347,4,679,680,0.0636,0.521,3,0.00283
1669916348,4,680,681,0,0,0,0.00283
1669916349,4,681,682,0,0,0,0.00283
1669916350,4,682,683,0,0,0,0.00283
1669916351,4,683,684,0,0,0,0.00283
1669916352,4,684,685,0,0,0,0.00283
1669916353,4,685,686,0,0,0,0.00283
1669916354,4,686,687,0,0,0,0.00283
1669916355,4,687,688,0,0,7,0.00283
1669916356,4,688,689,0.127,1.04,19,0.00707
1669916357,4,689,690,0,0,14,0.0099
1669916358,4,690,691,0.0636,0.521,7,0.00566
1669916359,4,691,692,0,0,1,0.00566
1669916360,4,692,693,0,0,3,0.00283
1669916361,4,693,694,0,0,0,0.00283
1669916362,4,694,695,0,0,0,0.00283
1669916363,4,695,696,0,0,2,0.00283
1669916364,4,696,697,0.0636,0.521,0,0.00424
1669916365,4,697,698,0,0,0,0.00848
1669916366,4,698,699,0,0,9,0.00566
1669916367,4,699,700,0,0,1,0.00141
1669916368,4,700,701,0,0,3,0.00566
1669916369,4,701,702,0.0636,0.521,2,0.00141
1669916370,4,702,703,0,0,0,0.00141
1669916371,4,703,704.01,0,0,0,0.00141
1669916372,4,704.01,705,0,0,2,0.00283
1669916373,4,705,706,0,0,2,0.00283
1669916374,4,706,707,0,0,0,0.00283
1669916375,4,707,708,0,0,2,0.00283
1669916376,4,708,709,0,0,2,0.00283
1669916377,4,709,710,0,0,1,0.00141
1669916378,4,710,711,0,0,2,0.00424
1669916379,4,711,712,0.0636,0.521,0,0.00707
1669916380,4,712,713,0,0,1,0.00848
1669916381,4,713,714,0.0636,0.521,1,0.00566
1669916382,4,714,715,0,0,0,0.00848
1669916383,4,715,716,0.0636,0.521,0,0.0113
1669916384,4,716,717,0.0636,0.521,2,0.0113
1669916385,4,717,718,0,0,0,0.0141
1669916386,4,718,719,0,0,7,0.0127
1669916387,4,719,720,0.0636,0.521,0,0.0141
1669916388,4,720,721,0,0,0,0.0141
1669916389,4,721,722,0.0636,0.521,0,0.0156
1669916390,4,722,723,0.0636,0.522,0,0.0198
1669916391,4,723,724,0,0,0,0.0297
1669916392,4,724,725,0.0636,0.522,2,0.0368
1669916393,4,725,726,0.0636,0.521,3,0.0297
1669916394,4,726,727,0.0636,0.521,0,0.0368
1669916395,4,727,728,0,0,0,0.041
1669916396,4,728,729,0,0,1,0.0339
1669916397,4,729,730,0.0636,0.521,0,0.0311
1669916398,4,730,731,0.0636,0.521,0,0.0339
1669916399,4,731,732,0.0636,0.521,0,0.0354
1669916400,4,732,733,0,0,0,0.0368
1669916401,4,733,734,0,0,1,0.0255
1669916402,4,734,735,0.127,1.04,1,0.017
1669916403,4,735,736,0,0,1,0.0141
1669916404,4,736,737,0.0636,0.521,0,0.0156
1669916405,4,737,738,0.0636,0.521,1,0.0113
1669916406,4,738,739,0,0,1,0.0099
1669916407,4,739,740,0,0,0,0.0113
1669916408,4,740,741,0.0636,0.521,0,0.0141
1669916409,4,741,742,0,0,1,0.00141
1669916410,4,742,743,0,0,3,0.00141
1669916411,4,743,744,0,0,9,0.00283
1669916412,4,744,745,0,0,2,0.00141
1669916413,4,745,746,0,0,0,0.00283
1669916414,4,746,747,0,0,2,0.00283
1669916415,4,747,748,0,0,3,0.00141
1669916416,4,748,749,0,0,2,0.00283
1669916417,4,749,750,0,0,2,0.00283
1669916418,4,750,751,0,0,3,0.00283
1669916419,4,751,752,0,0,1,0.00424
1669916420,4,752,753,0.0636,0.521,2,0.00283
1669916421,4,753,754,0,0,2,0.00283
1669916422,4,754,755,0,0,0,0.00424
1669916423,4,755,756,0,0,3,0.00283
1669916424,4,756,757,0,0,2,0.00283
1669916425,4,757,758,0,0,3,0.00283
1669916426,4,758,759,0,0,1,0.00141
1669916427,4,759,760,0,0,2,0.00141
1669916428,4,760,761,0,0,1,0.00141
1669916429,4,761,762,0,0,1,0.00141
1669916430,4,762,763,0,0,0,0.00141
1669916431,4,763,764,0,0,1,0.00141
1669916432,4,764,765,0,0,0,0.00283
1669916433,4,765,766,0,0,0,0.00283
1669916434,4,766,767,0,0,1,0.00141
1669916435,4,767,768,0,0,0,0.00141
1669916436,4,768,769,0,0,1,0.00283
1669916437,4,769,770,0,0,0,0.00283
1669916438,4,770,771,0,0,1,0.00141
1669916439,4,771,772,0,0,0,0.00141
1669916440,4,772,773,0,0,1,0.00141
1669916441,4,773,774,0,0,0,0.00141
1669916442,4,774,775,0,0,0,0.00141
1669916443,4,775,776,0,0,0,0.00141
1669916444,4,776,777,0,0,0,0.00141
1669916445,4,777,778,0,0,1,0.00141
1669916446,4,778,779,0,0,0,0.00283
1669916447,4,779,780,0,0,3,0.00283
1669916448,4,780,781,0,0,3,0.00283
1669916449,4,781,782,0,0,1,0.00141
1669916450,4,782,783,0,0,0,0.00141
1669916451,4,783,784,0,0,0,0.00141
1669916452,4,784,785,0,0,1,0.00141
1669916453,4,785,786,0,0,0,0.00141
1669916454,4,786,787,0,0,0,0.00141
1669916455,4,787,788,0,0,0,0.00141
1669916456,4,788,789,0,0,1,0.00141
1669916457,4,789,790,0,0,0,0.00141
1669916458,4,790,791,0,0,0,0.00141
1669916459,4,791,792,0,0,0,0.00141
1669916460,4,792,793,0,0,0,0.00141
1669916461,4,793,794,0,0,0,0.00141
1669916462,4,794,795,0,0,0,0.00141
1669916463,4,795,796,0,0,0,0.00141
1669916464,4,796,797,0,0,0,0.00141
1669916465,4,797,798,0,0,1,0.00141
1669916466,4,798,799,0,0,0,0.00141
1669916467,4,799,800,0,0,0,0.00141
1669916468,4,800,801,0,0,0,0.00141
1669916469,4,801,802,0,0,0,0.00141
1669916470,4,802,803,0,0,0,0.00141
1669916471,4,803,804,0,0,0,0.00141
1669916472,4,804,805,0,0,0,0.00141
1669916473,4,805,806,0,0,0,0.00141
1669916474,4,806,807,0,0,0,0.00141
1669916475,4,807,808,0,0,0,0.00141
1669916476,4,808,809,0,0,0,0.00141
1669916477,4,809,810,0,0,0,0.00141
1669916478,4,810,811,0,0,0,0.00141
1669916479,4,811,812,0,0,0,0.00141
1669916480,4,812,813,0,0,0,0.00141
1669916481,4,813,814,0,0,0,0.00141
1669916482,4,814,815,0,0,0,0.00141
1669916483,4,815,816,0,0,1,0.00141
1669916484,4,816,817,0,0,0,0.00283
1669916485,4,817,818,0,0,3,0.00283
1669916486,4,818,819,0,0,3,0.00283
1669916487,4,819,820,0,0,0,0.00283
1669916488,4,820,821,0,0,2,0.00283
1669916489,4,821,822,0,0,2,0.00283
1669916490,4,822,823,0,0,1,0.00141
1669916491,4,823,824,0,0,1,0.00283
1669916492,4,824,825,0,0,2,0.00283
1669916493,4,825,826,0,0,2,0.00283
1669916494,4,826,827,0,0,2,0.00283
1669916495,4,827,828,0,0,2,0.00283
1669916496,4,828,829,0,0,2,0.00283
1669916497,4,829,830,0,0,2,0.00283
1669916498,4,830,831,0,0,2,0.00283
1669916499,4,831,832,0,0,2,0.00283
1669916500,4,832,833,0.0636,0.522,2,0.00283
1669916501,4,833,834,0,0,2,0.00283
1669916502,4,834,835,0,0,2,0.00283
1669916503,4,835,836,0,0,3,0.00141
1669916504,4,836,837,0,0,2,0.00141
1669916505,4,837,838,0,0,3,0.00283
1669916506,4,838,839,0,0,2,0.00283
1669916507,4,839,840,0,0,2,0.00283
1669916508,4,840,841,0,0,2,0.00283
1669916509,4,841,842,0,0,3,0.00141
1669916510,4,842,843,0,0,3,0.00283
1669916511,4,843,844,0,0,2,0.00283
1669916512,4,844,845,0,0,3,0.00141
1669916513,4,845,846,0,0,3,0.00283
1669916514,4,846,847,0,0,2,0.00283
1669916515,4,847,848,0,0,3,0.00141
1669916516,4,848,849,0,0,3,0.00283
1669916517,4,849,850,0,0,2,0.00283
1669916518,4,850,851,0,0,2,0.00283
1669916519,4,851,852,0,0,3,0.00141
1669916520,4,852,853,0,0,3,0.00283
1669916521,4,853,854,0,0,2,0.00283
1669916522,4,854,855,0,0,3,0.00141
1669916523,4,855,856,0,0,1,0.00283
1669916524,4,856,857,0,0,4,0.00283
1669916525,4,857,858,0,0,2,0.00141
1669916526,4,858,859,0,0,1,0.00141
1669916527,4,859,860,0,0,1,0.00283
1669916528,4,860,861,0,0,1,0.00141
1669916529,4,861,862,0,0,1,0.00283
1669916530,4,862,863,0,0,2,0.00283
1669916531,4,863,864,0,0,1,0.00141
1669916532,4,864,865,0,0,1,0.00141
1669916533,4,865,866,0,0,2,0.00283
1669916534,4,866,867,0.0636,0.521,2,0.00283
1669916535,4,867,868,0,0,2,0.00283
1669916536,4,868,869,0,0,0,0.00283
1669916537,4,869,870,0,0,1,0.00283
1669916538,4,870,871,0,0,1,0.00141
1669916539,4,871,872,0,0,1,0.00141
1669916540,4,872,873,0,0,0,0.00141
1669916541,4,873,874,0,0,0,0.00141
1669916542,4,874,875,0,0,1,0.00141
1669916543,4,875,876,0,0,0,0.00141
1669916544,4,876,877,0,0,0,0.00141
1669916545,4,877,878,0,0,0,0.00141
1669916546,4,878,879,0,0,0,0.00141
1669916547,4,879,880,0,0,0,0.00141
1669916548,4,880,881,0,0,1,0.00141
1669916549,4,881,882,0,0,0,0.00141
1669916550,4,882,883,0,0,0,0.00141
1669916551,4,883,884,0,0,0,0.00141
1669916552,4,884,885,0,0,0,0.00141
1669916553,4,885,886,0,0,0,0.00141
1669916554,4,886,887,0,0,0,0.00141
1669916555,4,887,888,0,0,0,0.00141
1669916556,4,888,889,0,0,0,0.00141
1669916557,4,889,890,0,0,0,0.00141
1669916558,4,890,891,0,0,0,0.00141
1669916559,4,891,892,0,0,0,0.00141
1669916560,4,892,893,0,0,1,0.00283
1669916561,4,893,894,0,0,4,0.00283
1669916562,4,894,895,0,0,1,0.00141
1669916563,4,895,896,0,0,0,0.00141
1669916564,4,896,897,0,0,3,0.00283
1669916565,4,897,898,0,0,3,0.00141
1669916566,4,898,899,0,0,3,0.00283
1669916567,4,899,900,0,0,1,0.00283
1669916568,4,900,901,0,0,3,0.00141
1669916569,4,901,902,0,0,3,0.00283
1669916570,4,902,903,0,0,2,0.00283
1669916571,4,903,904,0,0,2,0.00283
1669916572,4,904,905,0.0636,0.521,2,0.00283
1669916573,4,905,906,0,0,3,0.00283
1669916574,4,906,907,0,0,1,0.00283
1669916575,4,907,908,0,0,2,0.00283
1669916576,4,908,909,0,0,1,0.00424
1669916577,4,909,910,0,0,1,0.00424
1669916578,4,910,911,0.0636,0.521,2,0.00424
1669916579,4,911,912,0,0,1,0.00424
1669916580,4,912,913,0,0,1,0.00566
1669916581,4,913,914,0,0,1,0.00283
1669916582,4,914,915,0,0,0,0.00283
1669916583,4,915,916,0,0,2,0.00283
1669916584,4,916,917,0,0,2,0.00283
1669916585,4,917,918,0,0,2,0.00283
1669916586,4,918,919,0,0,2,0.00283
1669916587,4,919,920,0.0636,0.521,2,0.00283
1669916588,4,920,921,0,0,1,0.00141
1669916589,4,921,922,0,0,2,0.00283
1669916590,4,922,923,0,0,1,0.00283
1669916591,4,923,924,0,0,2,0.00283
1669916592,4,924,925,0,0,1,0.00141
1669916593,4,925,926,0,0,1,0.00283
1669916594,4,926,927,0,0,2,0.00424
1669916595,4,927,928,0,0,2,0.00283
1669916596,4,928,929,0,0,1,0.00141
1669916597,4,929,930,0,0,2,0.00283
1669916598,4,930,931,0,0,1,0.00141
1669916599,4,931,932,0,0,1,0.00141
1669916600,4,932,933,0,0,1,0.00283
1669916601,4,933,934,0,0,1,0.00141
1669916602,4,934,935,0,0,0,0.00283
1669916603,4,935,936,0,0,3,0.00283
1669916604,4,936,937,0,0,0,0.00283
1669916605,4,937,938,0,0,3,0.00283
1669916606,4,938,939,0,0,2,0.00283
1669916607,4,939,940,0,0,2,0.00283
1669916608,4,940,941,0,0,0,0.00283
1669916609,4,941,942,0,0,1,0.00283
1669916610,4,942,943,0,0,2,0.00283
1669916611,4,943,944,0,0,2,0.00283
1669916612,4,944,945,0,0,0,0.00283
1669916613,4,945,946,0,0,1,0.00283
1669916614,4,946,947,0,0,4,0.00283
1669916615,4,947,948,0.0636,0.522,2,0.00283
1669916616,4,948,949,0,0,2,0.00283
1669916617,4,949,950,0,0,1,0.00141
1669916618,4,950,951,0,0,2,0.00141
1669916619,4,951,952,0,0,2,0.00141
1669916620,4,952,953,0,0,2,0.00141
1669916621,4,953,954,0,0,3,0.00283
1669916622,4,954,955,0,0,2,0.00283
1669916623,4,955,956,0,0,2,0.00283
1669916624,4,956,957,0,0,2,0.00283
1669916625,4,957,958,0,0,2,0.00283
1669916626,4,958,959,0,0,3,0.00141
1669916627,4,959,960,0,0,2,0.00141
1669916628,4,960,961,0,0,3,0.00283
1669916629,4,961,962,0,0,2,0.00283
1669916630,4,962,963,0,0,3,0.00141
1669916631,4,963,964,0,0,3,0.00283
1669916632,4,964,965,0,0,2,0.00283
1669916633,4,965,966,0,0,2,0.00283
1669916634,4,966,967,0,0,3,0.00141
1669916635,4,967,968,0,0,3,0.00283
1669916636,4,968,969,0,0,2,0.00283
1669916637,4,969,970,0,0,3,0.00141
1669916638,4,970,971,0,0,1,0.00283
1669916639,4,971,972,0,0,4,0.00283
1669916640,4,972,973,0,0,1,0.00141
1669916641,4,973,974,0,0,1,0.00141
1669916642,4,974,975,0,0,0,0.00141
1669916643,4,975,976,0,0,1,0.00141
1669916644,4,976,977,0,0,0,0.00141
1669916645,4,977,978,0,0,0,0.00141
1669916646,4,978,979,0,0,1,0.00141
1669916647,4,979,980,0,0,0,0.00141
1669916648,4,980,981,0,0,0,0.00141
1669916649,4,981,982,0,0,0,0.00141
1669916650,4,982,983,0,0,0,0.00141
1669916651,4,983,984,0,0,0,0.00141
1669916652,4,984,985,0,0,0,0.00141
1669916653,4,985,986,0,0,1,0.00141
1669916654,4,986,987,0,0,0,0.00141
1669916655,4,987,988,0,0,0,0.00141
1669916656,4,988,989,0,0,0,0.00141
1669916657,4,989,990,0,0,0,0.00141
1669916658,4,990,991,0,0,0,0.00141
1669916659,4,991,992,0,0,0,0.00141
1669916660,4,992,993,0,0,0,0.00141
1669916661,4,993,994,0,0,0,0.00141
1669916662,4,994,995,0,0,0,0.00141
1669916663,4,995,996,0,0,0,0.00141
1669916664,4,996,997,0,0,0,0.00141
1669916665,4,997,998,0,0,0,0.00141
1669916666,4,998,999,0,0,0,0.00141
1669916667,4,999,1000,0,0,0,0.00141
1669916668,4,1000,1001,0,0,1,0.00141
1669916669,4,1001,1002,0,0,0,0.00141
1669916670,4,1002,1003,0,0,0,0.00141
1669916671,4,1003,1004,0,0,0,0.00141
1669916672,4,1004,1005,0,0,0,0.00141
1669916673,4,1005,1006,0,0,0,0.00141
1669916674,4,1006,1007,0,0,0,0.00141
1669916675,4,1007,1008,0,0,0,0.00141
1669916676,4,1008,1009,0,0,0,0.00141
1669916677,4,1009,1010,0,0,0,0.00141
1669916678,4,1010,1011,0,0,0,0.00141
1669916679,4,1011,1012,0,0,0,0.00141
1669916680,4,1012,1013,0,0,0,0.00141
1669916681,4,1013,1014,0,0,0,0.00141
1669916682,4,1014,1015,0,0,0,0.00141
1669916683,4,1015,1016,0,0,0,0.00141
1669916684,4,1016,1017,0,0,0,0.00141
1669916685,4,1017,1018,0,0,0,0.00141
1669916686,4,1018,1019,0,0,0,0.00141
1669916687,4,1019,1020,0,0,0,0.00141
1669916688,4,1020,1021,0,0,0,0.00141
1669916689,4,1021,1022,0,0,0,0.00141
1669916690,4,1022,1023,0,0,0,0.00141
1669916691,4,1023,1024,0,0,0,0.00141
1669916692,4,1024,1025,0,0,0,0.00141
1669916693,4,1025,1026,0,0,0,0.00141
1669916694,4,1026,1027,0,0,0,0.00141
1669916695,4,1027,1028,0,0,0,0.00141
1669916696,4,1028,1029,0,0,1,0.00283
1669916697,4,1029,1030,0,0,3,0.00283
1669916698,4,1030,1031,0,0,2,0.00141
1669916699,4,1031,1032,0,0,1,0.00141
1669916700,4,1032,1033,0,0,2,0.00283
1669916701,4,1033,1034,0,0,3,0.00141
1669916702,4,1034,1035,0.0636,0.521,4,0.00141
1669916703,4,1035,1036,0,0,4,0.00141
1669916704,4,1036,1037,0,0,3,0.00283
1669916705,4,1037,1038,0,0,3,0.00141
1669916706,4,1038,1039,0,0,1,0.00141
1669916707,4,1039,1040,0,0,1,0.00141
1669916708,4,1040,1041,0,0,1,0.00283
1669916709,4,1041,1042,0,0,1,0.00566
1669916710,4,1042,1043,0,0,3,0.00283
1669916711,4,1043,1044,0,0,1,0.00141
1669916712,4,1044,1045,0,0,1,0.00283
1669916713,4,1045,1046,0,0,2,0.00283
1669916714,4,1046,1047,0,0,2,0.00283
1669916715,4,1047,1048,0,0,2,0.00283
1669916716,4,1048,1049,0,0,2,0.00283
1669916717,4,1049,1050,0,0,2,0.00283
1669916718,4,1050,1051,0,0,2,0.00283
1669916719,4,1051,1052,0.0636,0.521,3,0.00141
1669916720,4,1052,1053,0,0,2,0.00141
1669916721,4,1053,1054,0,0,1,0.00141
1669916722,4,1054,1055,0,0,3,0.00283
1669916723,4,1055,1056,0,0,2,0.00283
1669916724,4,1056,1057,0,0,2,0.00283
1669916725,4,1057,1058,0,0,2,0.00283
1669916726,4,1058,1059,0,0,2,0.00283
1669916727,4,1059,1060,0,0,3,0.00141
1669916728,4,1060,1061,0,0,2,0.00283
1669916729,4,1061,1062,0,0,2,0.00283
1669916730,4,1062,1063,0,0,1,0.00141
1669916731,4,1063,1064,0,0,1,0.00141
1669916732,4,1064,1065,0,0,0,0.00141
1669916733,4,1065,1066,0,0,1,0.00141
1669916734,4,1066,1067,0,0,2,0.00141
1669916735,4,1067,1068,0,0,1,0.00141
1669916736,4,1068,1069,0,0,3,0.00283
1669916737,4,1069,1070,0,0,2,0.00283
1669916738,4,1070,1071,0,0,2,0.00283
1669916739,4,1071,1072,0,0,3,0.00141
1669916740,4,1072,1073,0,0,2,0.00283
1669916741,4,1073,1074,0,0,0,0.00424
1669916742,4,1074,1075,0,0,1,0.00141
1669916743,4,1075,1076,0,0,1,0.00141
1669916744,4,1076,1077,0,0,0,0.00141
1669916745,4,1077,1078,0,0,1,0.00141
1669916746,4,1078,1079,0,0,0,0.00141
1669916747,4,1079,1080,0,0,0,0.00141
1669916748,4,1080,1081,0,0,0,0.00141
1669916749,4,1081,1082,0,0,0,0.00141
1669916750,4,1082,1083,0,0,0,0.00141
1669916751,4,1083,1084,0,0,1,0.00141
1669916752,4,1084,1085,0,0,0,0.00141
1669916753,4,1085,1086,0,0,0,0.00141
1669916754,4,1086,1087,0,0,0,0.00141
1669916755,4,1087,1088,0,0,0,0.00141
1669916756,4,1088,1089,0,0,0,0.00141
1669916757,4,1089,1090,0,0,0,0.00141
1669916758,4,1090,1091,0,0,0,0.00141
1669916759,4,1091,1092,0,0,0,0.00141
1669916760,4,1092,1093,0,0,1,0.00141
1669916761,4,1093,1094,0,0,0,0.00141
1669916762,4,1094,1095,0,0,0,0.00141
1669916763,4,1095,1096,0,0,0,0.00141
1669916764,4,1096,1097,0,0,0,0.00141
1669916765,4,1097,1098,0,0,0,0.00141
1669916766,4,1098,1099,0,0,0,0.00141
1669916767,4,1099,1100,0,0,0,0.00141
1669916768,4,1100,1101,0,0,0,0.00141
1669916769,4,1101,1102,0,0,0,0.00141
1669916770,4,1102,1103,0,0,0,0.00141
1669916771,4,1103,1104,0,0,0,0.00141
1669916772,4,1104,1105,0,0,0,0.00141
1669916773,4,1105,1106,0,0,0,0.00141
1669916774,4,1106,1107,0,0,0,0.00141
1669916775,4,1107,1108,0,0,0,0.00141
1669916776,4,1108,1109,0,0,0,0.00141
1669916777,4,1109,1110,0,0,0,0.00141
1669916778,4,1110,1111,0,0,0,0.00141
1669916779,4,1111,1112,0,0,0,0.00141
1669916780,4,1112,1113,0,0,1,0.00141
1669916781,4,1113,1114,0,0,0,0.00141
1669916782,4,1114,1115,0,0,0,0.00141
1669916783,4,1115,1116,0,0,0,0.00141
1669916784,4,1116,1117,0,0,0,0.00141
1669916785,4,1117,1118,0,0,0,0.00141
1669916786,4,1118,1119,0,0,0,0.00141
1669916787,4,1119,1120,0,0,0,0.00141
1669916788,4,1120,1121,0,0,0,0.00141
1669916789,4,1121,1122,0,0,0,0.00141
1669916790,4,1122,1123,0,0,0,0.00141
1669916791,4,1123,1124,0,0,0,0.00141
1669916792,4,1124,1125,0,0,0,0.00141
1669916793,4,1125,1126,0,0,0,0.00141
1669916794,4,1126,1127,0,0,0,0.00141
1669916795,4,1127,1128,0,0,0,0.00141
1669916796,4,1128,1129,0,0,0,0.00141
1669916797,4,1129,1130,0,0,0,0.00141
1669916798,4,1130,1131,0,0,0,0.00141
1669916799,4,1131,1132,0,0,0,0.00141
1669916800,4,1132,1133,0,0,0,0.00141
1669916801,4,1133,1134,0,0,0,0.00141
1669916802,4,1134,1135,0,0,0,0.00141
1669916803,4,1135,1136,0,0,0,0.00141
1669916804,4,1136,1137,0,0,0,0.00141
1669916805,4,1137,1138,0,0,0,0.00141
1669916806,4,1138,1139,0,0,0,0.00141
1669916807,4,1139,1140,0,0,0,0.00141
1669916808,4,1140,1141,0,0,0,0.00141
1669916809,4,1141,1142,0,0,0,0.00141
1669916810,4,1142,1143,0,0,0,0.00141
1669916811,4,1143,1144,0,0,0,0.00141
1669916812,4,1144,1145,0,0,0,0.00141
1669916813,4,1145,1146,0,0,0,0.00141
1669916814,4,1146,1147,0,0,0,0.00141
1669916815,4,1147,1148,0,0,0,0.00141
1669916816,4,1148,1149,0,0,0,0.00141
1669916817,4,1149,1150,0,0,0,0.00141
1669916818,4,1150,1151,0,0,0,0.00141
1669916819,4,1151,1152,0,0,2,0.00141
1669916820,4,1152,1153,0.0636,0.521,5,0.00283
1669916821,4,1153,1154,0,0,3,0.00283
1669916822,4,1154,1155,0,0,4,0.00283
1669916823,4,1155,1156,0,0,2,0.00283
1669916824,4,1156,1157,0,0,4,0.00283
1669916825,4,1157,1158,0,0,3,0.00141
1669916826,4,1158,1159,0,0,3,0.00283
1669916827,4,1159,1160,0,0,3,0.00141
1669916828,4,1160,1161,0,0,1,0.00141
1669916829,4,1161,1162,0,0,0,0.00141
1669916830,4,1162,1163,0,0,1,0.00141
1669916831,4,1163,1164,0,0,0,0.00141
1669916832,4,1164,1165,0,0,0,0.00141
1669916833,4,1165,1166,0,0,1,0.00141
1669916834,4,1166,1167,0,0,0,0.00141
1669916835,4,1167,1168,0,0,0,0.00141
1669916836,4,1168,1169,0,0,0,0.00141
1669916837,4,1169,1170,0,0,0,0.00141
1669916838,4,1170,1171,0,0,0,0.00141
1669916839,4,1171,1172,0,0,0,0.00141
1669916840,4,1172,1173,0,0,1,0.00141
1669916841,4,1173,1174,0,0,0,0.00141
1669916842,4,1174,1175,0,0,0,0.00141
1669916843,4,1175,1176,0,0,0,0.00141
1669916844,4,1176,1177,0,0,0,0.00141
1669916845,4,1177,1178,0,0,0,0.00141
1669916846,4,1178,1179,0,0,0,0.00141
1669916847,4,1179,1180,0,0,0,0.00141
1669916848,4,1180,1181,0,0,0,0.00141
1669916849,4,1181,1182,0,0,0,0.00141
1669916850,4,1182,1183,0,0,0,0.00141
1669916851,4,1183,1184,0,0,0,0.00141
1669916852,4,1184,1185,0,0,0,0.00141
1669916853,4,1185,1186,0,0,1,0.00141
1669916854,4,1186,1187,0,0,0,0.00141
1669916855,4,1187,1188,0,0,0,0.00141
1669916856,4,1188,1189,0,0,0,0.00141
1669916857,4,1189,1190,0,0,0,0.00141
