Time,UE cc,UE pci,UE rsrp,UE pl,UE cfo [mili],UE DL mcs,UE DL snr,UE DL iter_dl,UE DL brate [Mbps],UE DL bler [%],UE DL ta_us,UE UL mcs,UE UL buff [kilo],UE UL brate [Mbps],UE UL bler [%]
1670626478,0,1,-87,87,27,5,40,1,0.0029,0,2.6,0,31,279,0
1670626479,0,1,-87,87,4.6,4,40,1,0.015,0,2.6,19,0,0.13,0
1670626480,0,1,-87,87,5.2,0,40,0,0,0,2.6,0,0,0,0
1670626481,0,1,-87,87,5,15,40,1,0.0042,0,2.6,15,0,0.022,0
1670626482,0,1,-87,87,5.1,0,40,0,0,0,2.6,0,0,0,0
1670626483,0,1,-87,87,5.2,13,40,1,0.012,0,2.6,16,159,0.042,0
1670626484,0,1,-87,87,6.1,12,40,1,0.012,0,2.6,21,0,4.6,0
1670626485,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,17,7,0
1670626486,0,1,-87,87,6.7,0,40,0,0,0,2.6,23,0,12,0
1670626487,0,1,-87,87,6.2,0,40,0,0,0,2.6,23,17,14,0
1670626488,0,1,-87,87,6.1,0,40,0,0,0,2.6,23,16,7.4,0
1670626489,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,17,9.7,0
1670626490,0,1,-87,87,6,0,40,0,0,0,2.6,23,17,7.5,0
1670626491,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,0,7.8,0
1670626492,0,1,-87,87,5.7,0,40,0,0,0,2.6,23,17,8.2,0
1670626493,0,1,-87,87,5.3,0,40,0,0,0,2.6,22,17,8.6,0
1670626494,0,1,-87,87,5.2,0,40,0,0,0,2.6,23,25,7,0
1670626495,0,1,-87,87,5.6,0,40,0,0,0,2.6,22,19,7,0
1670626496,0,1,-87,87,6.1,0,40,0,0,0,2.6,23,37,7.8,0
1670626497,0,1,-87,87,6.6,0,40,0,0,0,2.6,22,2.1,9.5,0
1670626498,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,22,7.3,0
1670626499,0,1,-87,87,5.7,0,40,0,0,0,2.6,22,17,8.1,0
1670626500,0,1,-87,87,6.3,0,40,0,0,0,2.6,23,25,9,0
1670626501,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,41,7.9,0
1670626502,0,1,-87,87,5.7,0,40,0,0,0,2.6,22,0,8.2,0
1670626503,0,1,-87,87,5.5,0,40,0,0,0,2.6,22,17,8.8,0
1670626504,0,1,-87,87,5.9,0,40,0,0,0,2.6,22,8.3,7.9,0
1670626505,0,1,-87,87,6.2,0,40,0,0,0,2.6,22,8.3,9.6,0
1670626506,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,8.3,8.7,0
1670626507,0,1,-87,87,5.3,0,40,0,0,0,2.6,23,0,9.2,0
1670626508,0,1,-87,87,5.7,0,40,0,0,0,2.6,22,0,7.3,0
1670626509,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,0,8.6,0
1670626510,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,8.3,8.8,0
1670626511,0,1,-87,87,6.3,0,40,0,0,0,2.6,22,21,8.3,0
1670626512,0,1,-87,87,6.3,0,40,0,0,0,2.6,23,0,9,0
1670626513,0,1,-87,87,5.9,0,40,0,0,0,2.6,23,1.5,9,0
1670626514,0,1,-87,87,5.8,0,40,0,0,0,2.6,22,7.8,8.1,0
1670626515,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,0,7.8,0
1670626516,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,7.8,7.6,0
1670626517,0,1,-87,87,6,0,40,0,0,0,2.6,22,0,7.6,0
1670626518,0,1,-87,87,6.2,0,40,0,0,0,2.6,23,0,7.6,0
1670626519,0,1,-87,87,5.4,0,40,0,0,0,2.6,22,17,9,0
1670626520,0,1,-87,87,5.6,0,40,0,0,0,2.6,22,17,8.1,0
1670626521,0,1,-87,87,5.8,0,40,0,0,0,2.6,22,0,7.2,0
1670626522,0,1,-87,87,5.3,0,40,0,0,0,2.6,22,0,7.9,0
1670626523,0,1,-87,87,6.1,0,40,0,0,0,2.6,23,17,8.4,0
1670626524,0,1,-87,87,6.1,0,40,0,0,0,2.6,23,0,8.3,0
1670626525,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,17,7.1,0
1670626526,0,1,-87,87,6.8,0,40,0,0,0,2.6,22,17,6.3,0
1670626527,0,1,-87,87,5.7,0,40,0,0,0,2.6,22,0,9,0
1670626528,0,1,-87,87,6,0,40,0,0,0,2.6,23,17,8.7,0
1670626529,0,1,-87,87,6.6,0,40,0,0,0,2.6,22,17,8.6,0
1670626530,0,1,-87,87,6.9,0,40,0,0,0,2.6,22,17,7.4,0
1670626531,0,1,-87,87,6.3,0,40,0,0,0,2.6,23,11,8,0
1670626532,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,17,8.9,0
1670626533,0,1,-87,87,6.2,0,40,0,0,0,2.6,23,22,8.1,0
1670626534,0,1,-87,87,6.6,0,40,0,0,0,2.6,22,8.3,8.9,0
1670626535,0,1,-87,87,5.5,0,40,0,0,0,2.6,22,0,8.1,0
