Time,Number,Longitude,Latitude,Altitude,Voltage,Battery Level,Fix,Number of Satellites,UE cc,UE pci,UE rsrp,UE pl,UE cfo [mili],UE DL mcs,UE DL snr,UE DL iter_dl,UE DL brate [Mbps],UE DL bler [%],UE DL ta_us,UE UL mcs,UE UL buff [kilo],UE UL brate [Mbps],UE UL bler [%],eNB rnti,eNB DL cqi,eNB DL ri,eNB DL mcs,eNB DL brate [Mbps],eNB DL ACK,eNB DL NACK,eNB DL NACK:ACK [%],eNB UL pusch,eNB UL pucch,eNB UL phr,eNB UL mcs,eNB UL brate [Mbps],eNB UL ACK,eNB UL NACK,eNB UL NACK:ACK [%],eNB UL bsr [kilo]
1670626824,332,-78.6970194,35.7296084,50.009,12.193,41,6,10,0,1,-87,87,6,0,40,0,0,0,2.6,22,17,8.3,0,46,15,0,0,0,0,0,0,58.7,35.6,40,22,9.2,82,0,0,0
1670626825,333,-78.6970186,35.7295636,50.009,12.193,41,6,10,0,1,-87,87,5.9,0,40,0,0,0,2.6,23,0,7.5,0,46,15,2,0,0,0,0,0,58.8,21.4,40,23,7.5,65,0,0,0
1670626826,334,-78.6970179,35.7295189,50.006,12.193,41,6,10,0,1,-87,87,6.2,0,40,0,0,0,2.6,22,0,8.2,0,46,15,2,0,0,0,0,0,58.7,28,40,22,8.6,75,0,0,0
1670626827,335,-78.6970171,35.729474,50.006,12.193,41,6,10,0,1,-87,87,5,0,40,0,0,0,2.6,22,0,8,0,46,15,0,0,0,0,0,0,58.3,24.3,40,22,7.6,73,0,0,0
1670626828,336,-78.6970164,35.7294294,50.006,12.193,41,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,0,8.7,0,46,15,2,0,0,0,0,0,58.5,35.1,40,23,8.6,79,0,0,0
1670626829,337,-78.6970156,35.7293845,50.006,12.193,40,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,0,7.2,0,46,15,0,0,0,0,0,0,58.5,36,40,22,7,65,0,0,6.92
1670626830,338,-78.6970148,35.7293398,50.005,12.193,40,6,10,0,1,-87,87,5.7,0,40,0,0,0,2.6,22,17,12,0,46,15,2,0,0,0,0,0,57.7,29.8,40,22,9.7,79,0,0,6.36
1670626831,339,-78.697014,35.7292949,50.003,12.193,40,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,23,0,9.3,0,46,15,0,0,0,0,0,0,58.5,34.8,40,23,10,81,0,0,0
1670626832,340,-78.6970132,35.7292502,50.004,12.193,40,6,10,0,1,-87,87,5.6,0,40,0,0,0,2.6,22,16,7.9,0,46,15,2,0,0,0,0,0,58.3,35.3,40,22,9.1,76,0,0,0
1670626833,341,-78.6970124,35.7292052,50.003,12.193,40,6,10,0,1,-87,87,7.2,0,40,0,0,0,2.6,22,17,9.3,0,46,15,0,0,0,0,0,0,58.5,26.4,40,22,8.5,72,0,0,0
1670626834,342,-78.6970116,35.7291604,50.003,12.193,40,6,10,0,1,-87,87,6,0,40,0,0,0,2.6,22,17,7.4,0,46,15,2,0,0,0,0,0,58.5,30.8,40,22,7.8,71,0,0,4.85
1670626835,343,-78.6970109,35.7291155,50.003,12.193,39,6,10,0,1,-87,87,6,0,40,0,0,0,2.6,23,0,7.4,0,46,15,2,0,0,0,0,0,58.4,31.4,40,22,8.6,76,0,0,0
1670626836,344,-78.6970101,35.7290707,50.006,12.193,39,6,10,0,1,-87,87,6.8,0,40,0,0,0,2.6,22,8.3,9,0,46,15,0,0,0,0,0,0,58.6,35.3,40,23,7.7,69,0,0,8.79
1670626837,345,-78.6970093,35.7290258,50.005,12.193,39,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,22,17,8.9,0,46,15,2,0,0,0,0,0,58.2,28.5,40,22,8.1,75,0,0,0
1670626838,346,-78.6970085,35.728981,50.002,12.193,39,6,10,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,0,7.9,0,46,15,0,0,0,0,0,0,57.7,22.3,40,22,8.5,82,0,0,0
1670626839,347,-78.6970077,35.7289361,49.999,12.193,39,6,10,0,1,-87,87,6,0,40,0,0,0,2.6,23,5,7.6,0,46,15,2,0,0,0,0,0,58.7,30.8,40,22,8.1,73,0,0,0
1670626840,348,-78.697007,35.7288912,49.998,12.193,38,6,10,0,1,-87,87,5.8,0,40,0,0,0,2.6,22,8.3,11,0,46,15,0,0,0,0,0,0,58.9,29.9,40,23,9,70,0,0,195
1670626841,349,-78.6970064,35.7288575,50,12.193,38,6,10,0,1,-87,87,6.9,0,40,0,0,0,2.6,22,17,10,0,46,15,2,0,0,0,0,0,58.2,35.5,40,22,10,72,0,0,0
1670626842,350,-78.6970057,35.7288125,50,12.193,38,6,10,0,1,-87,87,6,0,40,0,0,0,2.6,23,16,7.6,0,46,15,0,0,0,0,0,0,58.6,31.8,40,22,11,71,0,0,0
1670626843,351,-78.6970047,35.7287564,50,12.193,38,6,10,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,25,9.5,0,46,15,2,0,0,0,0,0,58.5,32.2,40,22,7.5,65,0,0,0
1670626844,352,-78.6970039,35.7287115,50.002,12.193,38,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,17,8.4,0,46,15,0,0,0,0,0,0,58.7,24.3,40,23,8.1,71,0,0,16.7
1670626845,353,-78.6970031,35.7286666,50.003,12.193,38,6,10,0,1,-87,87,6,0,40,0,0,0,2.6,23,17,8.7,0,46,15,2,0,0,0,0,0,58.1,20.1,40,22,9.3,90,0,0,0
1670626846,354,-78.6970023,35.7286216,50.002,12.193,37,6,10,0,1,-87,87,5.7,0,40,0,0,0,2.6,23,7.8,7.8,0,46,15,2,0,0,0,0,0,58.4,36.1,40,22,8.5,79,0,0,0
1670626847,355,-78.6970018,35.728588,50.003,12.193,37,6,10,0,1,-87,87,5.5,0,40,0,0,0,2.6,22,17,8.1,0,46,15,0,0,0,0,0,0,58,36,40,22,8.2,80,0,0,0
1670626848,356,-78.697001,35.7285429,50.003,12.193,37,6,10,0,1,-87,87,6.8,0,40,0,0,0,2.6,22,17,8.4,0,46,15,2,0,0,0,0,0,58.2,29.5,40,22,7.6,73,0,0,0
1670626849,357,-78.697,35.7284868,50.005,12.193,37,6,10,0,1,-87,87,5,0,40,0,0,0,2.6,22,17,6.9,0,46,15,0,0,0,0,0,0,58.6,25.8,40,23,6.6,58,0,0,23.6
1670626850,358,-78.6969993,35.7284419,50.006,12.193,37,6,10,0,1,-87,87,6.2,0,40,0,0,0,2.6,23,0,7.4,0,46,15,2,0,0,0,0,0,58.6,30.5,40,23,8.3,73,0,0,0
1670626851,359,-78.6969985,35.728397,50.006,12.193,37,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,17,7.6,0,46,15,0,0,0,0,0,0,58.5,28.2,40,22,6.8,61,0,0,4.82
1670626852,360,-78.6969979,35.7283632,50.004,12.193,36,6,10,0,1,-87,87,7,0,40,0,0,0,2.6,22,17,7.9,0,46,15,2,0,0,0,0,0,58.2,29,40,22,8.4,80,0,0,0
1670626853,361,-78.6969971,35.7283183,50.003,12.193,36,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,17,7.8,0,46,15,2,0,0,0,0,0,58.8,30.8,40,23,7.8,71,0,0,0
1670626854,362,-78.6969963,35.7282733,50.005,12.193,36,6,10,0,1,-87,87,6.9,0,40,0,0,0,2.6,23,17,7.6,0,46,15,0,0,0,0,0,0,58.5,36.3,40,22,7.9,72,0,0,0
1670626855,363,-78.6969955,35.7282284,50.004,12.193,36,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,22,17,8.7,0,46,15,2,0,0,0,0,0,58.2,35.8,40,22,8.1,75,0,0,499
1670626856,364,-78.6969947,35.7281834,50.003,12.193,36,6,10,0,1,-87,87,5.7,0,40,0,0,0,2.6,22,17,7.2,0,46,15,0,0,0,0,0,0,58.6,35.4,40,22,8.2,75,0,0,0
1670626857,365,-78.6969939,35.7281272,50.002,12.193,35,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,14,7.6,0,46,15,2,0,0,0,0,0,57.9,24.3,40,22,7.8,76,0,0,0
1670626858,366,-78.6969933,35.7280935,50.003,12.193,35,6,10,0,1,-87,87,5.2,0,40,0,0,0,2.6,22,0,7.9,0,46,15,2,0,0,0,0,0,57.7,30,40,22,7.8,77,0,0,0
1670626859,367,-78.6969925,35.7280485,50.003,12.193,35,6,10,0,1,-87,87,6.6,0,40,0,0,0,2.6,23,17,7.7,0,46,15,0,0,0,0,0,0,58.4,31.5,40,23,6.6,61,0,0,4.31
1670626860,368,-78.6969918,35.7280035,50.002,12.193,35,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,23,17,7.8,0,46,15,2,0,0,0,0,0,58.9,24.3,40,23,7.5,67,0,0,23.6
1670626861,369,-78.696991,35.7279585,50.003,12.193,35,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,17,7.6,0,46,15,0,0,0,0,0,0,59,20.3,40,23,7.6,64,0,0,17.9
1670626862,370,-78.6969902,35.7279136,50.004,12.193,35,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,22,8,0,46,15,2,0,0,0,0,0,58.8,29.7,40,22,9.4,83,0,0,0
1670626863,371,-78.6969894,35.7278686,50,12.193,34,6,10,0,1,-87,87,5.9,0,40,0,0,0,2.6,22,25,7.8,0,46,15,2,0,0,0,0,0,58.3,30.3,40,22,7.7,75,0,0,0
1670626864,372,-78.6969886,35.7278237,49.999,12.193,34,6,10,0,1,-87,87,5.5,0,40,0,0,0,2.6,22,17,8.5,0,46,15,0,0,0,0,0,0,58.7,26.4,40,23,8.7,78,0,0,0
1670626865,373,-78.6969878,35.7277787,50,12.193,34,6,10,0,1,-87,87,5.6,0,40,0,0,0,2.6,23,27,7.2,0,46,15,2,0,0,0,0,0,58.4,31.4,40,22,7.4,66,0,0,858
1670626866,374,-78.696987,35.7277338,50,12.193,34,6,10,0,1,-87,87,6.2,0,40,0,0,0,2.6,22,5,8.4,0,46,15,0,0,0,0,0,0,58.7,29.1,40,23,8.7,76,0,0,0
1670626867,375,-78.6969863,35.7276888,50,12.193,34,6,10,0,1,-87,87,6.2,0,40,0,0,0,2.6,23,19,8.1,0,46,15,2,0,0,0,0,0,58.2,30.4,40,22,8.7,85,0,0,0
1670626868,376,-78.6969855,35.727644,50,12.193,33,6,10,0,1,-87,87,6,0,40,0,0,0,2.6,23,14,8,0,46,15,0,0,0,0,0,0,58.9,24,40,23,7.6,67,0,0,0
1670626869,377,-78.6969848,35.727599,49.998,12.193,33,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,23,14,8.7,0,46,15,2,0,0,0,0,0,58.4,34.9,40,23,8.2,75,0,0,0
1670626870,378,-78.696984,35.7275541,50,12.193,33,6,10,0,1,-87,87,8.3,0,40,0,0,0,2.6,22,17,11,0,46,15,2,0,0,0,0,0,58,29.9,40,22,8.5,72,0,0,1.73
1670626871,379,-78.6969833,35.727509,50.001,12.193,33,6,10,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,17,11,0,46,15,0,0,0,0,0,0,57.9,34.9,40,22,9.8,65,0,0,6.36
1670626872,380,-78.6969826,35.7274641,50.002,12.193,33,6,10,0,1,-87,87,6.9,0,40,0,0,0,2.6,22,8.3,9.9,0,46,15,0,0,0,0,0,0,58.1,36.9,40,22,12,80,0,0,0
1670626873,381,-78.6969818,35.727419,50.003,12.193,33,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,22,19,8,0,46,15,2,0,0,0,0,0,58.8,30.5,40,23,9.7,82,0,0,0
1670626874,382,-78.696981,35.7273741,50.004,12.193,32,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,8.3,8.2,0,46,15,2,0,0,0,0,0,58,30.3,40,22,7.3,69,0,0,0
1670626875,383,-78.6969802,35.7273291,50.003,12.193,32,6,10,0,1,-87,87,6.2,0,40,0,0,0,2.6,22,17,9,0,46,15,0,0,0,0,0,0,58,30,40,22,8.4,81,0,0,0
1670626876,384,-78.6969794,35.7272842,50.003,12.193,32,6,10,0,1,-87,87,6.6,0,40,0,0,0,2.6,22,8.3,8.4,0,46,15,2,0,0,0,0,0,58,35.6,40,22,8.9,82,0,0,0
1670626877,385,-78.6969786,35.7272393,50.003,12.193,32,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,17,8.5,0,46,15,0,0,0,0,0,0,58.8,31,40,23,7.8,69,0,0,0
1670626878,386,-78.6969779,35.7271945,50.007,12.193,32,6,10,0,1,-87,87,5.9,0,40,0,0,0,2.6,22,14,7.7,0,46,15,2,0,0,0,0,0,58.2,27.6,40,22,8.4,80,0,0,0
1670626879,387,-78.6969771,35.7271494,50.006,12.193,31,6,10,0,1,-87,87,5.7,0,40,0,0,0,2.6,22,17,7.6,0,46,15,0,0,0,0,0,0,58.9,27.9,40,23,7.6,69,0,0,0
1670626880,388,-78.6969763,35.7271046,50.006,12.193,31,6,10,0,1,-87,87,5.9,0,40,0,0,0,2.6,23,0,7.3,0,46,15,2,0,0,0,0,0,58.7,31.3,40,22,8.6,76,0,0,0
1670626881,389,-78.6969755,35.7270596,50.006,12.193,31,6,10,0,1,-87,87,6.8,0,40,0,0,0,2.6,22,8.3,8.8,0,46,15,2,0,0,0,0,0,58,27.5,40,22,7.6,73,0,0,0
1670626882,390,-78.6969748,35.7270146,50.006,12.193,31,6,10,0,1,-87,87,6.9,0,40,0,0,0,2.6,22,25,8.2,0,46,15,0,0,0,0,0,0,58.7,25.2,40,22,7.9,70,0,0,0
1670626883,391,-78.6969741,35.7269696,50.006,12.193,31,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,7.8,8.6,0,46,15,2,0,0,0,0,0,57.9,29.1,40,22,8.9,84,0,0,0
1670626884,392,-78.6969734,35.7269247,50.006,12.193,31,6,10,0,1,-87,87,6.6,0,40,0,0,0,2.6,22,0,8.1,0,46,15,0,0,0,0,0,0,58.4,28.6,40,22,8.1,74,0,0,0
1670626885,393,-78.6969726,35.7268798,50.007,12.193,30,6,10,0,1,-87,87,5.8,0,40,0,0,0,2.6,22,17,8.2,0,46,15,2,0,0,0,0,0,58.5,27.4,40,22,8.1,73,0,0,0
1670626886,394,-78.6969718,35.7268348,50.004,12.193,30,6,10,0,1,-87,87,5.9,0,40,0,0,0,2.6,22,0,7.6,0,46,15,2,0,0,0,0,0,58.7,22.7,40,23,8.3,72,0,0,0
1670626887,395,-78.696971,35.7267899,50.002,12.193,30,6,10,0,1,-87,87,6.2,0,40,0,0,0,2.6,22,17,8,0,46,15,0,0,0,0,0,0,58.5,31.4,40,22,7.3,66,0,0,0
1670626888,396,-78.6969702,35.7267449,50.002,12.193,30,6,10,0,1,-87,87,6.6,0,40,0,0,0,2.6,23,17,8.4,0,46,15,2,0,0,0,0,0,58.7,27.2,40,22,8.9,81,0,0,0
1670626889,397,-78.6969694,35.7267,50.003,12.193,30,6,10,0,1,-87,87,5.9,0,40,0,0,0,2.6,22,0,8.9,0,46,15,0,0,0,0,0,0,58.6,35,40,22,8.9,77,0,0,0
1670626890,398,-78.6969687,35.7266549,50.002,12.193,29,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,16,8.1,0,46,15,2,0,0,0,0,0,58.9,21.2,40,22,8.1,69,0,0,0
1670626891,399,-78.6969679,35.7266101,50.001,12.193,29,6,10,0,1,-87,87,6.6,0,40,0,0,0,2.6,22,17,7.8,0,46,15,0,0,0,0,0,0,58.5,34.9,40,22,7.8,71,0,0,0
1670626892,400,-78.6969672,35.7265651,50,12.193,29,6,10,0,1,-87,87,5.3,0,40,0,0,0,2.6,23,0,8,0,46,15,2,0,0,0,0,0,57.6,23.2,40,22,7.4,76,0,0,4.82
1670626893,401,-78.6969664,35.7265202,49.999,12.193,29,6,10,0,1,-87,87,5.4,0,40,0,0,0,2.6,22,0,7.8,0,46,15,2,0,0,0,0,0,58.7,28.1,40,22,8.5,76,0,0,0
1670626894,402,-78.6969657,35.7264751,49.997,12.193,29,6,10,0,1,-87,87,5.3,0,40,0,0,0,2.6,23,17,7.7,0,46,15,0,0,0,0,0,0,58.5,29.5,40,22,7.3,69,0,0,6.1
1670626895,403,-78.6969649,35.7264302,49.997,12.193,29,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,17,7.5,0,46,15,2,0,0,0,0,0,58.6,26.1,40,22,7.2,64,0,0,15
1670626896,404,-78.6969642,35.7263852,49.996,12.193,28,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,22,17,10,0,46,15,0,0,0,0,0,0,58.7,35.4,40,23,10,90,0,0,0
1670626897,405,-78.6969633,35.7263403,49.997,12.193,28,6,10,0,1,-87,87,6.5,0,40,0,0,0,2.6,23,0,7.5,0,46,15,2,0,0,0,0,0,58.3,26.9,40,22,7.5,68,0,0,4.82
1670626898,406,-78.6969625,35.7262952,49.997,12.193,28,6,10,0,1,-87,87,6.5,0,40,0,0,0,2.6,23,22,6.8,0,46,15,2,0,0,0,0,0,58.7,23.5,40,23,8,70,0,0,5.11
1670626899,407,-78.6969617,35.7262503,49.997,12.193,28,6,10,0,1,-87,87,6.2,0,40,0,0,0,2.6,23,17,8.3,0,46,15,0,0,0,0,0,0,58.8,31,40,23,8.8,80,0,0,0
1670626900,408,-78.696961,35.7262053,49.997,12.193,28,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,23,41,8.3,0,46,15,2,0,0,0,0,0,58.8,35,40,23,8.8,78,0,0,0
1670626901,409,-78.6969603,35.7261604,49.997,12.193,28,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,23,17,10,0,46,15,0,0,0,0,0,0,58.9,28.4,40,23,7.8,66,0,0,826
1670626902,410,-78.6969595,35.7261154,49.999,12.193,27,6,10,0,1,-87,87,5.9,0,40,0,0,0,2.6,22,0,7.8,0,46,15,2,0,0,0,0,0,58.5,36.3,40,23,8.6,79,0,0,8.79
1670626903,411,-78.6969587,35.7260705,49.998,12.193,27,6,10,0,1,-87,87,5.7,0,40,0,0,0,2.6,23,35,6.8,0,46,15,0,0,0,0,0,0,58.2,35.9,40,22,8.5,82,0,0,0
1670626904,412,-78.6969579,35.7260255,49.999,12.193,27,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,23,0,9.7,0,46,15,2,0,0,0,0,0,58.8,27.4,40,23,7.9,69,0,0,0
1670626905,413,-78.6969572,35.7259807,50.001,12.193,27,6,10,0,1,-87,87,5.9,0,40,0,0,0,2.6,22,15,7.5,0,46,15,2,0,0,0,0,0,58.7,32.1,40,23,7.5,65,0,0,26.5
1670626906,414,-78.6969565,35.7259358,50.001,12.193,27,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,25,8.9,0,46,15,0,0,0,0,0,0,58.5,35.1,40,22,9.5,87,0,0,0
1670626907,415,-78.6969557,35.7258909,50.003,12.193,26,6,10,0,1,-87,87,5.9,0,40,0,0,0,2.6,22,3.6,8.3,0,46,15,2,0,0,0,0,0,58.7,24.3,40,23,8.1,75,0,0,0
1670626908,416,-78.6969552,35.7258572,50.003,12.193,26,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,9.3,8,0,46,15,0,0,0,0,0,0,58,25.5,40,22,8,78,0,0,0
1670626909,417,-78.6969544,35.7258122,50.002,12.193,26,6,10,0,1,-87,87,6.2,0,40,0,0,0,2.6,22,25,8.8,0,46,15,2,0,0,0,0,0,58,29.8,40,22,7.8,75,0,0,0
1670626910,418,-78.6969535,35.7257561,50,12.193,26,6,10,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,17,9.3,0,46,15,2,0,0,0,0,0,58.4,35.5,40,22,8.9,81,0,0,0
1670626911,419,-78.6969529,35.7257223,50,12.193,26,6,10,0,1,-87,87,5.7,0,40,0,0,0,2.6,22,0,7.9,0,46,15,0,0,0,0,0,0,58.7,35.5,40,23,9.1,81,0,0,0
1670626912,420,-78.6969522,35.7256775,50.003,12.193,26,6,10,0,1,-87,87,5.8,0,40,0,0,0,2.6,23,17,7.7,0,46,15,2,0,0,0,0,0,57.9,30.3,40,22,7.8,77,0,0,0
1670626913,421,-78.6969514,35.7256324,50.003,12.193,25,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,22,5,7.5,0,46,15,0,0,0,0,0,0,58.1,25.5,40,22,8.3,79,0,0,0
1670626914,422,-78.6969506,35.7255875,50.001,12.193,25,6,10,0,1,-87,87,6.2,0,40,0,0,0,2.6,22,25,9.3,0,46,15,2,0,0,0,0,0,58.8,22.6,40,23,7.6,68,0,0,0
1670626915,423,-78.6969498,35.7255425,50.001,12.193,25,6,10,0,1,-87,87,6,0,40,0,0,0,2.6,22,25,8.1,0,46,15,0,0,0,0,0,0,58.4,35,40,22,8.5,79,0,0,203
1670626916,424,-78.6969489,35.7254863,50.002,12.193,25,6,10,0,1,-87,87,6.7,0,40,0,0,0,2.6,22,0,8.4,0,46,15,2,0,0,0,0,0,57.3,23.3,40,22,7.6,82,0,0,0
1670626917,425,-78.6969481,35.7254412,50,12.193,25,6,10,0,1,-87,87,7,0,40,0,0,0,2.6,22,14,8.1,0,46,15,2,0,0,0,0,0,58.8,30.9,40,23,8.1,74,0,0,0
1670626918,426,-78.6969475,35.7254076,49.999,12.193,24,6,10,0,1,-87,87,6.7,0,40,0,0,0,2.6,22,1.5,9.3,0,46,15,0,0,0,0,0,0,57.8,29.6,40,22,9,90,0,0,0
1670626919,427,-78.6969467,35.7253626,50,12.193,24,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,22,7.1,0,46,15,2,0,0,0,0,0,58.4,35.4,40,22,9.1,83,0,0,0
1670626920,428,-78.6969459,35.7253178,50,12.193,24,6,10,0,1,-87,87,5.7,0,40,0,0,0,2.6,22,0,9.4,0,46,15,0,0,0,0,0,0,58.9,27,40,23,7.3,63,0,0,3.06
1670626921,429,-78.6969452,35.7252728,50,12.193,24,6,10,0,1,-87,87,6.7,0,40,0,0,0,2.6,22,25,8,0,46,15,2,0,0,0,0,0,58.3,24,40,22,8.1,74,0,0,0
1670626922,430,-78.6969442,35.7252167,49.999,12.193,24,6,10,0,1,-87,87,5.9,0,40,0,0,0,2.6,22,17,8.8,0,46,15,0,0,0,0,0,0,58.6,23.2,40,22,9,80,0,0,0
1670626923,431,-78.6969437,35.7251829,49.997,12.193,24,6,10,0,1,-87,87,6.7,0,40,0,0,0,2.6,22,0,8.5,0,46,15,2,0,0,0,0,0,58.6,28.2,40,22,7.6,69,0,0,8.79
1670626924,432,-78.696943,35.7251381,49.995,12.193,23,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,17,8.7,0,46,15,2,0,0,0,0,0,58.5,29.1,40,22,8.8,78,0,0,0
1670626925,433,-78.6969423,35.725093,49.994,12.193,23,6,10,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,0,8.4,0,46,15,0,0,0,0,0,0,58.5,36.4,40,22,8.8,81,0,0,0
1670626926,434,-78.6969415,35.7250481,49.994,12.193,23,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,22,0,8.4,0,46,15,2,0,0,0,0,0,58.8,28.6,40,23,9,80,0,0,0
1670626927,435,-78.6969407,35.7250031,49.995,12.193,23,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,23,0,8.6,0,46,15,0,0,0,0,0,0,57.8,34.6,40,22,7.6,75,0,0,0
1670626928,436,-78.6969399,35.7249582,49.997,12.193,23,6,10,0,1,-87,87,5.7,0,40,0,0,0,2.6,23,1.5,8.5,0,46,15,2,0,0,0,0,0,58.5,36,40,22,9.1,82,0,0,0
1670626929,437,-78.6969392,35.7249133,49.999,12.193,22,6,10,0,1,-87,87,5.5,0,40,0,0,0,2.6,22,0,7,0,46,15,2,0,0,0,0,0,58.9,25.3,40,23,6.7,62,0,0,4.31
1670626930,438,-78.6969384,35.7248681,49.998,12.193,22,6,10,0,1,-87,87,6.9,0,40,0,0,0,2.6,22,14,9.3,0,46,15,0,0,0,0,0,0,58,32.6,40,22,8.3,71,0,0,720
1670626931,439,-78.6969376,35.7248232,49.998,12.193,22,6,10,0,1,-87,87,8.4,0,40,0,0,0,2.6,22,0,11,0,46,15,2,0,0,0,0,0,57.8,21.8,40,22,12,78,0,0,0
1670626932,440,-78.6969368,35.7247781,50.001,12.193,22,6,10,0,1,-87,87,6.6,0,40,0,0,0,2.6,23,22,7.7,0,46,15,0,0,0,0,0,0,58.5,35.4,40,22,11,70,0,0,0
1670626933,441,-78.6969361,35.7247333,50.002,12.193,22,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,22,19,8.6,0,46,15,2,0,0,0,0,0,58.4,31.1,40,22,8.3,77,0,0,0
1670626934,442,-78.6969354,35.7246883,50.003,12.193,22,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,14,9.4,0,46,15,0,0,0,0,0,0,58.1,35.2,40,22,8.2,78,0,0,0
1670626935,443,-78.6969346,35.7246436,50.004,12.193,21,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,22,17,8.4,0,46,15,2,0,0,0,0,0,58.3,31.1,40,22,8.7,78,0,0,0
1670626936,444,-78.6969339,35.7245987,50.005,12.193,21,6,10,0,1,-87,87,6.5,0,40,0,0,0,2.6,22,27,6.2,0,46,15,0,0,0,0,0,0,58.5,32,40,22,8,70,0,0,0
1670626937,445,-78.6969332,35.7245538,50.004,12.193,21,6,10,0,1,-87,87,6.3,0,40,0,0,0,2.6,22,17,8.4,0,46,15,2,0,0,0,0,0,57.9,24.3,40,22,7.3,70,0,0,0
1670626938,446,-78.6969324,35.7245088,50.004,12.193,21,6,10,0,1,-87,87,6.4,0,40,0,0,0,2.6,23,17,9.4,0,46,15,0,0,0,0,0,0,58.6,35.4,40,23,8,72,0,0,0
1670626939,447,-78.6969317,35.7244639,50.003,12.193,21,6,10,0,1,-87,87,5.8,0,40,0,0,0,2.6,23,17,7.9,0,46,15,2,0,0,0,0,0,58.3,35.9,40,22,7.6,72,0,0,5.84
1670626940,448,-78.6969309,35.7244189,50.001,12.193,20,6,10,0,1,-87,87,6.9,0,40,0,0,0,2.6,22,17,7.8,0,46,15,2,0,0,0,0,0,58.3,31.4,40,22,8.7,78,0,0,0
1670626941,449,-78.6969301,35.724374,50.002,12.193,20,6,10,0,1,-87,87,5.6,0,40,0,0,0,2.6,23,0,7.1,0,46,15,0,0,0,0,0,0,58.4,21.3,40,22,6.5,59,0,0,9.78
1670626942,450,-78.6969293,35.724329,50,12.193,20,6,10,0,1,-87,87,5.8,0,40,0,0,0,2.6,23,0,8.6,0,46,15,2,0,0,0,0,0,58.9,31,40,23,9.1,76,0,0,0
1670626943,451,-78.6969286,35.724284,50.001,12.193,20,6,10,0,1,-87,87,6.6,0,40,0,0,0,2.6,23,0,9.2,0,46,15,0,0,0,0,0,0,58.4,35.5,40,22,8.4,75,0,0,4.31
1670626944,452,-78.6969278,35.724239,50,12.193,20,6,10,0,1,-87,87,5.3,0,40,0,0,0,2.6,22,38,7.7,0,46,15,2,0,0,0,0,0,58.6,31.3,40,22,10,88,0,0,0
1670626945,453,-78.696927,35.7241942,50,12.193,20,6,10,0,1,-87,87,6.7,0,40,0,0,0,2.6,22,25,8.8,0,46,15,0,0,0,0,0,0,57.8,23,40,22,6.4,63,0,0,0
1670626946,454,-78.6969263,35.7241491,50,12.193,19,6,10,0,1,-87,87,4.7,0,40,0,0,0,2.6,22,0,8.5,0,46,15,2,0,0,0,0,0,58.8,31.5,40,23,9.2,81,0,0,0
1670626947,455,-78.6969255,35.7241043,50.002,12.193,19,6,10,0,1,-87,87,6.1,0,40,0,0,0,2.6,22,17,9.4,0,46,15,2,0,0,0,0,0,58.4,35.8,40,22,8.5,76,0,0,4.56
