Time,Iperf Clt ID,Iperf Clt Interval Start [sec],Iperf Clt Interval End [sec],Iperf Clt Transfer [MB],Iperf Clt Bandwidth [Mbps],Iperf Clt Retr,Iperf Clt Cwnd [MB]
1669413479,4,279,280,0.191,1.56,0,0.191
1669413480,4,280,281,0.127,1.04,0,0.198
1669413481,4,281,282,0.0636,0.521,0,0.208
1669413482,4,282,283,0.127,1.04,0,0.215
1669413483,4,283,284,0.0636,0.521,0,0.222
1669413484,4,284,285,0.0636,0.521,0,0.225
1669413485,4,285,286,0.127,1.04,0,0.228
1669413486,4,286,287,0.0636,0.521,0,0.232
1669413487,4,287,288,0.0636,0.521,0,0.238
1669413488,4,288,289,0.0636,0.521,0,0.249
1669413489,4,289,290,0,0,0,0.266
1669413490,4,290,291,0.0636,0.521,0,0.286
1669413491,4,291,292,0,0,0,0.307
1669413492,4,292,293,0.0636,0.521,0,0.325
1669413493,4,293,294,0,0,1,0.328
1669413494,4,294,295,0,0,1,0.32
1669413495,4,295,296,0,0,1,0.308
1669413496,4,296,297,0,0,1,0.297
1669413497,4,297,298,0,0,1,0.281
1669413498,4,298,299,0,0,4,0.266
1669413499,4,299,300,0,0,5,0.249
1669413500,4,300,301,0,0,5,0.232
1669413501,4,301,302,0,0,2,0.232
1669413502,4,302,303,0,0,4,0.228
1669413503,4,303,304,0,0,5,0.221
1669413504,4,304,305,0,0,7,0.212
1669413505,4,305,306,0,0,3,0.208
1669413506,4,306,307,0,0,8,0.197
1669413507,4,307,308,0,0,9,0.182
1669413508,4,308,309,0.127,1.04,11,0.232
1669413509,4,309,310,0,0,5,0.228
1669413510,4,310,311,0,0,6,0.214
1669413511,4,311,312,0.0636,0.521,10,0.195
1669413512,4,312,313,0.0636,0.521,13,0.181
1669413513,4,313,314,0,0,10,0.167
1669413514,4,314,315,0,0,11,0.158
1669413515,4,315,316,0,0,17,0.158
1669413516,4,316,317,0,0,17,0.143
1669413517,4,317,318,0,0,8,0.129
1669413518,4,318,319,0,0,4,0.109
1669413519,4,319,320,0,0,7,0.0905
1669413520,4,320,321,0,0,3,0.0792
1669413521,4,321,322,0,0,3,0.0622
1669413522,4,322,323,0,0,7,0.0382
1669413523,4,323,324,0,0,3,0.00566
1669413524,4,324,325,0,0,0,0.00566
1669413525,4,325,326,0,0,0,0.00566
1669413526,4,326,327,0,0,0,0.00566
1669413527,4,327,328,0,0,0,0.00566
1669413528,4,328,329,0,0,0,0.00566
1669413529,4,329,330,0,0,0,0.00566
1669413530,4,330,331,0,0,0,0.00566
1669413531,4,331,332,0,0,0,0.00566
1669413532,4,332,333,0,0,0,0.00566
1669413533,4,333,334,0,0,1,0.00141
1669413534,4,334,335,0,0,0,0.00141
1669413535,4,335,336,0,0,0,0.00141
1669413536,4,336,337,0,0,0,0.00141
1669413537,4,337,338,0,0,0,0.00141
1669413538,4,338,339,0,0,0,0.00141
1669413539,4,339,340,0,0,0,0.00141
1669413540,4,340,341,0,0,0,0.00141
1669413541,4,341,342,0,0,0,0.00141
1669413542,4,342,343,0,0,0,0.00141
1669413543,4,343,344,0,0,0,0.00141
1669413544,4,344,345,0,0,0,0.00141
1669413545,4,345,346,0,0,0,0.00141
1669413546,4,346,347,0,0,0,0.00141
1669413547,4,347,348,0,0,0,0.00141
1669413548,4,348,349,0,0,0,0.00141
1669413549,4,349,350,0,0,0,0.00141
1669413550,4,350,351,0,0,0,0.00141
1669413551,4,351,352,0,0,0,0.00141
1669413552,4,352,353,0,0,0,0.00141
1669413553,4,353,354,0,0,0,0.00141
1669413554,4,354,355,0,0,1,0.00141
1669413555,4,355,356,0,0,0,0.00141
1669413556,4,356,357,0,0,0,0.00141
1669413557,4,357,358,0,0,0,0.00141
1669413558,4,358,359,0,0,0,0.00141
1669413559,4,359,360,0,0,0,0.00141
1669413560,4,360,361,0,0,0,0.00141
1669413561,4,361,362,0,0,0,0.00141
1669413562,4,362,363,0,0,0,0.00141
1669413563,4,363,364,0,0,0,0.00141
1669413564,4,364,365,0,0,0,0.00141
1669413565,4,365,366,0,0,0,0.00141
1669413566,4,366,367,0,0,0,0.00141
1669413567,4,367,368,0,0,0,0.00141
1669413568,4,368,369,0,0,0,0.00141
1669413569,4,369,370,0,0,0,0.00141
1669413570,4,370,371,0,0,0,0.00141
1669413571,4,371,372,0,0,0,0.00141
1669413572,4,372,373,0,0,0,0.00141
1669413573,4,373,374,0,0,0,0.00141
1669413574,4,374,375,0,0,0,0.00141
1669413575,4,375,376,0,0,0,0.00141
1669413576,4,376,377,0,0,0,0.00141
1669413577,4,377,378,0,0,0,0.00141
1669413578,4,378,379,0,0,0,0.00141
1669413579,4,379,380,0,0,0,0.00141
1669413580,4,380,381,0,0,0,0.00141
1669413581,4,381,382,0,0,0,0.00141
1669413582,4,382,383,0,0,0,0.00141
1669413583,4,383,384,0,0,0,0.00141
1669413584,4,384,385,0,0,0,0.00141
1669413585,4,385,386,0,0,0,0.00141
1669413586,4,386,387,0,0,0,0.00141
1669413587,4,387,388,0,0,0,0.00141
1669413588,4,388,389,0,0,0,0.00141
1669413589,4,389,390,0,0,0,0.00141
1669413590,4,390,391,0,0,0,0.00141
1669413591,4,391,392,0,0,0,0.00141
1669413592,4,392,393,0,0,0,0.00141
1669413593,4,393,394,0,0,0,0.00141
1669413594,4,394,395,0,0,0,0.00141
1669413595,4,395,396,0,0,0,0.00141
1669413596,4,396,397,0,0,0,0.00141
1669413597,4,397,398,0.445,3.65,60,0.0339
1669413598,4,398,399,0.382,3.13,22,0.0481
1669413599,4,399,400,0.255,2.09,0,0.0594
1669413600,4,400,401,0.191,1.56,0,0.0721
1669413601,4,401,402,0.191,1.57,0,0.082
1669413602,4,402,403,0.255,2.08,0,0.0962
1669413603,4,403,404,0.191,1.56,0,0.136
1669413604,4,404,405,0.191,1.56,0,0.184
1669413605,4,405,406,0.191,1.56,0,0.252
1669413606,4,406,407,0.127,1.04,0,0.334
1669413607,4,407,408,0.127,1.04,0,0.421
1669413608,4,408,409,0.509,4.17,0,0.527
1669413609,4,409,410,0.191,1.56,37,0.469
1669413610,4,410,411,0,0,54,0.362
1669413611,4,411,412,0,0,41,0.382
1669413612,4,412,413,0.191,1.56,2,0.386
1669413613,4,413,414,0.318,2.61,1,0.387
1669413614,4,414,415,0,0,16,0.365
1669413615,4,415,416,0,0,0,0.365
1669413616,4,416,417,0,0,0,0.365
1669413617,4,417,418,0.636,5.21,0,0.345
1669413618,4,418,419,0.191,1.56,0,0.308
1669413619,4,419,420,0.127,1.04,0,0.276
1669413620,4,420,421,0.127,1.04,0,0.272
1669413621,4,421,422,0.127,1.04,0,0.279
1669413622,4,422,423,0.0636,0.522,0,0.287
1669413623,4,423,424,0.0636,0.521,0,0.297
1669413624,4,424,425,0.127,1.04,0,0.305
1669413625,4,425,426,0.0636,0.522,0,0.31
1669413626,4,426,427,0.0636,0.521,0,0.313
1669413627,4,427,428,0.0636,0.522,0,0.317
1669413628,4,428,429,0,0,1,0.301
1669413629,4,429,430,0,0,0,0.286
1669413630,4,430,431,0,0,0,0.27
1669413631,4,431,432,0,0,1,0.253
1669413632,4,432,433,0,0,0,0.238
1669413633,4,433,434,0,0,1,0.222
1669413634,4,434,435,0.127,1.04,0,0.222
1669413635,4,435,436,0,0,4,0.216
1669413636,4,436,437,0.127,1.04,2,0.222
1669413637,4,437,438,0,0,2,0.219
1669413638,4,438,439,0.0636,0.521,2,0.215
1669413639,4,439,440,0,0,1,0.202
1669413640,4,440,441,0,0,6,0.182
1669413641,4,441,442,0,0,2,0.17
1669413642,4,442,443,0,0,2,0.156
1669413643,4,443,444,0.0636,0.521,7,0.144
1669413644,4,444,445,0,0,6,0.136
1669413645,4,445,446,0.191,1.56,8,0.146
1669413646,4,446,447,0,0,12,0.133
1669413647,4,447,448,0,0,11,0.117
1669413648,4,448,449,0,0,9,0.106
1669413649,4,449,450,0,0,9,0.103
1669413650,4,450,451,0,0,16,0.0877
1669413651,4,451,452,0.0636,0.521,9,0.0792
1669413652,4,452,453,0.0636,0.521,10,0.0608
1669413653,4,453,454,0.0636,0.521,13,0.0523
1669413654,4,454,455,0.0636,0.521,15,0.0382
1669413655,4,455,456,0,0,3,0.0339
1669413656,4,456,457,0.0636,0.521,7,0.00848
1669413657,4,457,458,0,0,0,0.00848
1669413658,4,458,459,0,0,0,0.00848
1669413659,4,459,460,0,0,0,0.00848
1669413660,4,460,461,0,0,1,0.00141
1669413661,4,461,462,0,0,0,0.00141
1669413662,4,462,463,0,0,0,0.00141
1669413663,4,463,464,0,0,0,0.00141
1669413664,4,464,465,0,0,0,0.00141
1669413665,4,465,466,0,0,0,0.00141
1669413666,4,466,467,0,0,0,0.00141
1669413667,4,467,468,0,0,0,0.00141
1669413668,4,468,469,0,0,0,0.00141
1669413669,4,469,470,0,0,1,0.00141
1669413670,4,470,471,0,0,0,0.00141
1669413671,4,471,472,0,0,0,0.00141
1669413672,4,472,473,0,0,0,0.00141
1669413673,4,473,474,0,0,0,0.00141
1669413674,4,474,475,0,0,0,0.00141
1669413675,4,475,476,0,0,0,0.00141
1669413676,4,476,477,0,0,0,0.00141
1669413677,4,477,478,0,0,0,0.00141
1669413678,4,478,479,0,0,0,0.00141
1669413679,4,479,480,0,0,0,0.00141
1669413680,4,480,481,0,0,0,0.00141
1669413681,4,481,482,0,0,0,0.00141
1669413682,4,482,483,0,0,0,0.00141
1669413683,4,483,484,0,0,0,0.00141
1669413684,4,484,485,0,0,0,0.00141
1669413685,4,485,486,0,0,1,0.00141
1669413686,4,486,487,0,0,0,0.00141
1669413687,4,487,488,0,0,0,0.00141
1669413688,4,488,489,0,0,0,0.00141
1669413689,4,489,490,0,0,0,0.00141
1669413690,4,490,491,0,0,0,0.00141
1669413691,4,491,492,0,0,0,0.00141
1669413692,4,492,493,0,0,0,0.00141
1669413693,4,493,494,0,0,0,0.00141
1669413694,4,494,495,0,0,0,0.00141
1669413695,4,495,496,0,0,0,0.00141
1669413696,4,496,497,0,0,0,0.00141
1669413697,4,497,498,0,0,0,0.00141
1669413698,4,498,499,0,0,0,0.00141
1669413699,4,499,500,0,0,0,0.00141
1669413700,4,500,501,0,0,0,0.00141
1669413701,4,501,502,0,0,0,0.00141
1669413702,4,502,503,0,0,0,0.00141
1669413703,4,503,504,0,0,0,0.00141
1669413704,4,504,505,0,0,0,0.00141
1669413705,4,505,506,0,0,0,0.00141
1669413706,4,506,507,0,0,0,0.00141
1669413707,4,507,508,0,0,0,0.00141
1669413708,4,508,509,0,0,0,0.00141
1669413709,4,509,510,0,0,0,0.00141
1669413710,4,510,511,0,0,0,0.00141
1669413711,4,511,512,0,0,0,0.00141
1669413712,4,512,513,0,0,0,0.00141
1669413713,4,513,514,0,0,0,0.00141
1669413714,4,514,515,0,0,0,0.00141
1669413715,4,515,516,0,0,0,0.00141
1669413716,4,516,517,0,0,0,0.00141
1669413717,4,517,518,0,0,0,0.00141
1669413718,4,518,519,0,0,0,0.00141
1669413719,4,519,520,0,0,0,0.00141
1669413720,4,520,521,0,0,1,0.00141
1669413721,4,521,522,0,0,0,0.00141
1669413722,4,522,523,0,0,0,0.00141
1669413723,4,523,524,0,0,0,0.00141
1669413724,4,524,525,0,0,0,0.00141
1669413725,4,525,526,0,0,0,0.00141
1669413726,4,526,527,0,0,0,0.00141
1669413727,4,527,528,0,0,0,0.00141
1669413728,4,528,529,0,0,0,0.00141
1669413729,4,529,530,0,0,0,0.00141
1669413730,4,530,531,0,0,0,0.00141
1669413731,4,531,532,0,0,0,0.00141
1669413732,4,532,533,0,0,0,0.00141
1669413733,4,533,534,0,0,0,0.00141
1669413734,4,534,535,0,0,0,0.00141
1669413735,4,535,536,0,0,0,0.00141
1669413736,4,536,537,0,0,0,0.00141
1669413737,4,537,538,0,0,0,0.00141
1669413738,4,538,539,0,0,0,0.00141
1669413739,4,539,540,0,0,0,0.00141
1669413740,4,540,541,0,0,0,0.00141
1669413741,4,541,542,0,0,0,0.00141
1669413742,4,542,543,0,0,0,0.00141
1669413743,4,543,544,0,0,0,0.00141
1669413744,4,544,545,0,0,0,0.00141
1669413745,4,545,546,0,0,0,0.00141
1669413746,4,546,547,0,0,0,0.00141
1669413747,4,547,548,0,0,0,0.00141
1669413748,4,548,549,0,0,0,0.00141
1669413749,4,549,550,0,0,0,0.00141
1669413750,4,550,551,0,0,0,0.00141
1669413751,4,551,552,0,0,0,0.00141
1669413752,4,552,553,0,0,0,0.00141
1669413753,4,553,554,0,0,0,0.00141
1669413754,4,554,555,0,0,0,0.00141
1669413755,4,555,556,0,0,0,0.00141
1669413756,4,556,557,0,0,0,0.00141
1669413757,4,557,558,0,0,0,0.00141
1669413758,4,558,559,0,0,0,0.00141
1669413759,4,559,560,0,0,0,0.00141
1669413760,4,560,561,0,0,0,0.00141
1669413761,4,561,562,0,0,0,0.00141
1669413762,4,562,563,0,0,0,0.00141
1669413763,4,563,564,0,0,0,0.00141
1669413764,4,564,565,0,0,0,0.00141
1669413765,4,565,566,0,0,0,0.00141
1669413766,4,566,567,0,0,0,0.00141
1669413767,4,567,568,0,0,0,0.00141
1669413768,4,568,569,0,0,0,0.00141
1669413769,4,569,570,0,0,0,0.00141
1669413770,4,570,571,0,0,0,0.00141
1669413771,4,571,572,0,0,0,0.00141
1669413772,4,572,573,0,0,0,0.00141
1669413773,4,573,574,0,0,0,0.00141
1669413774,4,574,575,0,0,0,0.00141
1669413775,4,575,576,0,0,0,0.00141
1669413776,4,576,577,0,0,0,0.00141
1669413777,4,577,578,0,0,0,0.00141
1669413778,4,578,579,0,0,0,0.00141
1669413779,4,579,580,0,0,0,0.00141
1669413780,4,580,581,0,0,0,0.00141
1669413781,4,581,582,0,0,0,0.00141
1669413782,4,582,583,0,0,0,0.00141
1669413783,4,583,584,0,0,0,0.00141
1669413784,4,584,585,0,0,0,0.00141
1669413785,4,585,586,0,0,1,0.00283
1669413786,4,586,587,0.255,2.08,17,0.0778
1669413787,4,587,588,0.0636,0.521,0,0.082
1669413788,4,588,589,0.127,1.04,0,0.0877
1669413789,4,589,590,0.127,1.04,0,0.0933
1669413790,4,590,591,0.0636,0.521,0,0.105
1669413791,4,591,592,0.0636,0.521,0,0.123
1669413792,4,592,593,0.0636,0.521,0,0.167
1669413793,4,593,594,0.0636,0.521,0,0.206
1669413794,4,594,595,0.0636,0.521,0,0.257
1669413795,4,595,596,0.0636,0.521,0,0.301
