Time,eNB rnti,eNB DL cqi,eNB DL ri,eNB DL mcs,eNB DL brate [Mbps],eNB DL ACK,eNB DL NACK,eNB DL NACK:ACK [%],eNB UL pusch,eNB UL pucch,eNB UL phr,eNB UL mcs,eNB UL brate [Mbps],eNB UL ACK,eNB UL NACK,eNB UL NACK:ACK [%],eNB UL bsr [kilo]
1670644175,46,15,2,20,1.2,7,4,36,46.6,30.5,40,16,0.191,20,0,0,0
1670644176,46,15,2,18,1.2,8,4,33,46.3,31.1,40,16,0.184,21,0,0,0
1670644177,46,15,0,16,1.1,8,4,33,46.4,27.4,40,16,0.137,17,0,0,0
1670644178,46,15,2,19,1.3,8,4,33,46.7,31,40,17,0.193,21,0,0,0
1670644179,46,15,0,19,0.999,7,4,36,46.4,29.3,40,16,0.13,14,0,0,0
1670644180,46,15,2,19,1.3,8,4,33,46.6,31.5,40,16,0.194,19,0,0,0
1670644181,46,15,2,23,0.762,7,0,0,46.1,26.8,40,15,0.125,16,0,0,0
1670644182,46,15,0,15,0.889,8,4,33,46.1,28.4,40,16,0.148,19,0,0,0
1670644183,46,15,2,15,0.754,7,4,36,46,27.2,40,16,0.126,14,0,0,0
1670644184,46,15,0,23,0.884,8,0,0,46.1,29.5,40,15,0.15,18,0,0,0
1670644185,46,15,2,13,0.92,8,8,50,46.3,31.1,40,16,0.172,21,0,0,0
1670644186,46,15,2,15,0.668,6,4,40,45.8,25.7,40,16,0.126,15,0,0,0
1670644187,46,15,0,18,0.909,8,4,33,46.1,30.2,40,16,0.147,17,0,0,0
1670644188,46,15,2,14,0.886,7,7,50,46.3,31.8,40,16,0.173,20,0,0,0
1670644189,46,15,2,16,0.774,7,5,41,45.3,26.4,40,15,0.128,17,0,0,0
1670644190,46,15,0,23,0.81,8,0,0,46.3,27.9,40,15,0.142,16,0,0,0
1670644191,46,15,2,14,1,8,6,42,46.1,31.1,40,16,0.157,20,0,0,0
1670644192,46,15,0,15,0.774,7,6,46,45.9,27.8,40,16,0.148,18,0,0,0
1670644193,46,15,2,23,0.713,7,0,0,46.1,26.3,40,15,0.125,13,0,0,0
1670644194,46,15,2,16,0.898,8,4,33,45.6,30.7,40,15,0.171,21,0,0,0
1670644195,46,15,0,17,0.932,9,4,30,45.9,28.8,40,16,0.145,19,0,0,0
1670644196,46,15,2,17,0.656,7,4,36,46.9,25.8,40,17,0.121,13,0,0,0
1670644197,46,15,0,16,0.913,8,4,33,46,31.9,40,16,0.172,21,0,0,0
1670644198,46,15,2,12,0.946,8,8,50,45.7,30.7,40,16,0.159,20,0,0,0
1670644199,46,15,2,16,0.668,6,4,40,45.9,25.7,40,15,0.102,12,0,0,0
1670644200,46,15,0,16,0.954,8,5,38,46.1,30.7,40,16,0.166,20,0,0,0
1670644201,46,15,2,12,0.632,6,7,53,46,23.7,40,16,0.096,13,0,0,0
1670644202,46,15,2,13,0.863,7,8,53,45.9,27.4,40,15,0.147,18,0,0,0
1670644203,46,15,0,15,0.718,7,4,36,45.8,26.1,40,14,0.13,15,0,0,0
1670644204,46,15,2,10,0.737,6,8,57,45.8,28.4,40,16,0.126,16,0,0,0
1670644205,46,15,0,22,1.5,15,0,0,46.1,34.4,40,14,0.275,35,0,0,0
1670644206,46,15,2,11,0.778,8,8,50,45.2,26.6,40,13,0.073,12,0,0,0
1670644207,46,15,2,16,0.369,5,1,16,45,25.9,40,14,0.09,11,0,0,0
1670644208,46,15,0,12,0.333,5,3,37,45.2,25,40,16,0.096,13,0,0,0
1670644209,46,15,2,0,0.872,12,4,25,46.3,31.6,40,16,0.199,24,0,0,0
1670644210,46,15,0,20,0.356,4,0,0,44.7,18.5,40,14,0.064,7,0,0,0
1670644211,46,15,2,20,0.603,7,0,0,46.2,28.3,40,16,0.091,8,0,0,0
1670644212,46,15,0,20,0.438,6,0,0,45,18.6,40,12,0.116,13,0,0,0
1670644213,46,15,2,20,0.54,8,0,0,46.5,29.6,40,17,0.168,18,0,0,0
1670644214,46,15,0,20,0.938,14,0,0,45.5,29.7,40,15,0.167,24,0,0,0
1670644215,46,15,2,13,0.669,9,6,40,45.9,31.8,40,15,0.181,23,0,0,0
1670644216,46,15,2,14,0.706,9,6,40,45.3,28.6,40,13,0.11,15,0,0,0
1670644217,46,15,0,20,0.457,7,0,0,46.2,26.1,40,15,0.117,16,0,0,0
1670644218,46,15,2,20,0.991,15,0,0,46,30.7,40,15,0.21,26,0,0,0
1670644219,46,15,2,12,0.453,6,4,40,45.6,26,40,16,0.118,14,0,0,0
1670644220,46,15,0,20,0.646,10,0,0,45.6,27.9,40,14,0.145,20,0,0,0
1670644221,46,15,2,20,0.718,11,0,0,45.9,28,40,15,0.156,20,0,0,0
1670644222,46,15,0,16,0.636,9,4,30,45.7,28.8,40,14,0.138,17,0,0,0
1670644223,46,15,2,16,0.754,11,4,26,45.9,29.9,40,15,0.178,22,0,0,0
1670644224,46,15,2,17,1.4,16,4,20,45.5,32.6,40,14,0.257,34,0,0,0
1670644225,46,15,0,14,0.683,10,4,28,45.4,27.9,40,15,0.15,20,0,0,0
1670644226,46,15,2,12,0.511,7,4,36,45.4,24.2,40,15,0.092,11,0,0,0
1670644227,46,15,0,20,0.83,13,0,0,45.9,29.7,40,15,0.186,23,0,0,0
1670644228,46,15,2,11,0.498,6,6,50,45.1,22.6,40,14,0.091,12,0,0,0
1670644229,46,15,2,19,0.523,8,2,20,44.9,22.6,40,15,0.071,9,0,0,0
1670644230,46,15,0,20,0.383,6,0,0,45.2,21.8,40,13,0.103,14,0,0,0
1670644231,46,15,2,13,0.508,7,4,36,46.1,23.2,40,16,0.092,12,0,0,0
1670644232,46,15,0,15,0.856,9,4,30,46.5,31.5,40,16,0.169,19,0,0,0
1670644233,46,15,2,12,0.442,6,4,40,45,25,40,15,0.072,11,0,0,0
1670644234,46,15,2,17,0.446,6,1,14,45.1,23.2,40,16,0.096,14,0,0,0
1670644235,46,15,0,17,0.712,11,3,21,45.5,28.3,40,15,0.168,23,0,0,0
1670644236,46,15,2,14,0.583,8,4,33,45.4,30,40,15,0.142,18,0,0,0
1670644237,46,15,2,20,0.692,11,0,0,46.3,26.1,40,15,0.137,16,0,0,0
1670644238,46,15,0,20,0.515,8,0,0,44.9,22.2,40,13,0.07,11,0,0,0
1670644239,46,15,2,20,0.399,6,0,0,45.3,16.5,40,14,0.107,13,0,0,0
1670644240,46,15,0,14,0.505,7,4,36,45.7,23.1,40,16,0.091,12,0,0,0
1670644241,46,15,2,18,0.883,9,1,10,46.1,30.4,40,16,0.15,17,0,0,0
1670644242,46,15,2,9,0.378,5,7,58,45.6,26.2,40,14,0.093,12,0,0,0
1670644243,46,15,0,11,0.542,7,8,53,45.2,26,40,15,0.112,15,0,0,0
1670644244,46,15,2,19,0.674,10,0,0,45.4,27.8,40,14,0.151,20,0,0,0
1670644245,46,15,0,20,0.437,7,0,0,45.3,21.2,40,15,0.089,12,0,0,0
1670644246,46,15,2,13,0.493,7,4,36,45.5,26.1,40,15,0.089,12,0,0,0
1670644247,46,15,2,20,0.529,8,0,0,45,23.6,40,14,0.094,12,0,0,0
1670644248,46,15,0,14,0.816,11,4,26,45.8,34.7,40,15,0.178,23,0,0,0
1670644249,46,15,2,15,0.638,9,4,30,45.8,26.1,40,15,0.13,16,0,0,0
1670644250,46,15,0,12,0.444,6,4,40,45.3,25.5,40,15,0.092,12,0,0,0
1670644251,46,15,2,16,1.8,19,7,26,45.7,36.3,40,15,0.268,38,0,0,0
1670644252,46,15,2,11,0.309,4,5,55,45.6,25.3,40,13,0.073,12,0,0,0
1670644253,46,15,0,11,0.421,5,7,58,46.3,29.2,40,16,0.132,16,0,0,0
1670644254,46,15,2,11,0.315,4,5,55,45.3,24.9,40,16,0.093,12,0,0,0
1670644255,46,15,2,20,0.451,7,0,0,45.2,22.4,40,14,0.095,14,0,0,0
1670644256,46,15,0,20,0.505,8,0,0,45.2,27.8,40,15,0.135,17,0,0,0
1670644257,46,15,2,20,0.643,10,0,0,45.4,29,40,14,0.144,20,0,0,0
1670644258,46,15,0,13,0.686,10,4,28,45.8,27.1,40,15,0.151,20,0,0,0
1670644259,46,15,2,16,0.566,8,4,33,45.7,28.8,40,15,0.148,18,0,0,0
1670644260,46,15,2,20,0.399,6,0,0,44.6,23.2,40,13,0.072,11,0,0,0
1670644261,46,15,0,19,1.1,16,0,0,46.1,31.9,40,15,0.238,29,0,0,0
1670644262,46,15,2,20,0.667,10,0,0,45.2,30,40,15,0.15,20,0,0,0
1670644263,46,15,0,15,0.569,8,4,33,46,28.2,40,15,0.138,15,0,0,0
1670644264,46,15,2,20,1.1,17,0,0,45.2,32.5,40,14,0.221,30,0,0,0
1670644265,46,15,2,0,0.439,6,1,14,46.3,27,40,16,0.104,13,0,0,0
1670644266,46,15,0,17,0.395,6,3,33,45.6,20.7,40,16,0.092,11,0,0,0
1670644267,46,15,2,13,0.508,7,4,36,45.1,25.9,40,14,0.092,12,0,0,0
1670644268,46,15,0,15,0.859,10,4,28,46,27.2,40,16,0.162,20,0,0,0
1670644269,46,15,2,20,0.333,5,0,0,45.3,21.6,40,12,0.071,10,0,0,0
1670644270,46,15,0,13,0.433,4,4,50,44.9,24.8,40,15,0.097,9,0,0,0
1670644271,46,15,2,11,0.42,4,4,50,45.6,27.1,40,15,0.091,9,0,0,0
1670644272,46,15,0,13,0.357,4,4,50,45.6,25.9,40,15,0.127,13,0,0,0
1670644273,46,15,2,8,0.441,5,8,61,45,26.9,40,16,0.097,14,0,0,0
1670644274,46,15,2,13,0.453,6,4,40,45.9,30.6,40,16,0.139,16,0,0,0
1670644275,46,15,0,20,0.327,5,0,0,44.4,23,40,15,0.072,10,0,0,0
1670644276,46,15,2,20,0.83,13,0,0,45.7,28.1,40,15,0.189,25,0,0,0
1670644277,46,15,2,16,0.77,11,4,26,45.8,32.1,40,15,0.166,21,0,0,0
1670644278,46,15,0,11,0.579,7,8,53,45.2,27.8,40,14,0.136,18,0,0,0
1670644279,46,15,2,21,1.4,16,0,0,45.3,33.2,40,14,0.225,32,0,0,0
1670644280,46,15,0,15,0.593,8,4,33,45.9,24,40,14,0.094,12,0,0,0
1670644281,46,15,2,20,0.319,5,0,0,45,22.3,40,15,0.091,12,0,0,0
1670644282,46,15,2,20,0.507,8,0,0,45,23.5,40,15,0.136,18,0,0,0
1670644283,46,15,0,20,0.51,8,0,0,45.1,28.4,40,15,0.113,14,0,0,0
1670644284,46,15,2,20,0.452,7,0,0,45.2,22.2,40,14,0.094,14,0,0,0
1670644285,46,15,0,20,0.665,10,0,0,45.4,28,40,14,0.148,18,0,0,0
1670644286,46,15,2,20,0.51,8,0,0,44.8,24.2,40,14,0.091,12,0,0,0
1670644287,46,15,2,14,0.495,7,4,36,45.8,23.6,40,16,0.089,12,0,0,0
1670644288,46,15,0,0,0.729,8,0,0,46.8,30.7,40,17,0.143,16,0,0,0
1670644289,46,15,2,8,0.498,6,8,57,45.6,27,40,14,0.094,13,0,0,0
1670644290,46,15,0,21,0.529,8,0,0,45.2,24.6,40,14,0.096,13,0,0,0
1670644291,46,15,2,20,0.319,5,0,0,45.1,23.4,40,15,0.091,12,0,0,0
1670644292,46,15,2,20,0.579,9,0,0,45.6,26.7,40,14,0.15,19,0,0,0
1670644293,46,15,0,20,0.498,8,0,0,45.6,26.2,40,15,0.135,17,0,0,0
1670644294,46,15,2,13,0.631,9,4,30,45.3,26.8,40,14,0.119,17,0,0,0
1670644295,46,15,2,15,0.965,13,4,23,46.2,34.8,40,15,0.231,27,0,0,0
1670644296,46,15,0,14,0.574,8,4,33,45.5,27.3,40,14,0.105,14,0,0,0
1670644297,46,15,2,21,1.1,15,0,0,45.9,32.7,40,15,0.245,32,0,0,0
1670644298,46,15,0,15,1.3,15,7,31,45.5,32.4,40,14,0.245,33,0,0,0
1670644299,46,15,2,19,0.575,9,1,10,47,26,40,17,0.148,16,0,0,0
1670644300,46,15,2,16,0.572,8,4,33,45.4,28.5,40,14,0.12,17,0,0,0
1670644301,46,15,0,20,1.1,17,0,0,45.7,32.5,40,14,0.217,30,0,0,0
1670644302,46,15,2,16,0.707,10,4,28,45.7,27.1,40,14,0.145,18,0,0,0
1670644303,46,15,0,20,0.736,11,0,0,45.7,27.6,40,15,0.174,23,0,0,0
1670644304,46,15,2,18,1.3,15,4,21,45.8,32.6,40,14,0.235,32,0,0,0
1670644305,46,15,2,20,0.81,12,0,0,45.9,29.6,40,15,0.187,22,0,0,0
1670644306,46,15,0,16,0.911,13,4,23,45.7,31.2,40,15,0.185,25,0,0,0
1670644307,46,15,2,20,0.909,14,0,0,45.8,30.8,40,15,0.202,23,0,0,0
1670644308,46,15,0,15,0.653,9,4,30,45.8,29.8,40,15,0.148,20,0,0,0
1670644309,46,15,2,12,0.521,7,4,36,45,22.1,40,15,0.072,11,0,0,0
1670644310,46,15,2,17,0.909,11,4,26,46.2,30.7,40,16,0.195,24,0,0,0
1670644311,46,15,0,17,1.2,13,4,23,45.1,31.4,40,13,0.147,25,0,0,0
1670644312,46,15,2,14,0.387,5,4,44,45.8,27.3,40,14,0.119,15,0,0,0
1670644313,46,15,0,20,0.326,5,0,0,45.4,21.3,40,15,0.092,11,0,0,0
1670644314,46,15,2,20,0.51,8,0,0,45.1,24.6,40,15,0.116,17,0,0,0
1670644315,46,15,2,19,0.802,12,0,0,46,31.2,40,15,0.171,21,0,0,0
1670644316,46,15,0,20,0.603,9,0,0,45.3,27.2,40,14,0.139,18,0,0,0
1670644317,46,15,2,15,0.643,9,4,30,45.7,30.1,40,16,0.162,19,0,0,0
1670644318,46,15,0,13,0.771,10,8,44,45.9,31.4,40,16,0.163,23,0,0,0
1670644319,46,15,2,12,0.448,6,4,40,44.9,26,40,14,0.093,12,0,0,0
1670644320,46,15,2,13,0.533,7,4,36,44.5,24.9,40,14,0.096,12,0,0,0
1670644321,46,15,0,15,0.563,8,4,33,46.1,28.3,40,16,0.158,19,0,0,38
1670644322,46,15,2,16,0.853,12,4,25,45.3,32.7,40,14,0.165,23,0,0,0
1670644323,46,15,2,12,0.446,6,4,40,45.4,22.1,40,15,0.093,12,0,0,0
1670644324,46,15,0,19,0.806,12,0,0,45.7,33.4,40,14,0.188,25,0,0,0
1670644325,46,15,2,14,0.628,9,4,30,46,28.4,40,15,0.136,15,0,0,0
1670644326,46,15,0,15,0.782,11,4,26,45.3,28.6,40,14,0.173,24,0,0,0
1670644327,46,15,2,14,0.455,5,4,44,45.7,27.7,40,15,0.12,14,0,0,0
1670644328,46,15,2,15,0.725,8,4,33,46.1,27,40,16,0.124,16,0,0,0
1670644329,46,15,0,14,0.426,6,4,40,45.1,25.6,40,15,0.089,12,0,0,0
1670644330,46,15,2,9,0.513,4,7,63,46.8,29.9,40,16,0.124,10,0,0,0
1670644331,46,15,0,10,0.538,5,5,50,45.3,22.7,40,14,0.118,12,0,0,0
1670644332,46,15,2,20,0.378,5,0,0,46.3,18.1,40,15,0.095,10,0,0,0
1670644333,46,15,0,16,0.656,9,4,30,45.8,30.7,40,16,0.167,21,0,0,0
1670644334,46,15,2,19,0.778,12,0,0,46.3,29.7,40,15,0.18,22,0,0,14
1670644335,46,15,0,0,0.431,6,4,40,45.1,23,40,15,0.092,14,0,0,0
1670644336,46,15,2,16,0.712,10,4,28,45.8,31.7,40,14,0.174,20,0,0,0
1670644337,46,15,2,14,0.705,9,4,30,45.3,23.8,40,14,0.12,17,0,0,0
1670644338,46,15,0,14,0.769,8,4,33,46.3,29.5,40,16,0.158,18,0,0,0
1670644339,46,15,2,8,0.376,4,8,66,46,25.8,40,16,0.093,11,0,0,0
1670644340,46,15,0,20,0.688,10,0,0,45.8,26.2,40,15,0.148,18,0,0,0
1670644341,46,15,2,11,0.604,8,5,38,45.2,29.9,40,14,0.116,17,0,0,0
1670644342,46,15,2,10,0.493,7,7,50,46.2,25.6,40,15,0.087,11,0,0,0
1670644343,46,15,0,20,0.459,7,0,0,45.2,20.8,40,14,0.092,12,0,0,46
1670644344,46,15,2,12,0.771,10,8,44,45.2,32.4,40,14,0.172,23,0,0,0
1670644345,46,15,0,15,0.774,11,4,26,45.4,32.6,40,14,0.169,23,0,0,0
1670644346,46,15,2,14,0.574,8,4,33,46.5,25.5,40,16,0.13,15,0,0,0
1670644347,46,15,2,20,0.714,8,1,11,45.4,29.7,40,16,0.164,20,0,0,0
1670644348,46,15,0,15,0.329,5,3,37,45.6,21,40,13,0.095,11,0,0,0
1670644349,46,15,2,21,0.582,9,0,0,44.7,24.9,40,14,0.094,13,0,0,0
1670644350,46,15,0,10,0.322,4,4,50,44.9,22.7,40,16,0.095,13,0,0,0
1670644351,46,15,2,20,0.938,14,0,0,45.3,29.9,40,15,0.198,25,0,0,0
1670644352,46,15,2,13,0.453,6,4,40,45.1,25.5,40,15,0.094,11,0,0,0
1670644353,46,15,0,20,0.392,6,0,0,45.9,21.4,40,15,0.09,11,0,0,0
1670644354,46,15,2,20,0.526,8,0,0,45.6,21.4,40,16,0.11,15,0,0,0
1670644355,46,15,0,15,0.58,8,4,33,46.1,29.2,40,17,0.162,18,0,0,0
1670644356,46,15,2,16,0.872,12,4,25,45.5,27.9,40,14,0.17,24,0,0,0
1670644357,46,15,2,0,0.506,5,8,61,46.3,26.1,40,16,0.094,12,0,0,0
1670644358,46,15,0,20,0.87,13,0,0,45.5,31.5,40,14,0.197,24,0,0,0
1670644359,46,15,2,14,0.634,9,4,30,46.3,28.7,40,15,0.152,19,0,0,0
1670644360,46,15,2,15,0.495,7,2,22,45.2,21.6,40,14,0.089,12,0,0,0
1670644361,46,15,0,17,0.746,11,2,15,45.3,27.8,40,14,0.154,21,0,0,0
1670644362,46,15,2,9,0.43,5,8,61,44.8,27.4,40,14,0.091,12,0,0,0
1670644363,46,15,0,10,0.509,6,8,57,45.4,25.3,40,15,0.093,12,0,0,0
1670644364,46,15,2,14,0.513,7,4,36,45.2,26.4,40,16,0.116,14,0,0,0
1670644365,46,15,2,19,0.63,10,0,0,45.5,27.9,40,14,0.142,20,0,0,0
1670644366,46,15,0,18,1.4,16,4,20,45.8,32.7,40,14,0.282,35,0,0,0
1670644367,46,15,2,14,0.7,10,4,28,45.5,31,40,14,0.154,20,0,0,0
1670644368,46,15,0,14,0.79,11,4,26,46.1,31.7,40,15,0.172,21,0,0,0
1670644369,46,15,2,11,0.314,4,4,50,44.7,24.1,40,14,0.092,13,0,0,0
1670644370,46,15,2,20,0.518,8,0,0,45.2,26.1,40,14,0.092,12,0,0,0
1670644371,46,15,0,20,0.515,8,0,0,46.2,23.1,40,16,0.092,12,0,0,0
1670644372,46,15,2,20,0.52,8,0,0,44.9,23.9,40,14,0.093,12,0,0,0
1670644373,46,15,0,20,0.5,8,0,0,45.7,22.6,40,16,0.089,12,0,0,0
1670644374,46,15,2,22,0.717,8,0,0,45.6,30.1,40,15,0.141,16,0,0,0
1670644375,46,15,2,14,0.455,6,4,40,45.7,24.8,40,15,0.096,12,0,0,0
1670644376,46,15,0,10,0.551,7,6,46,45.5,26.9,40,15,0.112,15,0,0,0
1670644377,46,15,2,0,0.32,4,6,60,45.2,24.8,40,16,0.073,11,0,0,0
1670644378,46,15,0,20,0.785,12,0,0,45.5,29.6,40,15,0.19,24,0,0,0
1670644379,46,15,2,20,0.747,12,0,0,46.1,29.4,40,15,0.151,20,0,0,0
1670644380,46,15,2,20,0.515,8,0,0,45.4,23.8,40,15,0.092,12,0,0,0
1670644381,46,15,0,13,0.385,5,4,44,46,25.4,40,16,0.092,11,0,0,0
1670644382,46,15,2,14,0.503,7,4,36,45,22.4,40,13,0.105,15,0,0,0
1670644383,46,15,2,20,0.847,13,0,0,45.9,31,40,15,0.189,23,0,0,0
1670644384,46,15,0,22,1.4,15,0,0,46,32.4,40,14,0.22,30,0,0,0
1670644385,46,15,2,9,0.819,8,12,60,44.4,29,40,12,0.097,16,0,0,0
1670644386,46,15,0,20,0.263,4,0,0,45.3,19.2,40,14,0.07,9,0,0,0
1670644387,46,15,2,13,0.513,7,4,36,45.1,29.3,40,16,0.139,17,0,0,0
1670644388,46,15,2,12,0.256,3,4,57,45.4,24,40,15,0.093,11,0,0,0
1670644389,46,15,0,20,0.505,8,0,0,44.4,26,40,15,0.115,17,0,0,0
1670644390,46,15,2,20,0.914,10,0,0,45.9,30.6,40,15,0.204,19,0,0,0
1670644391,46,15,0,20,0.785,8,0,0,45.4,27.3,40,15,0.164,14,0,0,0
1670644392,46,15,2,16,0.754,10,4,28,45.7,31.3,40,15,0.166,20,0,0,0
1670644393,46,15,0,15,0.554,5,4,44,45.3,28.1,40,16,0.128,15,0,0,0
1670644394,46,15,2,15,0.563,8,2,20,45.5,26,40,15,0.115,15,0,0,0
1670644395,46,15,0,17,0.311,5,2,28,44.8,19.1,40,13,0.066,9,0,0,0
1670644396,46,15,2,14,0.681,9,4,30,46.3,32.1,40,16,0.171,19,0,0,0
1670644397,46,15,2,14,0.747,11,4,26,45.2,30.4,40,14,0.157,23,0,0,0
1670644398,46,15,0,12,0.825,11,7,38,45.1,31.8,40,14,0.19,24,0,0,0
1670644399,46,15,2,15,0.656,9,5,35,45,31.4,40,14,0.136,19,0,0,0
1670644400,46,15,2,15,0.574,8,4,33,46,25.6,40,15,0.131,16,0,0,0
1670644401,46,15,0,17,1.1,14,4,22,46.4,35,40,16,0.246,28,0,0,0
1670644402,46,15,2,18,1.4,17,4,19,46.1,33.4,40,15,0.266,35,0,0,0
1670644403,46,15,0,20,0.52,8,0,0,44.5,24.3,40,13,0.085,14,0,0,0
1670644404,46,15,2,12,0.32,4,4,50,45.2,24.4,40,16,0.094,12,0,0,0
1670644405,46,15,2,19,1,16,0,0,46.2,33.1,40,15,0.239,28,0,0,0
1670644406,46,15,0,20,0.502,8,0,0,45.1,27.3,40,15,0.105,16,0,0,0
1670644407,46,15,2,15,0.716,10,4,28,45.4,30.4,40,14,0.147,20,0,0,0
1670644408,46,15,0,20,0.515,8,0,0,44.7,24.1,40,14,0.092,12,0,0,0
1670644409,46,15,2,20,0.858,9,1,10,46.2,30.4,40,16,0.145,16,0,0,0
1670644410,46,15,0,9,0.487,4,7,63,45.2,30.3,40,13,0.111,10,0,0,0
1670644411,46,15,2,10,0.427,4,4,50,45.1,26.5,40,15,0.096,9,0,0,0
1670644412,46,15,0,20,0.448,5,0,0,45.3,21.6,40,14,0.094,9,0,0,0
1670644413,46,15,2,0,0.359,4,0,0,45.2,21.9,40,16,0.097,9,0,0,0
1670644414,46,15,0,10,0.332,3,4,57,45.4,23.7,40,16,0.092,9,0,0,0
1670644415,46,15,2,20,0.451,5,0,0,46.1,27.1,40,17,0.126,10,0,0,0
1670644416,46,15,0,16,0.908,10,2,16,46.1,31.6,40,15,0.216,22,0,0,0
1670644417,46,15,2,17,0.321,5,2,28,44.3,22.7,40,15,0.071,11,0,0,0
1670644418,46,15,0,20,0.512,8,0,0,45.5,25.5,40,16,0.138,18,0,0,0
1670644419,46,15,2,19,0.773,12,0,0,45.9,31.6,40,14,0.165,21,0,0,0
1670644420,46,15,0,20,0.863,10,0,0,45.5,29.8,40,15,0.178,18,0,0,0
1670644421,46,15,2,0,0.703,4,0,0,47,27.7,40,16,0.145,10,0,0,0
1670644422,46,15,0,15,0.84,11,4,26,46.3,30.7,40,16,0.184,22,0,0,0
1670644423,46,15,2,20,0.529,8,0,0,45.3,23.6,40,15,0.094,12,0,0,0
1670644424,46,15,2,14,0.521,7,3,30,45,26.2,40,15,0.094,11,0,0,0
1670644425,46,15,0,20,0.643,10,1,9,45.3,25.6,40,14,0.144,20,0,0,0
1670644426,46,15,2,15,0.711,10,4,28,45.2,29,40,14,0.156,20,0,0,0
1670644427,46,15,0,14,0.646,9,4,30,45.2,30.2,40,14,0.141,18,0,0,244
1670644428,46,15,2,15,0.577,8,4,33,46.3,29.4,40,15,0.119,15,0,0,0
1670644429,46,15,2,17,0.99,13,4,23,46.1,34.1,40,15,0.227,29,0,0,0
1670644430,46,15,0,17,1.5,15,4,21,45.8,30.9,40,14,0.202,27,0,0,0
1670644431,46,15,2,13,0.453,6,4,40,45.5,25,40,14,0.119,15,0,0,0
1670644432,46,15,0,19,0.814,12,0,0,46.2,30.8,40,15,0.174,21,0,0,0
1670644433,46,15,2,16,0.889,13,4,23,45.5,30.8,40,14,0.193,26,0,0,0
1670644434,46,15,2,12,0.442,6,4,40,45.1,26,40,14,0.092,12,0,0,0
1670644435,46,15,0,14,0.807,11,4,26,45.9,32.1,40,14,0.175,22,0,0,256
1670644436,46,15,2,13,0.919,12,8,40,46.4,31.8,40,17,0.201,25,0,0,0
1670644437,46,15,0,20,0.451,7,0,0,45.8,26.1,40,16,0.116,15,0,0,0
1670644438,46,15,2,20,0.663,10,0,0,45.8,28.4,40,15,0.148,19,0,0,0
1670644439,46,15,2,10,0.493,6,8,57,45,26.7,40,14,0.09,12,0,0,0
1670644440,46,15,0,20,0.52,8,0,0,45,21.5,40,14,0.093,12,0,0,0
1670644441,46,15,2,20,0.51,8,0,0,45.5,23.9,40,15,0.091,12,0,0,0
1670644442,46,15,0,10,0.517,6,8,57,45.2,26.5,40,14,0.095,12,0,0,0
1670644443,46,15,2,19,0.826,13,0,0,45.9,31.6,40,15,0.211,27,0,0,0
1670644444,46,15,2,9,0.634,8,8,50,45.4,27.4,40,14,0.105,14,0,0,46
