Time,Number,Longitude,Latitude,Altitude,Voltage,Battery Level,Fix,Number of Satellites,Iperf Svr ID,Iperf Svr Interval Start [sec],Iperf Svr Interval End [sec],Iperf Svr Transfer [MB],Iperf Svr Bandwidth [Mbps],Iperf Clt ID,Iperf Clt Interval Start [sec],Iperf Clt Interval End [sec],Iperf Clt Transfer [MB],Iperf Clt Bandwidth [Mbps],Iperf Clt Retr,Iperf Clt Cwnd [MB],UE cc,UE pci,UE rsrp,UE pl,UE cfo [mili],UE DL mcs,UE DL snr,UE DL iter_dl,UE DL brate [Mbps],UE DL bler [%],UE DL ta_us,UE UL mcs,UE UL buff [kilo],UE UL brate [Mbps],UE UL bler [%],eNB rnti,eNB DL cqi,eNB DL ri,eNB DL mcs,eNB DL brate [Mbps],eNB DL ACK,eNB DL NACK,eNB DL NACK:ACK [%],eNB UL pusch,eNB UL pucch,eNB UL phr,eNB UL mcs,eNB UL brate [Mbps],eNB UL ACK,eNB UL NACK,eNB UL NACK:ACK [%],eNB UL bsr [kilo]
1670644174,11,-78.6961099,35.7272789,1.276,12.143,99,6,10,4,16,17,0.0184,0.151,5,16,17,0,0,2,0.00566,0,1,-86,86,1.8,19,40,0.7,1.2,36,2.6,16,0,0.064,36,46,15,0,18,1.1,8,4,33,46.9,30,40,17,0.15,17,0,0,0
1670644175,12,-78.6961098,35.7272789,3.209,12.193,99,6,10,4,17,18,0.0297,0.243,5,17,18,0,0,1,0.00707,0,1,-83,83,4,19,40,0.8,1.3,33,2.6,17,0,0.071,33,46,15,2,20,1.2,7,4,36,46.6,30.5,40,16,0.191,20,0,0,0
1670644176,13,-78.6961098,35.7272789,5.388,12.193,99,6,10,4,18,19,0.0297,0.243,5,18,19,0.0891,0.73,3,0.00424,0,1,-83,83,5.6,14,40,0.6,1.1,53,2.6,17,0,0.066,53,46,15,2,18,1.2,8,4,33,46.3,31.1,40,16,0.184,21,0,0,0
1670644177,14,-78.6961098,35.7272789,7.102,12.193,99,6,10,4,19,20,0.0297,0.243,5,19,20,0,0,2,0.00424,0,1,-83,83,7.1,20,40,0.8,1.3,33,2.6,17,0,0.067,33,46,15,0,16,1.1,8,4,33,46.4,27.4,40,16,0.137,17,0,0,0
1670644178,15,-78.6961098,35.7272789,10.051,12.193,98,6,10,4,20,21,0.0283,0.232,5,20,21,0,0,1,0.00707,0,1,-83,83,6.5,24,40,1,0.905,0,2.6,16,0,0.07,0,46,15,2,19,1.3,8,4,33,46.7,31,40,17,0.193,21,0,0,0
1670644179,16,-78.6961098,35.7272788,12.462,12.193,98,6,10,4,21,22,0.0184,0.151,5,21,22,0.0877,0.719,2,0.00566,0,1,-83,83,2.9,20,40,0.7,1.4,33,2.6,16,168,0.069,33,46,15,0,19,0.999,7,4,36,46.4,29.3,40,16,0.13,14,0,0,0
1670644180,17,-78.6961098,35.7272788,14.904,12.193,98,6,10,4,22,23,0.0297,0.243,5,22,23,0,0,1,0.00707,0,1,-83,83,-0.031,19,40,0.8,1.3,33,2.6,16,0,0.093,33,46,15,2,19,1.3,8,4,33,46.6,31.5,40,16,0.194,19,0,0,0
1670644181,18,-78.6961098,35.7272788,17.366,12.193,98,6,10,4,23,24,0.0141,0.116,5,23,24,0,0,4,0.00283,0,1,-83,83,6.4,15,40,0.7,0.88,33,2.6,15,0,0.075,33,46,15,2,23,0.762,7,0,0,46.1,26.8,40,15,0.125,16,0,0,0
1670644182,19,-78.6961098,35.7272789,19.839,12.193,98,6,10,4,24,25,0.0212,0.174,5,24,25,0,0,2,0.00424,0,1,-83,83,4.6,15,40,0.7,0.652,44,2.6,15,0,0.046,44,46,15,0,15,0.889,8,4,33,46.1,28.4,40,16,0.148,19,0,0,0
1670644183,20,-78.6961097,35.7272788,21.699,12.193,97,6,10,4,25,26,0.0156,0.127,5,25,26,0.0806,0.66,1,0.00566,0,1,-83,83,5.3,22,40,1,0.809,0,2.6,16,0,0.063,0,46,15,2,15,0.754,7,4,36,46,27.2,40,16,0.126,14,0,0,0
1670644184,21,-78.6961097,35.7272788,24.806,12.193,97,6,10,4,26,27,0.0113,0.0927,5,26,27,0,0,2,0.00424,0,1,-83,83,4.3,16,40,0.8,1,30,2.6,16,113,0.08,30,46,15,0,23,0.884,8,0,0,46.1,29.5,40,15,0.15,18,0,0,0
1670644185,22,-78.6961097,35.7272788,27.294,12.193,97,6,10,4,27,28,0.024,0.197,5,27,28,0,0,3,0.00283,0,1,-83,83,5,16,40,0.7,0.782,36,2.6,15,0,0.052,36,46,15,2,13,0.92,8,8,50,46.3,31.1,40,16,0.172,21,0,0,0
1670644186,23,-78.6961096,35.7272788,29.779,12.193,97,6,10,4,28,29,0.0184,0.151,5,28,29,0,0,1,0.00566,0,1,-83,83,2.6,16,40,0.7,0.774,36,2.6,16,113,0.061,36,46,15,2,15,0.668,6,4,40,45.8,25.7,40,16,0.126,15,0,0,0
1670644187,24,-78.6961096,35.7272788,31.644,12.193,97,6,10,4,29,30,0.0113,0.0926,5,29,30,0,0,2,0.00424,0,1,-83,83,6.7,16,40,0.8,0.929,38,2.6,16,113,0.057,38,46,15,0,18,0.909,8,4,33,46.1,30.2,40,16,0.147,17,0,0,0
1670644188,25,-78.6961096,35.7272788,34.136,12.193,96,6,10,4,30,31,0.0226,0.185,5,30,31,0.0792,0.649,3,0.00283,0,1,-83,83,6.9,16,40,0.7,0.86,50,2.6,15,0,0.053,50,46,15,2,14,0.886,7,7,50,46.3,31.8,40,16,0.173,20,0,0,0
1670644189,26,-78.6961096,35.7272787,36.63,12.193,96,6,10,4,31,32,0.0212,0.174,5,31,32,0,0,1,0.00566,0,1,-83,83,8.7,15,40,0.7,0.642,40,2.6,16,0,0.039,40,46,15,2,16,0.774,7,5,41,45.3,26.4,40,15,0.128,17,0,0,0
1670644190,27,-78.6961096,35.7272787,39.125,12.193,96,6,10,4,32,33,0.0113,0.0927,5,32,33,0,0,2,0.00424,0,1,-83,83,6.5,17,40,0.7,0.902,33,2.6,15,0,0.074,33,46,15,0,23,0.81,8,0,0,46.3,27.9,40,15,0.142,16,0,0,0
1670644191,28,-78.6961096,35.7272787,41.62,12.193,96,6,10,4,33,34,0.0226,0.185,5,33,34.01,0,0,3,0.00283,0,1,-83,83,3.7,16,40,0.8,1,30,2.6,16,0,0.057,30,46,15,2,14,1,8,6,42,46.1,31.1,40,16,0.157,20,0,0,0
1670644192,29,-78.6961096,35.7272786,44.117,12.193,96,6,10,4,34,35,0.0212,0.174,5,34.01,35,0.0834,0.687,1,0.00566,0,1,-83,83,6.5,15,40,0.7,0.658,40,2.6,16,204,0.041,40,46,15,0,15,0.774,7,6,46,45.9,27.8,40,16,0.148,18,0,0,0
1670644193,30,-78.6961095,35.7272786,46.593,12.193,95,6,10,4,35,36,0.0113,0.0926,5,35,36,0,0,2,0.00424,0,1,-83,83,6.2,17,40,0.7,0.89,33,2.6,16,113,0.072,33,46,15,2,23,0.713,7,0,0,46.1,26.3,40,15,0.125,13,0,0,0
1670644194,31,-78.6961095,35.7272787,48.611,12.242,95,6,10,4,36,37,0.0156,0.127,5,36,37,0,0,1,0.00566,0,1,-83,83,7.1,16,40,0.8,0.943,27,2.6,17,0,0.054,27,46,15,2,16,0.898,8,4,33,45.6,30.7,40,15,0.171,21,0,0,0
1670644195,32,-78.6961094,35.7272787,49.56,12.242,95,6,10,4,37,38,0.024,0.197,5,37,38,0,0,3,0.00283,0,1,-82,82,5.9,19,40,0.9,0.739,11,2.6,16,204,0.046,11,46,15,0,17,0.932,9,4,30,45.9,28.8,40,16,0.145,19,0,0,0
1670644196,33,-78.6961094,35.7272786,49.821,12.242,95,6,10,4,38,39,0.0141,0.116,5,38,39,0,0,2,0.00424,0,1,-79,79,9.7,17,40,0.7,0.882,33,2.6,16,113,0.089,33,46,15,2,17,0.656,7,4,36,46.9,25.8,40,17,0.121,13,0,0,0
1670644197,34,-78.6961094,35.7272787,49.908,12.242,95,6,10,4,39,40,0.0156,0.127,5,39,40,0.0806,0.66,1,0.00566,0,1,-79,79,8.4,14,40,0.7,0.898,43,2.6,16,0,0.056,43,46,15,0,16,0.913,8,4,33,46,31.9,40,16,0.172,21,0,0,0
1670644198,35,-78.6961094,35.7272787,49.945,12.242,95,6,10,4,40,41,0.024,0.197,5,40,41,0,0,3,0.00283,0,1,-79,79,6.5,15,40,0.7,0.664,45,2.6,14,204,0.042,45,46,15,2,12,0.946,8,8,50,45.7,30.7,40,16,0.159,20,0,0,0
1670644199,36,-78.6961095,35.7272786,49.96,12.242,94,6,10,4,41,42,0.0141,0.116,5,41,42,0,0,2,0.00424,0,1,-79,79,8.3,16,40,0.7,0.796,36,2.6,16,115,0.068,36,46,15,2,16,0.668,6,4,40,45.9,25.7,40,15,0.102,12,0,0,0
1670644200,37,-78.6961129,35.7272783,49.966,12.242,94,6,10,4,42,43,0.0156,0.127,5,42,43,0,0,1,0.00424,0,1,-79,79,6,16,40,0.8,1,38,2.6,16,113,0.059,38,46,15,0,16,0.954,8,5,38,46.1,30.7,40,16,0.166,20,0,0,0
1670644201,38,-78.6961247,35.7272775,49.97,12.242,94,6,10,4,43,44,0.0198,0.162,5,43,44,0.0792,0.649,2,0.00424,0,1,-79,79,5.8,15,40,0.7,0.632,53,2.6,15,204,0.039,53,46,15,2,12,0.632,6,7,53,46,23.7,40,16,0.096,13,0,0,0
1670644202,39,-78.6961459,35.7272761,49.973,12.242,94,6,10,4,44,45,0.0198,0.162,5,44,45,0,0,2,0.00424,0,1,-79,79,8.8,12,40,0.6,0.85,53,2.6,16,0,0.067,53,46,15,2,13,0.863,7,8,53,45.9,27.4,40,15,0.147,18,0,0,0
1670644203,40,-78.6961769,35.7272738,49.977,12.193,94,6,10,4,45,46,0.0099,0.0811,5,45,46,0,0,1,0.00424,0,1,-79,79,7.4,15,40,0.7,0.785,41,2.6,16,113,0.06,41,46,15,0,15,0.718,7,4,36,45.8,26.1,40,14,0.13,15,0,0,0
1670644204,41,-78.6962154,35.727271,49.984,12.193,94,6,10,4,46,47,0.0212,0.174,5,46,47,0,0,2,0.00424,0,1,-79,79,11,15,40,0.7,0.654,53,2.6,14,0,0.065,53,46,15,2,10,0.737,6,8,57,45.8,28.4,40,16,0.126,16,0,0,0
1670644205,42,-78.6962589,35.7272678,49.987,12.193,93,6,10,4,47,48,0.024,0.197,5,47,48,0,0,1,0.00424,0,1,-79,79,8,16,40,0.8,0.837,30,2.6,16,113,0.124,30,46,15,0,22,1.5,15,0,0,46.1,34.4,40,14,0.275,35,0,0,0
1670644206,43,-78.6963055,35.7272644,49.99,12.193,93,6,10,4,48,49,0.024,0.197,5,48,49,0.082,0.672,1,0.00424,0,1,-77,77,4.4,18,40,0.8,1.6,22,2.6,14,0,0.175,22,46,15,2,11,0.778,8,8,50,45.2,26.6,40,13,0.073,12,0,0,0
1670644207,44,-78.6963543,35.7272608,49.994,12.193,93,6,10,4,49,50,0.00424,0.0347,5,49,50,0,0,2,0.00283,0,1,-76,76,4,9,40,0.6,0.451,40,2.6,12,47,0.072,40,46,15,2,16,0.369,5,1,16,45,25.9,40,14,0.09,11,0,0,0
1670644208,45,-78.6964043,35.7272571,49.998,12.193,93,6,10,4,50,51,0.00848,0.0695,5,50,51,0,0,2,0.00283,0,1,-76,76,6.2,11,40,0.6,0.315,50,2.6,16,69,0.033,50,46,15,0,12,0.333,5,3,37,45.2,25,40,16,0.096,13,0,0,0
1670644209,46,-78.6964527,35.7272535,50.004,12.242,93,6,10,4,51,52,0.0113,0.0927,5,51,52,0,0,1,0.00424,0,1,-76,76,7.3,19,40,1,0.688,0,2.6,16,55,0.128,0,46,15,2,0,0.872,12,4,25,46.3,31.6,40,16,0.199,24,0,0,0
1670644210,47,-78.696495,35.7272504,50.006,12.242,92,6,10,4,52,53,0.00848,0.0695,5,52,53,0,0,2,0.00283,0,1,-76,76,3.9,11,40,0.7,0.569,36,2.6,14,137,0.087,36,46,15,0,20,0.356,4,0,0,44.7,18.5,40,14,0.064,7,0,0,0
1670644211,48,-78.6965265,35.7272482,50.005,12.242,92,6,10,4,53,54,0.00424,0.0347,5,53,54,0,0,1,0.00283,0,1,-76,76,8.3,15,40,1,0.603,0,2.6,15,0,0.069,0,46,15,2,20,0.603,7,0,0,46.2,28.3,40,16,0.091,8,0,0,0
1670644212,49,-78.6965435,35.7272457,50.001,12.242,92,6,10,4,54,55,0.0099,0.0811,5,54,55,0,0,2,0.00283,0,1,-76,76,6.7,17,40,1,0.354,0,2.6,15,69,0.062,0,46,15,0,20,0.438,6,0,0,45,18.6,40,12,0.116,13,0,0,0
1670644213,50,-78.6965467,35.7272379,49.996,12.242,92,6,10,4,55,56,0.00424,0.0347,5,55,56,0,0,1,0.00283,0,1,-76,76,6.2,17,40,1,0.585,0,2.6,15,0,0.079,0,46,15,2,20,0.54,8,0,0,46.5,29.6,40,17,0.168,18,0,0,0
1670644214,51,-78.6965446,35.7272236,49.99,12.242,92,6,10,4,56,57,0.0212,0.174,5,56,57,0.0778,0.637,2,0.00424,0,1,-76,76,6.2,18,40,1,0.681,0,2.6,14,137,0.151,0,46,15,0,20,0.938,14,0,0,45.5,29.7,40,15,0.167,24,0,0,0
1670644215,52,-78.6965418,35.7272014,49.987,12.193,92,6,10,4,57,58,0.0099,0.0811,5,57,58,0,0,2,0.00283,0,1,-76,76,5,13,40,0.8,0.7,28,2.6,15,0,0.144,28,46,15,2,13,0.669,9,6,40,45.9,31.8,40,15,0.181,23,0,0,0
1670644216,53,-78.6965395,35.7271722,49.989,12.193,91,6,10,4,58,59,0.017,0.139,5,58,59,0,0,1,0.00424,0,1,-76,76,3.7,15,40,0.8,0.763,26,2.6,15,101,0.163,26,46,15,2,14,0.706,9,6,40,45.3,28.6,40,13,0.11,15,0,0,0
1670644217,54,-78.6965375,35.7271381,49.993,12.193,91,6,10,4,59,60,0.00566,0.0463,5,59,60,0,0,2,0.00283,0,1,-72,72,7.8,12,40,0.7,0.637,33,2.6,16,47,0.079,33,46,15,0,20,0.457,7,0,0,46.2,26.1,40,15,0.117,16,0,0,0
1670644218,55,-78.6965356,35.727101,49.997,12.193,91,6,10,4,60,61,0.0212,0.174,5,60,61,0,0,2,0.00424,0,1,-68,68,6.8,19,40,1,0.742,0,2.6,15,0,0.152,0,46,15,2,20,0.991,15,0,0,46,30.7,40,15,0.21,26,0,0,0
1670644219,56,-78.6965337,35.7270618,49.998,12.193,91,6,10,4,61,62,0.00707,0.0579,5,61,62,0,0,2,0.00141,0,1,-68,68,3.8,13,40,0.8,0.722,28,2.6,15,0,0.147,28,46,15,2,12,0.453,6,4,40,45.6,26,40,16,0.118,14,0,0,0
1670644220,57,-78.6965318,35.7270212,50.001,12.193,91,6,10,4,62,63,0.0127,0.104,5,62,63,0.0778,0.637,1,0.00424,0,1,-68,68,6,18,40,1,0.39,0,2.6,16,115,0.051,0,46,15,0,20,0.646,10,0,0,45.6,27.9,40,14,0.145,20,0,0,0
1670644221,58,-78.6965298,35.7269796,50,12.193,90,6,10,4,63,64,0.0141,0.116,5,63,64,0,0,2,0.00283,0,1,-68,68,7.7,18,40,1,1,0,2.6,15,0,0.228,0,46,15,2,20,0.718,11,0,0,45.9,28,40,15,0.156,20,0,0,0
1670644222,59,-78.6965277,35.7269373,49.998,12.193,90,6,10,4,64,65,0.00848,0.0695,5,64,65,0,0,2,0.00283,0,1,-68,68,2.8,10,40,0.7,0.444,40,2.6,15,0,0.083,40,46,15,0,16,0.636,9,4,30,45.7,28.8,40,14,0.138,17,0,0,0
1670644223,60,-78.6965257,35.7268943,49.997,12.193,90,6,10,4,65,66,0.017,0.139,5,65,66,0,0,1,0.00424,0,1,-68,68,5.4,19,40,1,0.698,0,2.6,15,69,0.14,0,46,15,2,16,0.754,11,4,26,45.9,29.9,40,15,0.178,22,0,0,0
1670644224,61,-78.6965236,35.7268509,49.997,12.193,90,6,10,4,66,67,0.0283,0.232,5,66,67,0,0,1,0.00566,0,1,-68,68,4.7,17,40,0.8,1.1,22,2.6,14,57,0.27,22,46,15,2,17,1.4,16,4,20,45.5,32.6,40,14,0.257,34,0,0,0
1670644225,62,-78.6965215,35.7268072,49.997,12.193,90,6,10,4,67,68,0.0156,0.127,5,67,68,0.0834,0.684,2,0.00283,0,1,-68,68,3.7,14,40,0.7,1.2,34,2.6,14,0,0.241,34,46,15,0,14,0.683,10,4,28,45.4,27.9,40,15,0.15,20,0,0,0
1670644226,63,-78.6965194,35.7267632,49.996,12.193,90,6,10,4,68,69,0.00848,0.0695,5,68,69,0,0,2,0.00283,0,1,-68,68,2.6,10,40,0.7,0.451,40,2.6,15,0,0.066,40,46,15,2,12,0.511,7,4,36,45.4,24.2,40,15,0.092,11,0,0,0
1670644227,64,-78.6965173,35.7267191,49.994,12.193,89,6,10,4,69,70,0.0113,0.0926,5,69,70,0,0,1,0.00424,0,1,-68,68,6,19,40,1,0.575,0,2.6,17,57,0.115,0,46,15,0,20,0.83,13,0,0,45.9,29.7,40,15,0.186,23,0,0,0
1670644228,65,-78.6965152,35.7266747,49.995,12.193,89,6,10,4,70,71,0.0099,0.0812,5,70,71,0,0,2,0.00283,0,1,-59,59,9.2,17,40,1,0.632,0,2.6,14,0,0.077,0,46,15,2,11,0.498,6,6,50,45.1,22.6,40,14,0.091,12,0,0,0
1670644229,66,-78.696513,35.7266302,49.995,12.193,89,6,10,4,71,72,0.00848,0.0695,5,71,72,0,0,2,0.00283,0,1,-59,59,4.1,8,40,0.5,0.509,57,2.6,14,137,0.054,57,46,15,2,19,0.523,8,2,20,44.9,22.6,40,15,0.071,9,0,0,0
1670644230,67,-78.6965109,35.7265857,49.996,12.193,89,6,10,4,72,73,0.0099,0.0811,5,72,73,0,0,2,0.00283,0,1,-59,59,4.8,15,40,1,0.453,0,2.6,15,69,0.052,0,46,15,0,20,0.383,6,0,0,45.2,21.8,40,13,0.103,14,0,0,0
1670644231,68,-78.6965088,35.726541,49.996,12.193,89,6,10,4,73,74,0.00848,0.0695,5,73,74,0,0,2,0.00283,0,1,-59,59,6.3,17,40,1,0.573,0,2.6,14,0,0.075,0,46,15,2,13,0.508,7,4,36,46.1,23.2,40,16,0.092,12,0,0,0
1670644232,69,-78.6965067,35.7264963,49.999,12.193,89,6,10,4,74,75,0.0141,0.116,5,74,75,0.082,0.672,1,0.00566,0,1,-59,59,5.2,14,40,0.7,0.709,36,2.6,16,0,0.059,36,46,15,0,15,0.856,9,4,30,46.5,31.5,40,16,0.169,19,0,0,0
1670644233,70,-78.6965047,35.7264515,49.998,12.193,88,6,10,4,75,76,0.00848,0.0695,5,75,76,0,0,3,0.00424,0,1,-59,59,6.4,12,40,0.7,0.451,40,2.6,16,0,0.037,40,46,15,2,12,0.442,6,4,40,45,25,40,15,0.072,11,0,0,0
1670644234,71,-78.6965026,35.7264066,49.996,12.193,88,6,10,4,76,77,0.00566,0.0463,5,76,77,0,0,2,0.00283,0,1,-59,59,5.2,11,40,0.7,0.578,33,2.6,14,57,0.075,33,46,15,2,17,0.446,6,1,14,45.1,23.2,40,16,0.096,14,0,0,0
1670644235,72,-78.6965004,35.7263618,49.993,12.193,88,6,10,4,77,78,0.0141,0.116,5,77,78,0,0,2,0.00283,0,1,-59,59,1.4,11,40,0.6,0.317,50,2.6,15,69,0.034,50,46,15,0,17,0.712,11,3,21,45.5,28.3,40,15,0.168,23,0,0,0
1670644236,73,-78.6964983,35.7263169,49.994,12.193,88,6,10,4,78,79,0.0099,0.0811,5,78,79,0,0,2,0.00283,0,1,-59,59,3.3,14,40,0.8,0.84,25,2.6,15,0,0.17,25,46,15,2,14,0.583,8,4,33,45.4,30,40,15,0.142,18,0,0,0
1670644237,74,-78.6964962,35.726272,49.992,12.193,88,6,10,4,79,80,0.0127,0.104,5,79,80,0,0,1,0.00283,0,1,-59,59,6.7,18,40,1,0.727,0,2.6,15,204,0.145,0,46,15,2,20,0.692,11,0,0,46.3,26.1,40,15,0.137,16,0,0,0
1670644238,75,-78.6964942,35.7262271,49.992,12.193,87,6,10,4,80,81,0.00848,0.0695,5,80,81,0,0,2,0.00283,0,1,-54,54,5.9,16,40,1,0.502,0,2.6,15,137,0.068,0,46,15,0,20,0.515,8,0,0,44.9,22.2,40,13,0.07,11,0,0,0
1670644239,76,-78.6964922,35.7261822,49.992,12.193,87,6,10,4,81,82,0.0099,0.0811,5,81,82,0,0,2,0.00283,0,1,-48,48,3.4,15,40,1,0.437,0,2.6,15,69,0.051,0,46,15,2,20,0.399,6,0,0,45.3,16.5,40,14,0.107,13,0,0,0
1670644240,77,-78.6964901,35.7261374,49.993,12.193,87,6,10,4,82,83,0.00848,0.0695,5,82,83,0.0778,0.637,2,0.00283,0,1,-48,48,7.9,17,40,1,0.582,0,2.6,14,0,0.076,0,46,15,0,14,0.505,7,4,36,45.7,23.1,40,16,0.091,12,0,0,0
1670644241,78,-78.696488,35.7260925,49.994,12.193,87,6,10,4,83,84,0.0127,0.104,5,83,84,0,0,2,0.00283,0,1,-48,48,4.1,12,40,0.7,0.521,36,2.6,15,0,0.053,36,46,15,2,18,0.883,9,1,10,46.1,30.4,40,16,0.15,17,0,0,0
1670644242,79,-78.696486,35.7260476,49.995,12.193,87,6,10,4,84,85,0.00707,0.0579,5,84,85,0,0,2,0.00283,0,1,-48,48,6.7,15,40,0.7,0.779,36,2.6,17,137,0.049,36,46,15,2,9,0.378,5,7,58,45.6,26.2,40,14,0.093,12,0,0,0
1670644243,80,-78.6964839,35.7260027,49.998,12.193,87,6,10,4,85,86,0.0099,0.0811,5,85,86,0,0,2,0.00424,0,1,-48,48,0.94,6,40,0.5,0.469,57,2.6,15,0,0.053,57,46,15,0,11,0.542,7,8,53,45.2,26,40,15,0.112,15,0,0,0
1670644244,81,-78.6964817,35.7259578,49.998,12.193,86,6,10,4,86,87,0.0141,0.116,5,86,87,0,0,2,0.00424,0,1,-48,48,8.4,13,40,0.7,0.443,40,2.6,15,115,0.069,40,46,15,2,19,0.674,10,0,0,45.4,27.8,40,14,0.151,20,0,0,0
1670644245,82,-78.6964796,35.7259129,49.997,12.193,86,6,10,4,87,88,0.00848,0.0695,5,87,88,0,0,2,0.00283,0,1,-48,48,6.1,18,40,1,0.704,0,2.6,14,0,0.147,0,46,15,0,20,0.437,7,0,0,45.3,21.2,40,15,0.089,12,0,0,0
1670644246,83,-78.6964775,35.725868,49.998,12.193,86,6,10,4,88,89,0.00848,0.0695,5,88,89,0,0,2,0.00283,0,1,-48,48,7.2,17,40,1,0.502,0,2.6,15,0,0.051,0,46,15,2,13,0.493,7,4,36,45.5,26.1,40,15,0.089,12,0,0,0
1670644247,84,-78.6964753,35.7258231,49.998,12.193,86,6,10,4,89,90,0.00848,0.0695,5,89,90,0,0,2,0.00283,0,1,-48,48,3.9,12,40,0.7,0.503,36,2.6,15,0,0.051,36,46,15,2,20,0.529,8,0,0,45,23.6,40,14,0.094,12,0,0,0
1670644248,85,-78.6964732,35.7257782,49.997,12.193,86,6,10,4,90,91,0.0113,0.0927,5,90,91,0.0806,0.661,1,0.00424,0,1,-48,48,7.1,19,40,1,0.629,0,2.6,16,57,0.125,0,46,15,0,14,0.816,11,4,26,45.8,34.7,40,15,0.178,23,0,0,0
1670644249,86,-78.6964711,35.7257333,49.997,12.193,85,6,10,4,91,92,0.0141,0.116,5,91,92,0,0,2,0.00283,0,1,-37,37,6.1,12,40,0.7,0.829,42,2.6,14,137,0.171,42,46,15,2,15,0.638,9,4,30,45.8,26.1,40,15,0.13,16,0,0,0
