Time,UE cc,UE pci,UE rsrp,UE pl,UE cfo [mili],UE DL mcs,UE DL snr,UE DL iter_dl,UE DL brate [Mbps],UE DL bler [%],UE DL ta_us,UE UL mcs,UE UL buff [kilo],UE UL brate [Mbps],UE UL bler [%]
1670644153,0,1,-87,87,5.4,4,40,1,0.014,0,2.6,22,0,0.089,0
1670644154,0,1,-87,87,5.3,5,40,1,0.0037,0,2.6,22,0,0.042,0
1670644155,0,1,-87,87,5.4,15,40,1,0.0044,0,2.6,15,0,0.023,0
1670644156,0,1,-87,87,5.2,0,40,0,0,0,2.6,0,0,0,0
1670644157,0,1,-87,87,5.4,13,40,1,0.011,0,2.6,16,156,0.039,0
1670644158,0,1,-87,87,8.4,12,40,0.6,1.2,47,2.6,16,0,0.064,47
1670644159,0,1,-87,87,4.8,15,40,0.6,1.4,53,2.6,14,0,0.118,53
1670644160,0,1,-87,87,4.1,28,40,1,0.764,33,2.6,17,168,0.065,33
1670644161,0,1,-87,87,3.5,17,40,0.7,0.815,66,2.6,15,0,0.073,66
1670644162,0,1,-87,87,0.825,11,40,0.5,0.69,63,2.6,14,0,0.055,63
1670644163,0,1,-87,87,5.2,20,40,0.8,1.2,41,2.6,17,0,0.076,41
1670644164,0,1,-87,87,8.3,17,40,0.7,1.1,41,2.6,15,204,0.05,41
1670644165,0,1,-87,87,6.5,20,40,0.8,1.2,33,2.6,17,272,0.066,33
1670644166,0,1,-87,87,3.4,19,40,0.7,1.1,36,2.6,16,0,0.076,36
1670644167,0,1,-87,87,3.8,20,40,0.7,1.4,33,2.6,17,158,0.073,33
1670644168,0,1,-87,87,3.1,19,40,0.8,1.3,33,2.6,17,168,0.072,33
1670644169,0,1,-87,87,4.8,15,40,0.6,1.2,50,2.6,16,0,0.065,50
1670644170,0,1,-87,87,5.7,19,40,0.8,1.3,33,2.6,17,0,0.084,33
1670644171,0,1,-87,87,5,18,40,0.7,0.979,36,2.6,16,0,0.088,36
1670644172,0,1,-87,87,5.1,19,40,0.7,1.2,36,2.6,17,0,0.067,36
1670644173,0,1,-87,87,4.1,19,40,0.8,1.4,33,2.6,16,168,0.088,33
1670644174,0,1,-86,86,1.8,19,40,0.7,1.2,36,2.6,16,0,0.064,36
1670644175,0,1,-83,83,4,19,40,0.8,1.3,33,2.6,17,0,0.071,33
1670644176,0,1,-83,83,5.6,14,40,0.6,1.1,53,2.6,17,0,0.066,53
1670644177,0,1,-83,83,7.1,20,40,0.8,1.3,33,2.6,17,0,0.067,33
1670644178,0,1,-83,83,6.5,24,40,1,0.905,0,2.6,16,0,0.07,0
1670644179,0,1,-83,83,2.9,20,40,0.7,1.4,33,2.6,16,168,0.069,33
1670644180,0,1,-83,83,-0.031,19,40,0.8,1.3,33,2.6,16,0,0.093,33
1670644181,0,1,-83,83,6.4,15,40,0.7,0.88,33,2.6,15,0,0.075,33
1670644182,0,1,-83,83,4.6,15,40,0.7,0.652,44,2.6,15,0,0.046,44
1670644183,0,1,-83,83,5.3,22,40,1,0.809,0,2.6,16,0,0.063,0
1670644184,0,1,-83,83,4.3,16,40,0.8,1,30,2.6,16,113,0.08,30
1670644185,0,1,-83,83,5,16,40,0.7,0.782,36,2.6,15,0,0.052,36
1670644186,0,1,-83,83,2.6,16,40,0.7,0.774,36,2.6,16,113,0.061,36
1670644187,0,1,-83,83,6.7,16,40,0.8,0.929,38,2.6,16,113,0.057,38
1670644188,0,1,-83,83,6.9,16,40,0.7,0.86,50,2.6,15,0,0.053,50
1670644189,0,1,-83,83,8.7,15,40,0.7,0.642,40,2.6,16,0,0.039,40
1670644190,0,1,-83,83,6.5,17,40,0.7,0.902,33,2.6,15,0,0.074,33
1670644191,0,1,-83,83,3.7,16,40,0.8,1,30,2.6,16,0,0.057,30
1670644192,0,1,-83,83,6.5,15,40,0.7,0.658,40,2.6,16,204,0.041,40
1670644193,0,1,-83,83,6.2,17,40,0.7,0.89,33,2.6,16,113,0.072,33
1670644194,0,1,-83,83,7.1,16,40,0.8,0.943,27,2.6,17,0,0.054,27
1670644195,0,1,-82,82,5.9,19,40,0.9,0.739,11,2.6,16,204,0.046,11
1670644196,0,1,-79,79,9.7,17,40,0.7,0.882,33,2.6,16,113,0.089,33
1670644197,0,1,-79,79,8.4,14,40,0.7,0.898,43,2.6,16,0,0.056,43
1670644198,0,1,-79,79,6.5,15,40,0.7,0.664,45,2.6,14,204,0.042,45
1670644199,0,1,-79,79,8.3,16,40,0.7,0.796,36,2.6,16,115,0.068,36
1670644200,0,1,-79,79,6,16,40,0.8,1,38,2.6,16,113,0.059,38
1670644201,0,1,-79,79,5.8,15,40,0.7,0.632,53,2.6,15,204,0.039,53
1670644202,0,1,-79,79,8.8,12,40,0.6,0.85,53,2.6,16,0,0.067,53
1670644203,0,1,-79,79,7.4,15,40,0.7,0.785,41,2.6,16,113,0.06,41
1670644204,0,1,-79,79,11,15,40,0.7,0.654,53,2.6,14,0,0.065,53
1670644205,0,1,-79,79,8,16,40,0.8,0.837,30,2.6,16,113,0.124,30
1670644206,0,1,-77,77,4.4,18,40,0.8,1.6,22,2.6,14,0,0.175,22
1670644207,0,1,-76,76,4,9,40,0.6,0.451,40,2.6,12,47,0.072,40
1670644208,0,1,-76,76,6.2,11,40,0.6,0.315,50,2.6,16,69,0.033,50
1670644209,0,1,-76,76,7.3,19,40,1,0.688,0,2.6,16,55,0.128,0
1670644210,0,1,-76,76,3.9,11,40,0.7,0.569,36,2.6,14,137,0.087,36
1670644211,0,1,-76,76,8.3,15,40,1,0.603,0,2.6,15,0,0.069,0
1670644212,0,1,-76,76,6.7,17,40,1,0.354,0,2.6,15,69,0.062,0
1670644213,0,1,-76,76,6.2,17,40,1,0.585,0,2.6,15,0,0.079,0
1670644214,0,1,-76,76,6.2,18,40,1,0.681,0,2.6,14,137,0.151,0
1670644215,0,1,-76,76,5,13,40,0.8,0.7,28,2.6,15,0,0.144,28
1670644216,0,1,-76,76,3.7,15,40,0.8,0.763,26,2.6,15,101,0.163,26
1670644217,0,1,-72,72,7.8,12,40,0.7,0.637,33,2.6,16,47,0.079,33
1670644218,0,1,-68,68,6.8,19,40,1,0.742,0,2.6,15,0,0.152,0
1670644219,0,1,-68,68,3.8,13,40,0.8,0.722,28,2.6,15,0,0.147,28
1670644220,0,1,-68,68,6,18,40,1,0.39,0,2.6,16,115,0.051,0
1670644221,0,1,-68,68,7.7,18,40,1,1,0,2.6,15,0,0.228,0
1670644222,0,1,-68,68,2.8,10,40,0.7,0.444,40,2.6,15,0,0.083,40
1670644223,0,1,-68,68,5.4,19,40,1,0.698,0,2.6,15,69,0.14,0
1670644224,0,1,-68,68,4.7,17,40,0.8,1.1,22,2.6,14,57,0.27,22
1670644225,0,1,-68,68,3.7,14,40,0.7,1.2,34,2.6,14,0,0.241,34
1670644226,0,1,-68,68,2.6,10,40,0.7,0.451,40,2.6,15,0,0.066,40
1670644227,0,1,-68,68,6,19,40,1,0.575,0,2.6,17,57,0.115,0
1670644228,0,1,-59,59,9.2,17,40,1,0.632,0,2.6,14,0,0.077,0
1670644229,0,1,-59,59,4.1,8,40,0.5,0.509,57,2.6,14,137,0.054,57
1670644230,0,1,-59,59,4.8,15,40,1,0.453,0,2.6,15,69,0.052,0
1670644231,0,1,-59,59,6.3,17,40,1,0.573,0,2.6,14,0,0.075,0
1670644232,0,1,-59,59,5.2,14,40,0.7,0.709,36,2.6,16,0,0.059,36
1670644233,0,1,-59,59,6.4,12,40,0.7,0.451,40,2.6,16,0,0.037,40
1670644234,0,1,-59,59,5.2,11,40,0.7,0.578,33,2.6,14,57,0.075,33
1670644235,0,1,-59,59,1.4,11,40,0.6,0.317,50,2.6,15,69,0.034,50
1670644236,0,1,-59,59,3.3,14,40,0.8,0.84,25,2.6,15,0,0.17,25
1670644237,0,1,-59,59,6.7,18,40,1,0.727,0,2.6,15,204,0.145,0
1670644238,0,1,-54,54,5.9,16,40,1,0.502,0,2.6,15,137,0.068,0
1670644239,0,1,-48,48,3.4,15,40,1,0.437,0,2.6,15,69,0.051,0
1670644240,0,1,-48,48,7.9,17,40,1,0.582,0,2.6,14,0,0.076,0
1670644241,0,1,-48,48,4.1,12,40,0.7,0.521,36,2.6,15,0,0.053,36
1670644242,0,1,-48,48,6.7,15,40,0.7,0.779,36,2.6,17,137,0.049,36
1670644243,0,1,-48,48,0.94,6,40,0.5,0.469,57,2.6,15,0,0.053,57
1670644244,0,1,-48,48,8.4,13,40,0.7,0.443,40,2.6,15,115,0.069,40
1670644245,0,1,-48,48,6.1,18,40,1,0.704,0,2.6,14,0,0.147,0
1670644246,0,1,-48,48,7.2,17,40,1,0.502,0,2.6,15,0,0.051,0
1670644247,0,1,-48,48,3.9,12,40,0.7,0.503,36,2.6,15,0,0.051,36
1670644248,0,1,-48,48,7.1,19,40,1,0.629,0,2.6,16,57,0.125,0
1670644249,0,1,-37,37,6.1,12,40,0.7,0.829,42,2.6,14,137,0.171,42
1670644250,0,1,-35,35,3.9,10,40,0.7,0.448,40,2.6,15,69,0.053,40
1670644251,0,1,-35,35,6,19,40,1,0.767,0,2.6,15,109,0.153,0
1670644252,0,1,-35,35,7.7,14,40,0.7,1.5,36,2.6,14,67,0.154,36
1670644253,0,1,-35,35,6.1,8,40,0.5,0.355,63,2.6,14,0,0.055,63
1670644254,0,1,-35,35,5.8,10,40,0.6,0.312,55,2.6,16,0,0.032,55
1670644255,0,1,-35,35,4.3,11,40,0.7,0.446,40,2.6,14,69,0.056,40
1670644256,0,1,-35,35,5.2,17,40,1,0.512,0,2.6,16,0,0.057,0
1670644257,0,1,-35,35,5.2,18,40,1,0.381,0,2.6,14,115,0.051,0
1670644258,0,1,-35,35,7.2,18,40,1,1.1,0,2.6,15,0,0.23,0
1670644259,0,1,-32,32,5,9,40,0.6,0.484,53,2.6,15,0,0.085,53
1670644260,0,1,-27,27,7.2,18,40,1,0.324,16,2.6,15,0,0.031,16
1670644261,0,1,-27,27,5,17,40,1,0.839,0,2.6,14,0,0.168,0
1670644262,0,1,-27,27,7.2,19,40,1,0.754,0,2.6,15,57,0.161,0
1670644263,0,1,-27,27,6.4,14,40,0.8,0.845,25,2.6,15,137,0.204,25
1670644264,0,1,-27,27,4.1,17,40,1,0.777,0,2.6,15,0,0.165,0
1670644265,0,1,-27,27,5.3,18,40,1,0.722,0,2.6,14,57,0.146,0
1670644266,0,1,-27,27,4.1,11,40,0.6,0.325,50,2.6,15,69,0.035,50
1670644267,0,1,-27,27,4.7,12,40,0.7,0.503,36,2.6,15,69,0.051,36
1670644268,0,1,-27,27,5.8,17,40,1,0.515,0,2.6,15,0,0.052,0
1670644269,0,1,-27,27,4,15,40,0.7,0.78,30,2.6,15,0,0.085,30
1670644270,0,1,-21,21,5.1,15,40,1,0.299,0,2.6,12,47,0.057,0
1670644271,0,1,-19,19,6.5,9,40,0.6,0.494,44,2.6,16,145,0.04,44
1670644272,0,1,-19,19,2.2,8,40,0.6,0.346,57,2.6,16,0,0.07,57
1670644273,0,1,-19,19,4.9,7,40,0.5,0.434,61,2.6,15,69,0.034,61
1670644274,0,1,-19,19,9.1,9,40,0.5,0.46,58,2.6,16,0,0.059,58
1670644275,0,1,-19,19,5.2,15,40,0.8,0.334,16,2.6,17,69,0.035,16
1670644276,0,1,-19,19,4.3,18,40,1,0.773,0,2.6,16,57,0.134,0
1670644277,0,1,-19,19,6.5,18,40,1,0.558,0,2.6,14,57,0.127,0
1670644278,0,1,-19,19,4.6,12,40,0.7,0.914,40,2.6,15,0,0.196,40
1670644279,0,1,-19,19,5.7,14,40,0.8,0.703,30,2.6,16,113,0.13,30
1670644280,0,1,-19,19,1.9,15,40,0.8,1.2,23,2.6,14,0,0.156,23
1670644281,0,1,-19,19,2.5,18,40,1,0.321,0,2.6,15,69,0.048,0
1670644282,0,1,-19,19,7.3,17,40,1,0.515,0,2.6,16,0,0.059,0
1670644283,0,1,-19,19,6.1,17,40,1,0.44,0,2.6,16,57,0.053,0
1670644284,0,1,-19,19,5,17,40,1,0.495,0,2.6,14,57,0.05,0
1670644285,0,1,-19,19,6.1,19,40,1,0.738,0,2.6,14,0,0.152,0
