Time,UE cc,UE pci,UE rsrp,UE pl,UE cfo [mili],UE DL mcs,UE DL snr,UE DL iter_dl,UE DL brate [Mbps],UE DL bler [%],UE DL ta_us,UE UL mcs,UE UL buff [kilo],UE UL brate [Mbps],UE UL bler [%]
1670620730,0,1,-84,84,0.0072,3,81,1,0.0063,0,0,22,20,0.03,0
1670620731,0,1,-84,84,-0.291,3,81,1,0.0091,0,0,22,0,0.085,0
1670620732,0,1,-84,84,-0.457,0,81,0,0,0,0,0,0,0,0
1670620733,0,1,-84,84,-0.419,12,81,1,0.0036,0,0,15,0,0.02,0
1670620734,0,1,-84,84,-0.39,0,81,0,0,0,0,22,0,0.022,0
1670620735,0,1,-84,84,-0.351,10,81,1,0.021,0,0,20,0,3.3,0
1670620736,0,1,-84,84,-0.286,0,81,0,0,0,0,22,33,6.4,0
1670620737,0,1,-84,84,-0.339,0,81,0,0,0,0,22,33,7.8,0
1670620738,0,1,-84,84,-0.339,0,81,0,0,0,0,23,33,9,0
1670620739,0,1,-84,84,-0.393,0,81,0,0,0,0,23,3.9,9.3,0
1670620740,0,1,-84,84,-0.349,0,81,0,0,0,0,22,12,14,0
1670620741,0,1,-84,84,-0.231,0,81,0,0,0,0,22,3.9,13,0
1670620742,0,1,-84,84,-0.267,0,81,0,0,0,0,22,0,6.9,0
1670620743,0,1,-84,84,-0.278,0,81,0,0,0,0,22,18,6.7,0
1670620744,0,1,-84,84,-0.305,0,81,0,0,0,0,23,16,8.1,0
1670620745,0,1,-84,84,-0.378,0,81,0,0,0,0,23,17,7.1,0
1670620746,0,1,-84,84,-0.357,0,81,0,0,0,0,23,33,7,0
1670620747,0,1,-84,84,-0.36,0,81,0,0,0,0,23,17,8.6,0
1670620748,0,1,-84,84,-0.331,0,81,0,0,0,0,23,0,8.7,0
1670620749,0,1,-84,84,-0.38,0,81,0,0,0,0,23,9.9,7.7,0
1670620750,0,1,-84,84,-0.412,0,81,0,0,0,0,22,11,7.8,0
1670620751,0,1,-84,84,-0.409,0,81,0,0,0,0,22,17,8,0
1670620752,0,1,-84,84,-0.403,0,81,0,0,0,0,23,16,7.8,0
1670620753,0,1,-84,84,-0.364,0,81,0,0,0,0,23,0,8.6,0
1670620754,0,1,-84,84,-0.3,0,81,0,0,0,0,23,17,7.3,0
1670620755,0,1,-84,84,-0.368,0,81,0,0,0,0,22,33,8.4,0
1670620756,0,1,-84,84,-0.353,0,81,0,0,0,0,23,17,9.7,0
1670620757,0,1,-84,84,-0.354,0,81,0,0,0,0,23,33,7.3,0
1670620758,0,1,-84,84,-0.333,0,81,0,0,0,0,22,17,8.1,0
1670620759,0,1,-84,84,-0.34,0,81,0,0,0,0,23,3.9,7.5,0
1670620760,0,1,-84,84,-0.299,0,81,0,0,0,0,23,5.7,8.5,0
1670620761,0,1,-84,84,-0.377,0,81,0,0,0,0,23,17,8.1,0
1670620762,0,1,-84,84,-0.326,0,81,0,0,0,0,22,12,6.7,0
1670620763,0,1,-84,84,-0.378,0,81,0,0,0,0,22,33,5.6,0
1670620764,0,1,-84,84,-0.277,0,81,0,0,0,0,22,13,7.2,0
1670620765,0,1,-84,84,-0.366,0,81,0,0,0,0,22,0,7.2,0
