Time,Number,Longitude,Latitude,Altitude,Voltage,Battery Level,Fix,Number of Satellites,UE cc,UE pci,UE rsrp,UE pl,UE cfo [mili],UE DL mcs,UE DL snr,UE DL iter_dl,UE DL brate [Mbps],UE DL bler [%],UE DL ta_us,UE UL mcs,UE UL buff [kilo],UE UL brate [Mbps],UE UL bler [%],eNB rnti,eNB DL cqi,eNB DL ri,eNB DL mcs,eNB DL brate [Mbps],eNB DL ACK,eNB DL NACK,eNB DL NACK:ACK [%],eNB UL pusch,eNB UL pucch,eNB UL phr,eNB UL mcs,eNB UL brate [Mbps],eNB UL ACK,eNB UL NACK,eNB UL NACK:ACK [%],eNB UL bsr [kilo]
1670624092,15,-78.6961098,35.7272788,9.942,12.193,98,6,10,0,1,-84,84,-0.338,0,81,0,0,0,0,23,0,7.3,0,46,15,2,0,0,0,0,0,90.5,0,40,22,7.4,46,0,0,0
1670624093,16,-78.6961097,35.7272788,12.354,12.193,98,6,10,0,1,-84,84,-0.352,0,81,0,0,0,0,22,1.5,7.1,0,46,15,0,0,0,0,0,0,90.3,0,40,23,8.1,50,0,0,0
1670624094,17,-78.6961097,35.7272788,14.794,12.193,98,6,10,0,1,-84,84,-0.347,0,81,0,0,0,0,23,8.3,7.4,0,46,15,2,0,0,0,0,0,90.6,0,40,23,7.6,48,0,0,0
1670624095,18,-78.6961097,35.7272788,17.25,12.193,98,6,10,0,1,-84,84,-0.327,0,81,0,0,0,0,22,8.3,7.4,0,46,15,2,0,0,0,0,0,90.7,0,40,22,7.8,51,0,0,0
1670624096,19,-78.6961097,35.7272788,19.719,12.193,98,6,10,0,1,-84,84,-0.301,0,81,0,0,0,0,23,7.8,8.4,0,46,15,2,0,0,0,0,0,91,0,40,23,7.8,53,0,0,0
1670624097,20,-78.6961097,35.7272788,22.198,12.193,97,6,10,0,1,-84,84,-0.298,0,81,0,0,0,0,22,8.3,7.6,0,46,15,0,0,0,0,0,0,92,0,40,22,7.9,61,0,0,0
1670624098,21,-78.6961097,35.7272787,24.684,12.193,97,6,10,0,1,-84,84,-0.286,0,81,0,0,0,0,23,0,8.1,0,46,15,2,0,0,0,0,0,90.1,0,40,23,9.2,53,0,0,0
1670624099,22,-78.6961097,35.7272787,27.172,12.193,97,6,10,0,1,-84,84,-0.279,0,81,0,0,0,0,22,25,7.9,0,46,15,2,0,0,0,0,0,90.1,0,40,23,7.3,47,0,0,0
1670624100,23,-78.6961098,35.7272787,29.663,12.193,97,6,10,0,1,-84,84,-0.273,0,81,0,0,0,0,23,8.3,8.5,0,46,15,0,0,0,0,0,0,90.9,0,40,22,8.7,56,0,0,0
1670624101,24,-78.6961097,35.7272787,32.155,12.193,97,6,10,0,1,-84,84,-0.35,0,81,0,0,0,0,23,8.3,8.6,0,46,15,2,0,0,0,0,0,91.2,0,40,22,7.2,50,0,0,0
1670624102,25,-78.6961096,35.7272787,34.648,12.193,96,6,10,0,1,-84,84,-0.325,0,81,0,0,0,0,22,8.3,6.6,0,46,15,2,0,0,0,0,0,91.1,0,40,22,7.2,50,0,0,2.9
1670624103,26,-78.6961096,35.7272786,37.14,12.193,96,6,10,0,1,-84,84,-0.372,0,81,0,0,0,0,22,0,7.6,0,46,15,2,0,0,0,0,0,92.4,0,40,22,7,59,0,0,0
1670624104,27,-78.6961096,35.7272786,39.634,12.193,96,6,10,0,1,-84,84,-0.366,0,81,0,0,0,0,22,2,6.4,0,46,15,0,0,0,0,0,0,91.3,0,40,22,8,54,0,0,245
1670624105,28,-78.6961095,35.7272786,42.126,12.193,96,6,10,0,1,-84,84,-0.346,0,81,0,0,0,0,22,8.3,8.2,0,46,15,2,0,0,0,0,0,92.5,0,40,22,6.5,58,0,0,0
1670624106,29,-78.6961094,35.7272787,44.622,12.193,96,6,10,0,1,-84,84,-0.347,0,81,0,0,0,0,22,0,5.2,0,46,15,2,0,0,0,0,0,91.5,0,40,22,6.7,49,0,0,0
1670624107,30,-78.6961095,35.7272786,47.063,12.193,95,6,10,0,1,-84,84,-0.348,0,81,0,0,0,0,22,2.2,6.6,0,46,15,0,0,0,0,0,0,91.1,0,40,22,7.9,55,0,0,0
1670624108,31,-78.6961095,35.7272786,48.892,12.242,95,6,10,0,1,-84,84,-0.277,0,81,0,0,0,0,23,0,9.8,0,46,15,2,0,0,0,0,0,90.2,-99.9,40,23,8.5,54,0,0,0
1670624109,32,-78.6961095,35.7272786,49.642,12.242,95,6,10,0,1,-84,84,-0.316,0,81,0,0,0,0,22,8.3,8.1,0,46,15,2,0,0,0,0,0,91,0,40,22,7.7,55,0,0,0
1670624110,33,-78.6961095,35.7272786,49.845,12.242,95,6,10,0,1,-84,84,-0.326,0,81,0,0,0,0,22,25,7.4,0,46,15,0,0,0,0,0,0,90.4,0,40,23,8.9,44,0,0,1.62
1670624111,34,-78.6961094,35.7272786,49.918,12.242,95,6,10,0,1,-84,84,-0.384,0,81,0,0,0,0,23,0,8.7,0,46,15,2,0,0,0,0,0,89.8,-99.9,40,23,9.8,46,0,0,0
1670624112,35,-78.6961094,35.7272786,49.948,12.242,95,6,10,0,1,-84,84,-0.302,0,81,0,0,0,0,23,8.3,11,0,46,15,2,0,0,0,0,0,91.1,0,40,22,8.3,49,0,0,0
1670624113,36,-78.6961096,35.7272785,49.962,12.242,94,6,10,0,1,-84,84,-0.322,0,81,0,0,0,0,22,8.3,7.5,0,46,15,0,0,0,0,0,0,90.2,0,40,22,6.9,39,0,0,190
1670624114,37,-78.6961151,35.7272781,49.968,12.242,94,6,10,0,1,-84,84,-0.357,0,81,0,0,0,0,23,0,7.7,0,46,15,2,0,0,0,0,0,90.3,0,40,23,8,50,0,0,0
1670624115,38,-78.6961295,35.7272771,49.972,12.242,94,6,10,0,1,-84,84,-0.3,0,81,0,0,0,0,22,8.3,8.1,0,46,15,2,0,0,0,0,0,90.7,0,40,22,8.7,55,0,0,0
1670624116,39,-78.6961536,35.7272755,49.977,12.193,94,6,10,0,1,-84,84,-0.327,0,81,0,0,0,0,22,0,6,0,46,15,0,0,0,0,0,0,91.1,0,40,22,5.6,36,0,0,0
1670624117,40,-78.6961872,35.7272731,49.982,12.193,94,6,10,0,1,-84,84,-0.351,0,81,0,0,0,0,22,0,7.3,0,46,15,2,0,0,0,0,0,90.1,0,40,22,7.7,45,0,0,190
1670624118,41,-78.6962274,35.7272701,49.987,12.193,93,6,10,0,1,-84,84,-0.316,0,81,0,0,0,0,23,8.3,7.5,0,46,15,2,0,0,0,0,0,89.8,0,40,23,8,47,0,0,0
1670624119,42,-78.6962719,35.7272668,49.99,12.193,93,6,10,0,1,-84,84,-0.327,0,81,0,0,0,0,22,0,7.5,0,46,15,0,0,0,0,0,0,90.8,0,40,22,7.8,49,0,0,0
1670624120,43,-78.6963072,35.7272642,49.994,12.193,93,6,10,0,1,-84,84,-0.347,0,81,0,0,0,0,23,0,7.7,0,46,15,2,0,0,0,0,0,90.3,0,40,23,8.5,50,0,0,0
1670624121,44,-78.6963561,35.7272605,49.997,12.193,93,6,10,0,1,-84,84,-0.397,0,81,0,0,0,0,22,18,6.5,0,46,15,2,0,0,0,0,0,90.6,0,40,22,6.1,39,0,0,0
1670624122,45,-78.6964061,35.7272568,49.999,12.193,93,6,10,0,1,-84,84,-0.377,0,81,0,0,0,0,23,17,7.7,0,46,15,2,0,0,0,0,0,89.7,0,40,23,8.4,46,0,0,0
1670624123,46,-78.6964545,35.7272532,50.002,12.242,93,6,10,0,1,-84,84,-0.354,0,81,0,0,0,0,23,17,8.4,0,46,15,0,0,0,0,0,0,89.6,0,40,23,8.2,46,0,0,0
1670624124,47,-78.6964965,35.7272501,50.003,12.242,92,6,10,0,1,-84,84,-0.299,0,81,0,0,0,0,23,8.3,8.7,0,46,15,2,0,0,0,0,0,89.9,0,40,23,8.5,48,0,0,0
1670624125,48,-78.6965274,35.727248,50.002,12.242,92,6,10,0,1,-84,84,-0.397,0,81,0,0,0,0,22,3.3,7.1,0,46,15,2,0,0,0,0,0,92,0,40,22,7.5,57,0,0,0
1670624126,49,-78.6965437,35.7272454,49.997,12.242,92,6,10,0,1,-84,84,-0.282,0,81,0,0,0,0,22,0,7.7,0,46,15,0,0,0,0,0,0,89.7,0,40,23,8.1,47,0,0,0
1670624127,50,-78.6965465,35.7272374,49.992,12.242,92,6,10,0,1,-84,84,-0.352,0,81,0,0,0,0,22,9.8,6.7,0,46,15,2,0,0,0,0,0,90.6,-99.9,40,22,7,44,0,0,0
1670624128,51,-78.6965442,35.7272228,49.985,12.242,92,6,10,0,1,-84,84,-0.39,0,81,0,0,0,0,23,16,8,0,46,15,2,0,0,0,0,0,89.6,0,40,23,8.6,49,0,0,0
1670624129,52,-78.6965415,35.7272004,49.984,12.193,92,6,10,0,1,-84,84,-0.331,0,81,0,0,0,0,22,8.3,7.5,0,46,15,0,0,0,0,0,0,91.4,0,40,22,7,52,0,0,0
1670624130,53,-78.6965392,35.727171,49.986,12.193,91,6,10,0,1,-84,84,-0.351,0,81,0,0,0,0,22,16,7.5,0,46,15,2,0,0,0,0,0,91.4,0,40,22,7.9,55,0,0,0
1670624131,54,-78.6965373,35.7271369,49.988,12.193,91,6,10,0,1,-84,84,-0.284,0,81,0,0,0,0,23,3.4,7.7,0,46,15,2,0,0,0,0,0,90.1,0,40,23,7.8,48,0,0,2.41
1670624132,55,-78.6965355,35.7270997,49.99,12.193,91,6,10,0,1,-84,84,-0.36,0,81,0,0,0,0,22,8.3,8.3,0,46,15,2,0,0,0,0,0,90.5,0,40,22,6.8,44,0,0,0
1670624133,56,-78.6965337,35.7270605,49.992,12.193,91,6,10,0,1,-84,84,-0.329,0,81,0,0,0,0,23,0,8,0,46,15,0,0,0,0,0,0,90.2,0,40,23,9.4,55,0,0,0
1670624134,57,-78.6965317,35.7270198,49.993,12.193,91,6,10,0,1,-84,84,-0.331,0,81,0,0,0,0,22,8.3,8.8,0,46,15,2,0,0,0,0,0,90.2,0,40,22,7.9,47,0,0,0
1670624135,58,-78.6965297,35.7269782,49.994,12.193,90,6,10,0,1,-84,84,-0.326,0,81,0,0,0,0,22,8.3,7,0,46,15,2,0,0,0,0,0,91.1,0,40,22,7.7,51,0,0,0
1670624136,59,-78.6965276,35.7269359,49.994,12.193,90,6,10,0,1,-84,84,-0.379,0,81,0,0,0,0,23,8.3,8.1,0,46,15,0,0,0,0,0,0,90.1,0,40,23,8.5,50,0,0,0
1670624137,60,-78.6965254,35.7268929,49.996,12.193,90,6,10,0,1,-84,84,-0.33,0,81,0,0,0,0,23,8.3,8.1,0,46,15,2,0,0,0,0,0,90.3,0,40,23,8,50,0,0,189
1670624138,61,-78.6965233,35.7268495,49.997,12.193,90,6,10,0,1,-84,84,-0.318,0,81,0,0,0,0,23,16,7.1,0,46,15,2,0,0,0,0,0,90.2,0,40,23,7.8,47,0,0,0
1670624139,62,-78.6965211,35.7268058,49.996,12.193,90,6,10,0,1,-84,84,-0.309,0,81,0,0,0,0,22,9.8,8.2,0,46,15,2,0,0,0,0,0,90.8,0,40,23,8.7,55,0,0,0
1670624140,63,-78.696519,35.7267618,49.997,12.193,90,6,10,0,1,-84,84,-0.334,0,81,0,0,0,0,23,8.3,10,0,46,15,0,0,0,0,0,0,90.4,0,40,23,8.8,53,0,0,0
1670624141,64,-78.6965169,35.7267176,49.999,12.193,89,6,10,0,1,-84,84,-0.293,0,81,0,0,0,0,23,0,6.7,0,46,15,2,0,0,0,0,0,91,0,40,22,8.5,55,0,0,189
1670624142,65,-78.6965148,35.7266733,49.998,12.193,89,6,10,0,1,-84,84,-0.414,0,81,0,0,0,0,23,0,8.7,0,46,15,2,0,0,0,0,0,90.9,0,40,23,7.5,48,0,0,0
1670624143,66,-78.6965127,35.7266287,49.996,12.193,89,6,10,0,1,-84,84,-0.305,0,81,0,0,0,0,22,8.3,7.4,0,46,15,0,0,0,0,0,0,90.2,0,40,23,7.5,46,0,0,0
1670624144,67,-78.6965106,35.7265841,49.993,12.193,89,6,10,0,1,-84,84,-0.353,0,81,0,0,0,0,23,8.3,6.6,0,46,15,2,0,0,0,0,0,90.6,0,40,23,8.2,53,0,0,0
1670624145,68,-78.6965085,35.7265394,49.994,12.193,89,6,10,0,1,-84,84,-0.275,0,81,0,0,0,0,23,8.3,8.5,0,46,15,2,0,0,0,0,0,90.9,0,40,22,7.7,53,0,0,0
1670624146,69,-78.6965065,35.7264946,49.992,12.193,88,6,10,0,1,-84,84,-0.296,0,81,0,0,0,0,22,8.3,7.7,0,46,15,0,0,0,0,0,0,91.3,0,40,22,8.2,53,0,0,0
1670624147,70,-78.6965044,35.7264498,49.992,12.193,88,6,10,0,1,-84,84,-0.402,0,81,0,0,0,0,22,3.8,8.4,0,46,15,2,0,0,0,0,0,90.5,0,40,22,7.6,48,0,0,0
1670624148,71,-78.6965024,35.7264051,49.992,12.193,88,6,10,0,1,-84,84,-0.366,0,81,0,0,0,0,22,8.3,5.9,0,46,15,2,0,0,0,0,0,92.4,0,40,22,5.5,45,0,0,0
1670624149,72,-78.6965003,35.7263603,49.993,12.193,88,6,10,0,1,-84,84,-0.369,0,81,0,0,0,0,23,8.3,8.8,0,46,15,2,0,0,0,0,0,89.7,0,40,23,9.3,53,0,0,0
1670624150,73,-78.6964983,35.7263155,49.994,12.193,88,6,10,0,1,-84,84,-0.323,0,81,0,0,0,0,22,8.3,7.8,0,46,15,0,0,0,0,0,0,91.5,0,40,22,7.5,54,0,0,0
1670624151,74,-78.6964962,35.7262706,49.995,12.193,88,6,10,0,1,-84,84,-0.358,0,81,0,0,0,0,22,8.3,5.8,0,46,15,2,0,0,0,0,0,90.9,0,40,22,6,39,0,0,0
1670624152,75,-78.6964941,35.7262257,49.998,12.193,87,6,10,0,1,-84,84,-0.296,0,81,0,0,0,0,22,8.3,7.8,0,46,15,2,0,0,0,0,0,90.1,0,40,23,8.2,48,0,0,0
1670624153,76,-78.696492,35.7261808,49.998,12.193,87,6,10,0,1,-84,84,-0.332,0,81,0,0,0,0,22,8.3,7.8,0,46,15,0,0,0,0,0,0,90.9,0,40,22,6.7,43,0,0,45
1670624154,77,-78.6964898,35.726136,49.997,12.193,87,6,10,0,1,-84,84,-0.396,0,81,0,0,0,0,22,7.3,6.6,0,46,15,2,0,0,0,0,0,91.1,0,40,23,8.1,55,0,0,0
1670624155,78,-78.6964877,35.7260911,49.998,12.193,87,6,10,0,1,-84,84,-0.359,0,81,0,0,0,0,23,0,8.2,0,46,15,2,0,0,0,0,0,89.7,0,40,23,8.2,48,0,0,193
1670624156,79,-78.6964856,35.7260462,49.998,12.193,87,6,10,0,1,-84,84,-0.312,0,81,0,0,0,0,23,8.3,8.7,0,46,15,0,0,0,0,0,0,90.1,0,40,23,8.9,53,0,0,0
1670624157,80,-78.6964834,35.7260013,49.997,12.193,87,6,10,0,1,-84,84,-0.385,0,81,0,0,0,0,22,12,6.1,0,46,15,2,0,0,0,0,0,90.4,0,40,23,6.2,38,0,0,0
1670624158,81,-78.6964813,35.7259564,49.997,12.193,86,6,10,0,1,-84,84,-0.333,0,81,0,0,0,0,23,2,8.2,0,46,15,2,0,0,0,0,0,90,0,40,23,8,49,0,0,0
1670624159,82,-78.6964793,35.7259114,49.997,12.193,86,6,10,0,1,-84,84,-0.38,0,81,0,0,0,0,22,8.3,7.4,0,46,15,2,0,0,0,0,0,91.1,0,40,22,7.8,53,0,0,0
1670624160,83,-78.6964772,35.7258664,49.998,12.193,86,6,10,0,1,-84,84,-0.286,0,81,0,0,0,0,22,0,7,0,46,15,0,0,0,0,0,0,90.5,0,40,22,7.3,47,0,0,0
1670624161,84,-78.696475,35.7258214,49.999,12.193,86,6,10,0,1,-84,84,-0.37,0,81,0,0,0,0,22,25,6,0,46,15,2,0,0,0,0,0,91.3,95.1,40,22,7.4,50,0,0,0
1670624162,85,-78.6964729,35.7257765,49.998,12.193,86,6,10,0,1,-84,84,-0.371,0,81,0,0,0,0,22,0,7,0,46,15,2,0,0,0,0,0,91.5,0,40,22,6.6,47,0,0,446
1670624163,86,-78.6964709,35.7257317,49.999,12.193,85,6,10,0,1,-84,84,-0.357,0,81,0,0,0,0,23,17,7.4,0,46,15,0,0,0,0,0,0,89.6,0,40,23,8.4,47,0,0,0
1670624164,87,-78.6964688,35.7256868,50,12.193,85,6,10,0,1,-84,84,-0.349,0,81,0,0,0,0,23,25,8.2,0,46,15,2,0,0,0,0,0,89.4,0,40,23,8.1,42,0,0,0
1670624165,88,-78.6964667,35.7256418,50.001,12.193,85,6,10,0,1,-84,84,-0.237,0,81,0,0,0,0,22,0,8,0,46,15,2,0,0,0,0,0,90.2,0,40,22,7.7,47,0,0,0
1670624166,89,-78.6964646,35.7255969,50.002,12.193,85,6,10,0,1,-84,84,-0.368,0,81,0,0,0,0,22,16,6.9,0,46,15,2,0,0,0,0,0,89.8,0,40,23,6.7,39,0,0,7.36
1670624167,90,-78.6964625,35.725552,50.003,12.193,85,6,10,0,1,-84,84,-0.355,0,81,0,0,0,0,23,3.3,8.7,0,46,15,0,0,0,0,0,0,90,0,40,23,9.2,52,0,0,0
1670624168,91,-78.6964604,35.7255071,50.004,12.193,85,6,10,0,1,-84,84,-0.304,0,81,0,0,0,0,22,8.3,7.6,0,46,15,2,0,0,0,0,0,90.6,0,40,22,7.7,47,0,0,0
1670624169,92,-78.6964583,35.7254621,50.004,12.193,84,6,10,0,1,-84,84,-0.387,0,81,0,0,0,0,23,0,8.5,0,46,15,2,0,0,0,0,0,90.2,0,40,23,7.9,47,0,0,0
1670624170,93,-78.6964562,35.7254172,50.003,12.193,84,6,10,0,1,-84,84,-0.28,0,81,0,0,0,0,22,0,8.8,0,46,15,0,0,0,0,0,0,90.9,0,40,22,10,50,0,0,0
1670624171,94,-78.6964542,35.7253724,50.002,12.193,84,6,10,0,1,-84,84,-0.291,0,81,0,0,0,0,22,0,9.4,0,46,15,2,0,0,0,0,0,91.3,0,40,22,10,54,0,0,0
1670624172,95,-78.696452,35.7253275,49.999,12.193,84,6,10,0,1,-84,84,-0.341,0,81,0,0,0,0,22,16,7,0,46,15,0,0,0,0,0,0,92.8,0,40,22,7.6,54,0,0,0
1670624173,96,-78.6964499,35.7252826,49.999,12.193,84,6,10,0,1,-84,84,-0.386,0,81,0,0,0,0,23,8.3,8.1,0,46,15,2,0,0,0,0,0,90.2,0,40,22,7.5,46,0,0,0
1670624174,97,-78.6964478,35.7252376,50,12.193,83,6,10,0,1,-84,84,-0.37,0,81,0,0,0,0,22,16,7.8,0,46,15,2,0,0,0,0,0,92.5,0,40,22,7.2,61,0,0,0
1670624175,98,-78.6964463,35.725204,50,12.193,83,6,10,0,1,-84,84,-0.379,0,81,0,0,0,0,23,8.3,8.4,0,46,15,0,0,0,0,0,0,91.1,0,40,22,7,50,0,0,0
1670624176,99,-78.6964441,35.7251591,49.997,12.193,83,6,10,0,1,-84,84,-0.328,0,81,0,0,0,0,22,8.3,6.6,0,46,15,2,0,0,0,0,0,90.8,0,40,22,7.3,49,0,0,0
1670624177,100,-78.6964415,35.7251029,49.999,12.193,83,6,10,0,1,-84,84,-0.311,0,81,0,0,0,0,23,0,8,0,46,15,2,0,0,0,0,0,89.9,0,40,23,8.8,48,0,0,0
1670624178,101,-78.6964394,35.725058,49.998,12.193,83,6,10,0,1,-84,84,-0.411,0,81,0,0,0,0,23,0,8.5,0,46,15,2,0,0,0,0,0,90.4,0,40,23,7.7,47,0,0,0
1670624179,102,-78.6964374,35.7250131,50,12.193,83,6,10,0,1,-84,84,-0.377,0,81,0,0,0,0,23,0,7.9,0,46,15,0,0,0,0,0,0,89.9,0,40,23,8.4,49,0,0,0
1670624180,103,-78.6964353,35.7249682,50.001,12.193,82,6,10,0,1,-84,84,-0.38,0,81,0,0,0,0,22,0,7.1,0,46,15,2,0,0,0,0,0,90.8,0,40,22,7.1,50,0,0,0
1670624181,104,-78.6964337,35.7249346,50,12.193,82,6,10,0,1,-84,84,-0.355,0,81,0,0,0,0,22,8.3,8,0,46,15,2,0,0,0,0,0,90.8,0,40,22,8.2,55,0,0,0
1670624182,105,-78.6964316,35.7248897,50.001,12.193,82,6,10,0,1,-84,84,-0.315,0,81,0,0,0,0,23,8.3,9.4,0,46,15,0,0,0,0,0,0,89.9,0,40,23,9.1,51,0,0,0
1670624183,106,-78.696429,35.7248335,50.003,12.193,82,6,10,0,1,-84,84,-0.351,0,81,0,0,0,0,23,8.3,8.5,0,46,15,2,0,0,0,0,0,90.7,0,40,22,7.8,51,0,0,189
1670624184,107,-78.6964274,35.7247997,50.004,12.193,82,6,10,0,1,-84,84,-0.284,0,81,0,0,0,0,22,2,6.6,0,46,15,2,0,0,0,0,0,90.6,0,40,22,7.5,48,0,0,0
1670624185,108,-78.6964253,35.7247548,50.004,12.193,81,6,10,0,1,-84,84,-0.334,0,81,0,0,0,0,23,2.2,9.3,0,46,15,0,0,0,0,0,0,90.2,0,40,22,9.6,54,0,0,0
1670624186,109,-78.6964232,35.7247099,50.004,12.193,81,6,10,0,1,-84,84,-0.348,0,81,0,0,0,0,23,8.3,8.9,0,46,15,2,0,0,0,0,0,89.5,0,40,23,8.7,48,0,0,0
1670624187,110,-78.6964212,35.724665,50.004,12.193,81,6,10,0,1,-84,84,-0.28,0,81,0,0,0,0,23,8.3,8.4,0,46,15,2,0,0,0,0,0,90.5,0,40,23,6.7,40,0,0,20.1
1670624188,111,-78.6964191,35.7246201,50.004,12.193,81,6,10,0,1,-84,84,-0.299,0,81,0,0,0,0,23,8.3,8.6,0,46,15,2,0,0,0,0,0,89.9,0,40,23,9.1,50,0,0,7.36
1670624189,112,-78.6964169,35.7245752,50.002,12.193,81,6,10,0,1,-84,84,-0.328,0,81,0,0,0,0,23,8.3,8,0,46,15,0,0,0,0,0,0,89.9,0,40,23,8,46,0,0,0
1670624190,113,-78.6964148,35.7245303,49.999,12.193,81,6,10,0,1,-84,84,-0.362,0,81,0,0,0,0,23,0,7.1,0,46,15,2,0,0,0,0,0,90.5,0,40,22,7.4,44,0,0,980
1670624191,114,-78.6964127,35.7244854,49.999,12.193,80,6,10,0,1,-84,84,-0.354,0,81,0,0,0,0,22,8.3,6.4,0,46,15,2,0,0,0,0,0,90.7,0,40,22,7.3,46,0,0,0
1670624192,115,-78.6964106,35.7244405,49.999,12.193,80,6,10,0,1,-84,84,-0.308,0,81,0,0,0,0,22,25,7.7,0,46,15,0,0,0,0,0,0,90,0,40,23,8.8,52,0,0,0
1670624193,116,-78.6964086,35.7243955,50,12.193,80,6,10,0,1,-84,84,-0.355,0,81,0,0,0,0,23,25,8.9,0,46,15,2,0,0,0,0,0,89.8,0,40,23,8.9,49,0,0,0
1670624194,117,-78.6964065,35.7243506,49.999,12.193,80,6,10,0,1,-84,84,-0.367,0,81,0,0,0,0,23,16,7.3,0,46,15,2,0,0,0,0,0,89.8,0,40,23,6.7,39,0,0,0
1670624195,118,-78.6964044,35.7243057,49.998,12.193,80,6,10,0,1,-84,84,-0.385,0,81,0,0,0,0,23,17,8.5,0,46,15,0,0,0,0,0,0,89.9,0,40,23,9,48,0,0,0
1670624196,119,-78.6964023,35.7242608,49.997,12.193,79,6,10,0,1,-84,84,-0.363,0,81,0,0,0,0,23,25,8.1,0,46,15,2,0,0,0,0,0,89.7,0,40,23,8.6,47,0,0,0
1670624197,120,-78.6964002,35.7242159,49.998,12.193,79,6,10,0,1,-84,84,-0.369,0,81,0,0,0,0,23,17,8.2,0,46,15,2,0,0,0,0,0,90.8,0,40,23,7.8,47,0,0,0
1670624198,121,-78.6963981,35.7241711,50.001,12.193,79,6,10,0,1,-84,84,-0.277,0,81,0,0,0,0,23,0,8.2,0,46,15,0,0,0,0,0,0,90.2,0,40,22,7.9,46,0,0,0
1670624199,122,-78.696396,35.7241261,50.001,12.193,79,6,10,0,1,-84,84,-0.289,0,81,0,0,0,0,22,25,7.8,0,46,15,2,0,0,0,0,0,89.9,0,40,23,8.9,53,0,0,0
1670624200,123,-78.696394,35.7240812,50,12.193,79,6,10,0,1,-84,84,-0.382,0,81,0,0,0,0,23,17,8,0,46,15,2,0,0,0,0,0,90.2,0,40,23,7.2,42,0,0,0
