Number,Longitude,Latitude,Altitude,Voltage,Battery Level,Time,Fix,Number of Satellites
59,-78.6965276,35.7269359,49.994,12.193,90,1670624136,6,10
60,-78.6965254,35.7268929,49.996,12.193,90,1670624137,6,10
61,-78.6965233,35.7268495,49.997,12.193,90,1670624138,6,10
62,-78.6965211,35.7268058,49.996,12.193,90,1670624139,6,10
63,-78.696519,35.7267618,49.997,12.193,90,1670624140,6,10
64,-78.6965169,35.7267176,49.999,12.193,89,1670624141,6,10
65,-78.6965148,35.7266733,49.998,12.193,89,1670624142,6,10
66,-78.6965127,35.7266287,49.996,12.193,89,1670624143,6,10
67,-78.6965106,35.7265841,49.993,12.193,89,1670624144,6,10
68,-78.6965085,35.7265394,49.994,12.193,89,1670624145,6,10
69,-78.6965065,35.7264946,49.992,12.193,88,1670624146,6,10
70,-78.6965044,35.7264498,49.992,12.193,88,1670624147,6,10
71,-78.6965024,35.7264051,49.992,12.193,88,1670624148,6,10
72,-78.6965003,35.7263603,49.993,12.193,88,1670624149,6,10
73,-78.6964983,35.7263155,49.994,12.193,88,1670624150,6,10
74,-78.6964962,35.7262706,49.995,12.193,88,1670624151,6,10
75,-78.6964941,35.7262257,49.998,12.193,87,1670624152,6,10
76,-78.696492,35.7261808,49.998,12.193,87,1670624153,6,10
77,-78.6964898,35.726136,49.997,12.193,87,1670624154,6,10
78,-78.6964877,35.7260911,49.998,12.193,87,1670624155,6,10
79,-78.6964856,35.7260462,49.998,12.193,87,1670624156,6,10
80,-78.6964834,35.7260013,49.997,12.193,87,1670624157,6,10
81,-78.6964813,35.7259564,49.997,12.193,86,1670624158,6,10
82,-78.6964793,35.7259114,49.997,12.193,86,1670624159,6,10
83,-78.6964772,35.7258664,49.998,12.193,86,1670624160,6,10
84,-78.696475,35.7258214,49.999,12.193,86,1670624161,6,10
85,-78.6964729,35.7257765,49.998,12.193,86,1670624162,6,10
86,-78.6964709,35.7257317,49.999,12.193,85,1670624163,6,10
87,-78.6964688,35.7256868,50,12.193,85,1670624164,6,10
88,-78.6964667,35.7256418,50.001,12.193,85,1670624165,6,10
89,-78.6964646,35.7255969,50.002,12.193,85,1670624166,6,10
90,-78.6964625,35.725552,50.003,12.193,85,1670624167,6,10
91,-78.6964604,35.7255071,50.004,12.193,85,1670624168,6,10
92,-78.6964583,35.7254621,50.004,12.193,84,1670624169,6,10
93,-78.6964562,35.7254172,50.003,12.193,84,1670624170,6,10
94,-78.6964542,35.7253724,50.002,12.193,84,1670624171,6,10
95,-78.696452,35.7253275,49.999,12.193,84,1670624172,6,10
96,-78.6964499,35.7252826,49.999,12.193,84,1670624173,6,10
97,-78.6964478,35.7252376,50,12.193,83,1670624174,6,10
98,-78.6964463,35.725204,50,12.193,83,1670624175,6,10
99,-78.6964441,35.7251591,49.997,12.193,83,1670624176,6,10
100,-78.6964415,35.7251029,49.999,12.193,83,1670624177,6,10
101,-78.6964394,35.725058,49.998,12.193,83,1670624178,6,10
102,-78.6964374,35.7250131,50,12.193,83,1670624179,6,10
103,-78.6964353,35.7249682,50.001,12.193,82,1670624180,6,10
104,-78.6964337,35.7249346,50,12.193,82,1670624181,6,10
105,-78.6964316,35.7248897,50.001,12.193,82,1670624182,6,10
106,-78.696429,35.7248335,50.003,12.193,82,1670624183,6,10
107,-78.6964274,35.7247997,50.004,12.193,82,1670624184,6,10
108,-78.6964253,35.7247548,50.004,12.193,81,1670624185,6,10
109,-78.6964232,35.7247099,50.004,12.193,81,1670624186,6,10
110,-78.6964212,35.724665,50.004,12.193,81,1670624187,6,10
111,-78.6964191,35.7246201,50.004,12.193,81,1670624188,6,10
112,-78.6964169,35.7245752,50.002,12.193,81,1670624189,6,10
113,-78.6964148,35.7245303,49.999,12.193,81,1670624190,6,10
114,-78.6964127,35.7244854,49.999,12.193,80,1670624191,6,10
115,-78.6964106,35.7244405,49.999,12.193,80,1670624192,6,10
116,-78.6964086,35.7243955,50,12.193,80,1670624193,6,10
117,-78.6964065,35.7243506,49.999,12.193,80,1670624194,6,10
118,-78.6964044,35.7243057,49.998,12.193,80,1670624195,6,10
119,-78.6964023,35.7242608,49.997,12.193,79,1670624196,6,10
120,-78.6964002,35.7242159,49.998,12.193,79,1670624197,6,10
121,-78.6963981,35.7241711,50.001,12.193,79,1670624198,6,10
122,-78.696396,35.7241261,50.001,12.193,79,1670624199,6,10
123,-78.696394,35.7240812,50,12.193,79,1670624200,6,10
124,-78.6963919,35.7240362,50,12.193,79,1670624201,6,10
125,-78.6963903,35.7240026,50.001,12.193,78,1670624202,6,10
126,-78.6963876,35.7239464,50.001,12.193,78,1670624203,6,10
127,-78.6963855,35.7239014,50.001,12.193,78,1670624204,6,10
128,-78.6963834,35.7238565,50,12.193,78,1670624205,6,10
129,-78.6963814,35.7238117,50.002,12.193,78,1670624206,6,10
130,-78.6963798,35.723778,50.001,12.193,78,1670624207,6,10
131,-78.6963777,35.7237331,50,12.193,77,1670624208,6,10
132,-78.696375,35.7236769,49.999,12.193,77,1670624209,6,10
133,-78.6963735,35.7236432,49.997,12.193,77,1670624210,6,10
134,-78.6963715,35.7235983,49.999,12.193,77,1670624211,6,10
135,-78.6963694,35.7235534,50,12.193,77,1670624212,6,10
136,-78.6963673,35.7235085,50.001,12.193,76,1670624213,6,10
137,-78.6963652,35.7234636,50,12.193,76,1670624214,6,10
138,-78.6963631,35.7234187,50,12.193,76,1670624215,6,10
139,-78.696361,35.7233738,50.001,12.193,76,1670624216,6,10
140,-78.6963589,35.7233292,50,12.193,76,1670624217,6,10
141,-78.696357,35.723287,50.002,12.242,76,1670624218,6,10
142,-78.6963555,35.7232508,50.005,12.242,75,1670624219,6,10
143,-78.6963549,35.7232243,50.009,12.242,75,1670624220,6,10
144,-78.6963551,35.7232109,50.01,12.242,75,1670624221,6,10
145,-78.6963555,35.7232101,50.01,12.242,75,1670624222,6,10
146,-78.6963562,35.7232191,50.009,12.242,75,1670624223,6,10
147,-78.6963575,35.7232362,50.007,12.242,75,1670624224,6,10
148,-78.6963595,35.7232611,50.005,12.193,74,1670624225,6,10
149,-78.6963622,35.723292,50.006,12.193,74,1670624226,6,10
150,-78.6963655,35.7233268,50.004,12.193,74,1670624227,6,10
151,-78.6963693,35.7233642,50.005,12.193,74,1670624228,6,10
152,-78.6963734,35.7234035,50.003,12.193,74,1670624229,6,10
153,-78.6963776,35.723444,50.003,12.193,73,1670624230,6,10
154,-78.6963818,35.7234853,50.001,12.193,73,1670624231,6,10
155,-78.6963859,35.7235275,49.999,12.193,73,1670624232,6,10
156,-78.6963899,35.7235702,49.999,12.193,73,1670624233,6,10
157,-78.6963938,35.7236133,49.998,12.193,73,1670624234,6,10
158,-78.6963977,35.7236567,49.999,12.193,73,1670624235,6,10
159,-78.6964017,35.7237001,49.998,12.193,72,1670624236,6,10
160,-78.6964056,35.7237436,49.998,12.193,72,1670624237,6,10
161,-78.6964096,35.7237871,49.995,12.193,72,1670624238,6,10
162,-78.6964137,35.7238306,49.996,12.193,72,1670624239,6,10
163,-78.6964176,35.723874,49.994,12.193,72,1670624240,6,10
164,-78.6964216,35.7239175,49.995,12.193,71,1670624241,6,10
165,-78.6964256,35.723961,49.997,12.193,71,1670624242,6,10
166,-78.6964296,35.7240044,49.998,12.193,71,1670624243,6,10
167,-78.6964337,35.7240478,50,12.193,71,1670624244,6,10
168,-78.6964378,35.7240913,50.001,12.193,71,1670624245,6,10
169,-78.6964419,35.7241347,50.001,12.193,71,1670624246,6,10
170,-78.696446,35.7241781,50,12.193,70,1670624247,6,10
171,-78.6964501,35.7242215,49.999,12.193,70,1670624248,6,10
172,-78.6964542,35.724265,49.998,12.193,70,1670624249,6,10
173,-78.6964582,35.7243084,49.997,12.193,70,1670624250,6,10
174,-78.6964623,35.7243519,49.999,12.193,70,1670624251,6,10
175,-78.6964663,35.7243953,50,12.193,69,1670624252,6,10
176,-78.6964703,35.7244387,50.002,12.193,69,1670624253,6,10
177,-78.6964743,35.7244821,50.002,12.193,69,1670624254,6,10
178,-78.6964784,35.7245255,50.004,12.193,69,1670624255,6,10
179,-78.6964825,35.7245689,50.004,12.193,69,1670624256,6,10
180,-78.6964866,35.7246124,50.003,12.193,69,1670624257,6,10
181,-78.6964907,35.7246558,50.001,12.193,68,1670624258,6,10
182,-78.6964948,35.7246993,50,12.193,68,1670624259,6,10
183,-78.6964989,35.7247427,50.001,12.193,68,1670624260,6,10
184,-78.6965029,35.7247861,50.001,12.193,68,1670624261,6,10
185,-78.6965059,35.7248187,50.001,12.193,68,1670624262,6,10
186,-78.69651,35.7248621,50.002,12.193,68,1670624263,6,10
187,-78.6965141,35.7249055,50,12.193,67,1670624264,6,10
188,-78.6965192,35.7249598,50.002,12.193,67,1670624265,6,10
189,-78.6965233,35.7250032,50.004,12.193,67,1670624266,6,10
190,-78.6965263,35.7250357,50.004,12.193,67,1670624267,6,10
191,-78.6965304,35.7250791,50.002,12.193,67,1670624268,6,10
192,-78.6965345,35.7251225,50.001,12.193,66,1670624269,6,10
193,-78.6965397,35.7251767,50.002,12.193,66,1670624270,6,10
194,-78.6965437,35.7252201,50.005,12.193,66,1670624271,6,10
195,-78.6965467,35.7252527,50.004,12.193,66,1670624272,6,10
196,-78.6965508,35.7252961,50.004,12.193,66,1670624273,6,10
197,-78.6965549,35.7253395,50.004,12.193,66,1670624274,6,10
198,-78.6965601,35.7253938,50.004,12.193,65,1670624275,6,10
199,-78.6965642,35.7254372,50.002,12.193,65,1670624276,6,10
200,-78.6965672,35.7254698,50.001,12.193,65,1670624277,6,10
201,-78.6965713,35.7255132,49.999,12.193,65,1670624278,6,10
202,-78.6965754,35.7255568,50,12.193,65,1670624279,6,10
203,-78.6965795,35.7256002,50,12.193,64,1670624280,6,10
204,-78.6965847,35.7256547,49.999,12.193,64,1670624281,6,10
205,-78.6965889,35.7256983,49.997,12.193,64,1670624282,6,10
206,-78.696592,35.7257309,49.995,12.193,64,1670624283,6,10
207,-78.6965961,35.7257745,49.994,12.193,64,1670624284,6,10
208,-78.6966003,35.7258181,49.995,12.193,64,1670624285,6,10
209,-78.6966045,35.7258617,49.995,12.193,63,1670624286,6,10
210,-78.6966086,35.7259053,49.996,12.193,63,1670624287,6,10
211,-78.6966127,35.7259489,49.998,12.193,63,1670624288,6,10
212,-78.6966168,35.7259925,49.998,12.193,63,1670624289,6,10
213,-78.696621,35.7260361,49.998,12.193,63,1670624290,6,10
214,-78.6966251,35.7260798,50,12.193,62,1670624291,6,10
215,-78.6966292,35.7261235,50.001,12.193,62,1670624292,6,10
216,-78.6966334,35.7261672,50.003,12.193,62,1670624293,6,10
217,-78.6966376,35.7262109,50.004,12.193,62,1670624294,6,10
218,-78.6966417,35.7262547,50.002,12.193,62,1670624295,6,10
219,-78.6966458,35.7262984,50,12.193,62,1670624296,6,10
220,-78.69665,35.7263422,49.999,12.193,61,1670624297,6,10
221,-78.6966541,35.7263859,49.998,12.193,61,1670624298,6,10
222,-78.6966583,35.7264297,49.998,12.193,61,1670624299,6,10
223,-78.6966625,35.7264735,50,12.193,61,1670624300,6,10
224,-78.6966667,35.7265173,50.001,12.193,61,1670624301,6,10
225,-78.6966709,35.7265611,50,12.193,61,1670624302,6,10
226,-78.6966751,35.726605,50,12.193,60,1670624303,6,10
227,-78.6966792,35.7266488,49.998,12.193,60,1670624304,6,10
228,-78.6966833,35.7266927,49.997,12.193,60,1670624305,6,10
229,-78.6966875,35.7267365,49.998,12.193,60,1670624306,6,10
230,-78.6966916,35.7267804,49.997,12.193,60,1670624307,6,10
231,-78.6966959,35.7268243,49.997,12.193,59,1670624308,6,10
232,-78.6967001,35.7268681,49.998,12.193,59,1670624309,6,10
233,-78.6967043,35.7269121,49.999,12.193,59,1670624311,6,10
234,-78.6967084,35.726956,50.002,12.193,59,1670624312,6,10
235,-78.6967125,35.727,50.003,12.193,59,1670624313,6,10
236,-78.6967167,35.727044,50.002,12.193,59,1670624314,6,10
237,-78.6967209,35.7270881,50.001,12.193,58,1670624315,6,10
238,-78.6967251,35.7271321,50,12.193,58,1670624316,6,10
239,-78.6967293,35.7271761,49.999,12.193,58,1670624317,6,10
240,-78.6967334,35.7272202,49.998,12.193,58,1670624318,6,10
241,-78.6967365,35.7272532,49.997,12.193,58,1670624319,6,10
242,-78.6967408,35.7272972,49.996,12.193,57,1670624320,6,10
243,-78.696745,35.7273412,49.994,12.193,57,1670624321,6,10
244,-78.6967503,35.7273962,49.997,12.193,57,1670624322,6,10
245,-78.6967544,35.7274403,49.999,12.193,57,1670624323,6,10
246,-78.6967575,35.7274734,50,12.193,57,1670624324,6,10
247,-78.6967617,35.7275175,50,12.193,57,1670624325,6,10
248,-78.6967659,35.7275616,50,12.193,56,1670624326,6,10
249,-78.6967701,35.7276057,49.999,12.193,56,1670624327,6,10
250,-78.6967742,35.7276499,50.001,12.193,56,1670624328,6,10
251,-78.6967784,35.7276941,50.001,12.193,56,1670624329,6,10
252,-78.6967826,35.7277383,50,12.193,56,1670624330,6,10
253,-78.6967869,35.7277824,50,12.193,56,1670624331,6,10
254,-78.696791,35.7278266,50.001,12.193,55,1670624332,6,10
255,-78.6967952,35.7278708,50,12.193,55,1670624333,6,10
256,-78.6967994,35.727915,49.999,12.193,55,1670624334,6,10
257,-78.6968037,35.7279593,49.997,12.193,55,1670624335,6,10
258,-78.6968079,35.7280036,49.997,12.193,55,1670624336,6,10
259,-78.6968121,35.7280478,49.997,12.193,54,1670624337,6,10
260,-78.6968162,35.7280921,50,12.193,54,1670624338,6,10
261,-78.6968204,35.7281364,49.998,12.193,54,1670624339,6,10
262,-78.6968246,35.7281807,49.996,12.193,54,1670624340,6,10
263,-78.6968289,35.728225,49.996,12.193,54,1670624341,6,10
264,-78.6968331,35.7282694,49.997,12.193,54,1670624342,6,10
265,-78.6968374,35.7283137,49.999,12.193,53,1670624343,6,10
266,-78.6968415,35.728358,49.998,12.193,53,1670624344,6,10
267,-78.6968457,35.7284023,49.999,12.193,53,1670624345,6,10
268,-78.6968489,35.7284356,50,12.193,53,1670624346,6,10
269,-78.6968531,35.72848,49.999,12.193,53,1670624347,6,10
270,-78.6968574,35.7285245,50,12.193,52,1670624348,6,10
271,-78.6968616,35.7285689,50,12.193,52,1670624349,6,10
272,-78.6968658,35.7286133,49.999,12.193,52,1670624350,6,10
273,-78.69687,35.7286578,50,12.193,52,1670624351,6,10
274,-78.6968742,35.7287022,50,12.193,52,1670624352,6,10
275,-78.6968785,35.7287466,50.001,12.193,52,1670624353,6,10
276,-78.6968826,35.7287911,50.001,12.193,51,1670624354,6,10
277,-78.6968868,35.7288356,50,12.193,51,1670624355,6,10
278,-78.696891,35.7288801,49.999,12.193,51,1670624356,6,10
279,-78.6968952,35.7289246,50,12.193,51,1670624357,6,10
280,-78.6968995,35.7289692,49.999,12.193,51,1670624358,6,10
281,-78.6969036,35.7290137,49.999,12.193,50,1670624359,6,10
282,-78.6969079,35.7290582,50,12.193,50,1670624360,6,10
283,-78.6969122,35.7291027,50.002,12.193,50,1670624361,6,10
284,-78.6969165,35.7291472,50.001,12.193,50,1670624362,6,10
285,-78.6969207,35.7291917,50.003,12.193,50,1670624363,6,10
286,-78.696925,35.7292363,50.003,12.193,50,1670624364,6,10
287,-78.6969292,35.7292809,50.003,12.193,49,1670624365,6,10
288,-78.6969335,35.7293255,50.003,12.193,49,1670624366,6,10
289,-78.6969377,35.7293702,50.003,12.193,49,1670624367,6,10
290,-78.6969419,35.7294148,50.002,12.193,49,1670624368,6,10
291,-78.6969462,35.7294594,50.003,12.193,49,1670624369,6,10
292,-78.6969504,35.7295041,50.002,12.193,49,1670624370,6,10
293,-78.6969546,35.7295487,50.003,12.193,48,1670624371,6,10
294,-78.6969589,35.7295933,50,12.193,48,1670624372,6,10
295,-78.6969631,35.729638,50,12.193,48,1670624373,6,10
296,-78.6969673,35.7296827,50,12.193,48,1670624374,6,10
297,-78.6969715,35.7297274,50,12.193,48,1670624375,6,10
298,-78.6969757,35.7297721,49.999,12.193,47,1670624376,6,10
299,-78.6969799,35.7298169,50,12.193,47,1670624377,6,10
300,-78.6969842,35.7298616,50,12.193,47,1670624378,6,10
301,-78.6969884,35.7299064,49.999,12.193,47,1670624379,6,10
302,-78.6969927,35.7299512,49.999,12.193,47,1670624380,6,10
303,-78.696997,35.7299959,49.998,12.193,47,1670624381,6,10
304,-78.6970012,35.7300407,49.997,12.193,46,1670624382,6,10
305,-78.6970055,35.7300855,49.998,12.193,46,1670624383,6,10
306,-78.6970098,35.7301303,50,12.193,46,1670624384,6,10
307,-78.6970141,35.730175,50,12.193,46,1670624385,6,10
308,-78.6970183,35.7302197,50.001,12.193,46,1670624386,6,10
309,-78.6970224,35.7302622,50.005,12.242,45,1670624387,6,10
310,-78.6970261,35.7302995,50.008,12.242,45,1670624388,6,10
311,-78.6970291,35.7303277,50.007,12.242,45,1670624389,6,10
312,-78.6970307,35.7303414,50.004,12.242,45,1670624390,6,10
313,-78.6970315,35.7303482,50,12.242,45,1670624391,6,10
314,-78.6970315,35.7303422,49.996,12.242,45,1670624392,6,10
315,-78.6970312,35.7303285,49.996,12.242,44,1670624393,6,10
316,-78.6970307,35.730307,49.996,12.193,44,1670624394,6,10
317,-78.6970301,35.7302784,49.998,12.193,44,1670624395,6,10
318,-78.6970293,35.7302449,49.998,12.193,44,1670624396,6,10
319,-78.6970287,35.7302177,49.998,12.193,44,1670624397,6,10
320,-78.6970278,35.7301794,50,12.193,44,1670624398,6,10
321,-78.6970266,35.7301292,50,12.193,43,1670624399,6,10
322,-78.6970258,35.730088,49.999,12.193,43,1670624400,6,10
323,-78.6970252,35.7300564,50,12.193,43,1670624401,6,10
324,-78.6970245,35.7300139,50,12.193,43,1670624402,6,10
325,-78.6970239,35.7299708,50,12.193,43,1670624403,6,10
326,-78.6970233,35.7299273,49.999,12.193,42,1670624404,6,10
327,-78.6970227,35.7298835,49.999,12.193,42,1670624405,6,10
328,-78.6970222,35.7298394,50,12.193,42,1670624406,6,10
329,-78.6970217,35.7297951,49.999,12.193,42,1670624407,6,10
330,-78.6970211,35.7297507,50,12.193,42,1670624408,6,10
331,-78.6970205,35.7297061,50,12.193,42,1670624409,6,10
332,-78.6970199,35.7296616,50.001,12.193,41,1670624410,6,10
333,-78.6970193,35.729617,50,12.193,41,1670624411,6,10
334,-78.6970186,35.7295724,50.002,12.193,41,1670624412,6,10
335,-78.6970179,35.7295277,50.003,12.193,41,1670624413,6,10
336,-78.6970172,35.7294831,50.002,12.193,41,1670624414,6,10
337,-78.6970165,35.7294385,50.004,12.193,40,1670624415,6,10
338,-78.6970158,35.7293939,50.003,12.193,40,1670624416,6,10
339,-78.6970151,35.7293493,50.002,12.193,40,1670624417,6,10
340,-78.6970144,35.7293047,50.005,12.193,40,1670624418,6,10
341,-78.6970139,35.7292713,50.005,12.193,40,1670624419,6,10
342,-78.6970131,35.7292155,50.002,12.193,40,1670624420,6,10
343,-78.6970125,35.7291709,50.002,12.193,39,1670624421,6,10
344,-78.697012,35.7291374,50.002,12.193,39,1670624422,6,10
345,-78.6970113,35.7290929,50,12.193,39,1670624423,6,10
346,-78.6970107,35.7290483,49.999,12.193,39,1670624424,6,10
347,-78.6970101,35.7290037,50,12.193,39,1670624425,6,10
348,-78.6970094,35.7289591,49.999,12.193,39,1670624426,6,10
349,-78.6970088,35.7289146,49.999,12.193,38,1670624427,6,10
350,-78.697008,35.72887,50,12.193,38,1670624428,6,10
351,-78.6970073,35.7288256,50,12.193,38,1670624429,6,10
352,-78.6970066,35.7287811,49.999,12.193,38,1670624430,6,10
353,-78.6970059,35.7287365,49.999,12.193,38,1670624431,6,10
354,-78.6970052,35.728692,50,12.193,37,1670624432,6,10
355,-78.6970045,35.7286476,50,12.193,37,1670624433,6,10
356,-78.6970038,35.7286031,49.999,12.193,37,1670624434,6,10
357,-78.6970032,35.7285587,50,12.193,37,1670624435,6,10
358,-78.6970025,35.7285142,49.999,12.193,37,1670624436,6,10
359,-78.6970019,35.7284698,49.997,12.193,37,1670624437,6,10
360,-78.6970012,35.7284254,50,12.193,36,1670624438,6,10
361,-78.6970005,35.7283809,50.001,12.193,36,1670624439,6,10
362,-78.6969998,35.7283365,50.001,12.193,36,1670624440,6,10
363,-78.6969991,35.7282921,50.003,12.193,36,1670624441,6,10
364,-78.6969984,35.7282477,50.005,12.193,36,1670624442,6,10
365,-78.6969977,35.7282033,50.004,12.193,35,1670624443,6,10
366,-78.6969971,35.728159,50.006,12.193,35,1670624444,6,10
367,-78.6969964,35.7281146,50.006,12.193,35,1670624445,6,10
368,-78.6969958,35.7280702,50.006,12.193,35,1670624446,6,10
369,-78.6969951,35.7280258,50.005,12.193,35,1670624447,6,10
370,-78.6969944,35.7279815,50.003,12.193,35,1670624448,6,10
371,-78.6969937,35.7279371,50.005,12.193,34,1670624449,6,10
372,-78.6969929,35.7278927,50.007,12.193,34,1670624450,6,10
373,-78.6969923,35.7278483,50.006,12.193,34,1670624451,6,10
374,-78.6969917,35.727804,50.003,12.193,34,1670624452,6,10
375,-78.696991,35.7277597,50.003,12.193,34,1670624453,6,10
376,-78.6969904,35.7277153,50.003,12.193,33,1670624454,6,10
377,-78.6969897,35.727671,50.002,12.193,33,1670624455,6,10
378,-78.6969891,35.7276267,50.003,12.193,33,1670624456,6,10
379,-78.6969884,35.7275824,50.003,12.193,33,1670624457,6,10
380,-78.6969877,35.7275381,50.002,12.193,33,1670624458,6,10
381,-78.696987,35.7274938,50.003,12.193,33,1670624459,6,10
382,-78.6969862,35.7274496,50.001,12.193,32,1670624460,6,10
383,-78.6969855,35.7274054,50.001,12.193,32,1670624461,6,10
384,-78.6969848,35.7273611,50.003,12.193,32,1670624462,6,10
385,-78.6969842,35.7273169,50.003,12.193,32,1670624463,6,10
386,-78.6969835,35.7272727,50.002,12.193,32,1670624464,6,10
387,-78.6969828,35.7272286,50.004,12.193,31,1670624465,6,10
388,-78.6969821,35.7271844,50.005,12.193,31,1670624466,6,10
389,-78.6969815,35.7271402,50.003,12.193,31,1670624467,6,10
390,-78.6969808,35.727096,50.005,12.193,31,1670624468,6,10
391,-78.6969801,35.7270517,50.007,12.193,31,1670624469,6,10
392,-78.6969795,35.7270076,50.005,12.193,31,1670624470,6,10
393,-78.6969789,35.7269634,50.002,12.193,30,1670624471,6,10
394,-78.6969782,35.7269192,50.001,12.193,30,1670624472,6,10
395,-78.6969775,35.726875,50.001,12.193,30,1670624473,6,10
396,-78.6969768,35.7268308,50,12.193,30,1670624474,6,10
397,-78.6969761,35.7267866,50,12.193,30,1670624475,6,10
398,-78.6969754,35.7267424,50.001,12.193,30,1670624476,6,10
399,-78.6969747,35.7266983,50.001,12.193,29,1670624477,6,10
400,-78.696974,35.7266541,49.999,12.193,29,1670624478,6,10
401,-78.6969735,35.7266211,49.999,12.193,29,1670624479,6,10
402,-78.6969728,35.7265769,49.999,12.193,29,1670624480,6,10
403,-78.6969719,35.7265218,49.997,12.193,29,1670624481,6,10
404,-78.6969712,35.7264776,49.997,12.193,28,1670624482,6,10
405,-78.6969706,35.7264336,49.998,12.193,28,1670624483,6,10
406,-78.69697,35.7263895,50,12.193,28,1670624484,6,10
407,-78.6969695,35.7263564,50,12.193,28,1670624485,6,10
408,-78.6969688,35.7263123,50,12.193,28,1670624486,6,10
409,-78.6969681,35.7262682,50.001,12.193,28,1670624487,6,10
410,-78.6969674,35.7262242,50.002,12.193,27,1670624488,6,10
411,-78.6969667,35.7261802,50.005,12.193,27,1670624489,6,10
412,-78.6969661,35.7261362,50.004,12.193,27,1670624490,6,10
413,-78.6969654,35.7260921,50.004,12.193,27,1670624491,6,10
414,-78.6969647,35.726048,50.004,12.193,27,1670624492,6,10
415,-78.6969639,35.7260039,50.004,12.193,26,1670624493,6,10
